model,seed,scenario,category,task,depth,auc,average_precision,iou_top7,centroid_error,relative_residual
graph-foundation,29,wavenumber 12,OOD frequency,18,8,0.9999229227686142,0.9972527472527473,0.3611111111111111,0.01143608521670103,0.8493768572807312
graph-foundation,29,wavenumber 12,OOD frequency,19,8,0.9995501574448943,0.988803859771142,0.5,0.01186586357653141,1.4314807653427124
graph-foundation,29,wavenumber 12,OOD frequency,20,8,0.9998031938821413,0.9951109646231597,0.5,0.010137730278074741,1.9064487218856812
graph-foundation,29,wavenumber 12,OOD frequency,21,8,0.9992711180528441,0.9835348974660246,0.5416666666666666,0.023805497214198112,1.6224116086959839
graph-foundation,29,wavenumber 12,OOD frequency,22,8,0.9998798798798799,0.9951948717948719,0.3472222222222222,0.03417612984776497,0.5940539240837097
graph-foundation,29,wavenumber 12,OOD frequency,23,8,0.9997489959839357,0.9903271233082219,0.3888888888888889,0.033625517040491104,1.8011431694030762
A-equivariant,29,wavenumber 12,OOD frequency,12,8,0.9999219055056618,0.9980917560654897,0.5416666666666666,0.020370084792375565,0.18272989988327026
A-equivariant,29,wavenumber 12,OOD frequency,13,8,0.9987504880905896,0.9727222859349927,0.5416666666666666,0.022866960614919662,0.06339225172996521
A-equivariant,29,wavenumber 12,OOD frequency,14,8,0.998871063576946,0.9705658557546362,0.4722222222222222,0.02711578644812107,0.07406854629516602
A-equivariant,29,wavenumber 12,OOD frequency,15,8,0.9997188484030589,0.9929196002725414,0.5,0.018360234797000885,0.24767489731311798
A-equivariant,29,wavenumber 12,OOD frequency,16,8,0.999397573865659,0.9862444764534548,0.5138888888888888,0.013876277022063732,0.30656763911247253
A-equivariant,29,wavenumber 12,OOD frequency,17,8,0.9991315782944197,0.9831121631676241,0.5694444444444444,0.02560495212674141,0.13365153968334198
A-equivariant,29,wavenumber 12,OOD frequency,18,8,0.9999229227686142,0.9972527472527472,0.3611111111111111,0.018591931089758873,0.27721360325813293
A-equivariant,29,wavenumber 12,OOD frequency,19,8,0.9995782726045884,0.9897990668888502,0.5,0.01881631463766098,0.028502369299530983
A-equivariant,29,wavenumber 12,OOD frequency,20,8,0.9996063877642825,0.9901134974664386,0.5,0.01550774835050106,0.015729235485196114
A-equivariant,29,wavenumber 12,OOD frequency,21,8,0.998906677079266,0.9763918726588411,0.5416666666666666,0.021514181047677994,0.3018019497394562
A-equivariant,29,wavenumber 12,OOD frequency,22,8,0.9995995995995995,0.9846485232908022,0.3472222222222222,0.03916795551776886,0.026435688138008118
A-equivariant,29,wavenumber 12,OOD frequency,23,8,0.9996772805507745,0.9875543213974891,0.3888888888888889,0.012892608530819416,0.0033319382928311825
analytic-Chebyshev,29,wavenumber 12,OOD frequency,12,8,0.9999219055056618,0.9981684981684983,0.5416666666666666,0.020370084792375565,0.01090930588543415
analytic-Chebyshev,29,wavenumber 12,OOD frequency,13,8,0.9987504880905896,0.9727222859349927,0.5416666666666666,0.022866960614919662,0.0012099226005375385
analytic-Chebyshev,29,wavenumber 12,OOD frequency,14,8,0.9989007724301843,0.9713320445831088,0.4722222222222222,0.02711578644812107,0.00904564093798399
analytic-Chebyshev,29,wavenumber 12,OOD frequency,15,8,0.9997188484030589,0.9929196002725414,0.5,0.018360234797000885,0.0057297321036458015
analytic-Chebyshev,29,wavenumber 12,OOD frequency,16,8,0.999534488896191,0.988539857856233,0.5138888888888888,0.016384059563279152,0.010514835827052593
analytic-Chebyshev,29,wavenumber 12,OOD frequency,17,8,0.9992060144406123,0.9844401180378561,0.5694444444444444,0.026350367814302444,0.009211134165525436
analytic-Chebyshev,29,wavenumber 12,OOD frequency,18,8,0.9999229227686142,0.9972527472527473,0.3611111111111111,0.018591931089758873,0.009498550556600094
analytic-Chebyshev,29,wavenumber 12,OOD frequency,19,8,0.9996063877642825,0.9904905478434891,0.5,0.01881631463766098,0.007588568143546581
analytic-Chebyshev,29,wavenumber 12,OOD frequency,20,8,0.9996063877642825,0.9901134974664386,0.5,0.01550774835050106,0.012950808741152287
analytic-Chebyshev,29,wavenumber 12,OOD frequency,21,8,0.9988546140830405,0.9751618665705355,0.5416666666666666,0.026970038190484047,0.0029626921750605106
analytic-Chebyshev,29,wavenumber 12,OOD frequency,22,8,0.9995995995995995,0.9846485232908022,0.3472222222222222,0.03916795551776886,0.00691503519192338
analytic-Chebyshev,29,wavenumber 12,OOD frequency,23,8,0.9996772805507744,0.987554321397489,0.3888888888888889,0.012892608530819416,0.004293537233024836
exact,29,wavenumber 12,OOD frequency,12,0,0.9999219055056618,0.9981684981684982,0.5416666666666666,0.020370084792375565,1.4134016055322718e-05
exact,29,wavenumber 12,OOD frequency,13,0,0.9987504880905896,0.9727222859349927,0.5416666666666666,0.022866960614919662,1.3117489288561046e-05
exact,29,wavenumber 12,OOD frequency,14,0,0.9989007724301843,0.971332044583109,0.4722222222222222,0.02711578644812107,1.373485429212451e-05
exact,29,wavenumber 12,OOD frequency,15,0,0.9997188484030589,0.9929196002725416,0.5,0.018360234797000885,1.3646970728586894e-05
exact,29,wavenumber 12,OOD frequency,16,0,0.999534488896191,0.988539857856233,0.5138888888888888,0.016384059563279152,1.3264541848911904e-05
exact,29,wavenumber 12,OOD frequency,17,0,0.9992060144406123,0.9844401180378562,0.5694444444444444,0.026350367814302444,1.2391009477141779e-05
exact,29,wavenumber 12,OOD frequency,18,0,0.9999229227686142,0.9972527472527473,0.3611111111111111,0.018591931089758873,1.4510163055092562e-05
exact,29,wavenumber 12,OOD frequency,19,0,0.9996063877642825,0.9904905478434891,0.5,0.01881631463766098,1.3506452887668274e-05
exact,29,wavenumber 12,OOD frequency,20,0,0.9996345029239766,0.9908225398421477,0.5,0.01550774835050106,1.3598844816442579e-05
exact,29,wavenumber 12,OOD frequency,21,0,0.9988546140830405,0.9751618665705355,0.5416666666666666,0.026970038190484047,1.5664203601772897e-05
exact,29,wavenumber 12,OOD frequency,22,0,0.9995995995995995,0.9846485232908022,0.3472222222222222,0.03916795551776886,1.6303352822433226e-05
exact,29,wavenumber 12,OOD frequency,23,0,0.9996772805507745,0.9875543213974891,0.3888888888888889,0.012892608530819416,1.684440576354973e-05
identity,29,wavenumber 12,OOD frequency,24,8,0.9997726017607121,0.9924699503281439,0.4305555555555556,0.013233448378741741,2.167297124862671
identity,29,wavenumber 12,OOD frequency,25,8,0.9995640509725017,0.987979407979408,0.4166666666666667,0.01283933874219656,1.450722098350525
identity,29,wavenumber 12,OOD frequency,26,8,0.9995071058900846,0.984168298010692,0.5138888888888888,0.008160475641489029,1.847307801246643
identity,29,wavenumber 12,OOD frequency,27,8,0.9993313273152792,0.9769177067788175,0.375,0.008468340151011944,0.9935044050216675
identity,29,wavenumber 12,OOD frequency,28,8,0.9998511277076148,0.9966353839014078,0.5694444444444444,0.00792859960347414,1.0806738138198853
identity,29,wavenumber 12,OOD frequency,29,8,0.9997750787224472,0.9937711922699668,0.5,0.02176663652062416,2.1013667583465576
identity,29,wavenumber 12,OOD frequency,30,8,0.9999306879223704,0.9977753058954395,0.4027777777777778,0.0073968833312392235,0.9827674031257629
identity,29,wavenumber 12,OOD frequency,31,8,0.999837572686223,0.9949535679374386,0.4305555555555556,0.012207253836095333,1.774998664855957
identity,29,wavenumber 12,OOD frequency,32,8,0.9995574645320838,0.9885181261430118,0.5416666666666666,0.014499316923320293,2.005612850189209
identity,29,wavenumber 12,OOD frequency,33,8,0.9998131739084017,0.9959064327485377,0.5277777777777778,0.006606471259146929,1.7281687259674072
identity,29,wavenumber 12,OOD frequency,34,8,0.9987084173387096,0.9601227726156558,0.4444444444444444,0.030722618103027344,2.020009994506836
identity,29,wavenumber 12,OOD frequency,35,8,0.999296700608507,0.9832847484057161,0.4583333333333333,0.027041127905249596,1.9002041816711426
graph-small,29,wavenumber 12,OOD frequency,24,8,0.9998375726862229,0.9946116631553408,0.4305555555555556,0.016328686848282814,2.1982154846191406
graph-small,29,wavenumber 12,OOD frequency,25,8,0.9995975855130784,0.9887301587301587,0.4166666666666667,0.01283933874219656,1.4056990146636963
graph-small,29,wavenumber 12,OOD frequency,26,8,0.999534488896191,0.985343386142302,0.5138888888888888,0.012611417099833488,1.8272889852523804
graph-small,29,wavenumber 12,OOD frequency,27,8,0.9992941788327947,0.9759707370818478,0.375,0.008468340151011944,1.019736886024475
graph-small,29,wavenumber 12,OOD frequency,28,8,0.9998511277076148,0.9966353839014077,0.5694444444444444,0.02254328317940235,1.083813190460205
graph-small,29,wavenumber 12,OOD frequency,29,8,0.9997750787224472,0.9940596211494045,0.5,0.02176663652062416,2.125413656234741
graph-small,29,wavenumber 12,OOD frequency,30,8,0.9999306879223704,0.9977753058954391,0.4027777777777778,0.0073968833312392235,0.9537460207939148
graph-small,29,wavenumber 12,OOD frequency,31,8,0.9998050872234675,0.9939476713019895,0.4305555555555556,0.012207253836095333,1.7418051958084106
graph-small,29,wavenumber 12,OOD frequency,32,8,0.999453338539633,0.9860619286300034,0.5416666666666666,0.011848325841128826,1.9648743867874146
graph-small,29,wavenumber 12,OOD frequency,33,8,0.999786484466745,0.9948792592611443,0.5277777777777778,0.006606471259146929,1.805578351020813
graph-small,29,wavenumber 12,OOD frequency,34,8,0.9987714213709677,0.963193760802001,0.4444444444444444,0.030722618103027344,1.9640847444534302
graph-small,29,wavenumber 12,OOD frequency,35,8,0.9993578570773324,0.9839575897762318,0.4583333333333333,0.01997338980436325,1.8469890356063843
graph-foundation,29,wavenumber 12,OOD frequency,24,8,0.999772601760712,0.9924699503281439,0.4305555555555556,0.016328686848282814,2.178600549697876
graph-foundation,29,wavenumber 12,OOD frequency,25,8,0.9995305164319249,0.9872122122122121,0.4166666666666667,0.013844584114849567,1.4042049646377563
graph-foundation,29,wavenumber 12,OOD frequency,26,8,0.9995618719022974,0.9869408372519481,0.5138888888888888,0.012611417099833488,1.8227012157440186
graph-foundation,29,wavenumber 12,OOD frequency,27,8,0.9992941788327947,0.9759707370818478,0.375,0.008468340151011944,1.0676114559173584
graph-foundation,29,wavenumber 12,OOD frequency,28,8,0.9998511277076148,0.9966353839014077,0.5694444444444444,0.017933260649442673,1.031917691230774
graph-foundation,29,wavenumber 12,OOD frequency,29,8,0.999718848403059,0.9923498147520982,0.5,0.02176663652062416,2.1092095375061035
graph-foundation,29,wavenumber 12,OOD frequency,30,8,0.9999306879223704,0.9977753058954395,0.4027777777777778,0.012859744019806385,0.9776482582092285
graph-foundation,29,wavenumber 12,OOD frequency,31,8,0.9997726017607121,0.9930564057048418,0.4305555555555556,0.012207253836095333,1.7563832998275757
graph-foundation,29,wavenumber 12,OOD frequency,32,8,0.9996095275283093,0.9902670118583661,0.5416666666666666,0.010926746763288975,1.8395041227340698
graph-foundation,29,wavenumber 12,OOD frequency,33,8,0.999759795025088,0.9943507180349286,0.5277777777777778,0.009160605259239674,1.8819267749786377
graph-foundation,29,wavenumber 12,OOD frequency,34,8,0.9986769153225806,0.9591190514722399,0.4444444444444444,0.030722618103027344,1.923535943031311
graph-foundation,29,wavenumber 12,OOD frequency,35,8,0.9993272788429196,0.98316169090482,0.4583333333333333,0.03206907585263252,1.8615264892578125
A-equivariant,29,wavenumber 12,OOD frequency,24,8,0.9996426599096905,0.9883565470005335,0.4305555555555556,0.014284609816968441,0.03169264644384384
A-equivariant,29,wavenumber 12,OOD frequency,25,8,0.9991616364855802,0.9790873015873016,0.4166666666666667,0.021989760920405388,0.2579297125339508
A-equivariant,29,wavenumber 12,OOD frequency,26,8,0.9995071058900846,0.9852790360779519,0.5138888888888888,0.013853577896952629,0.42977169156074524
A-equivariant,29,wavenumber 12,OOD frequency,27,8,0.9991827333853411,0.9734454779062622,0.375,0.02413853257894516,0.174104705452919
A-equivariant,29,wavenumber 12,OOD frequency,28,8,0.9997022554152296,0.9930777697978039,0.5694444444444444,0.015766937285661697,0.2274351567029953
A-equivariant,29,wavenumber 12,OOD frequency,29,8,0.9995782726045883,0.9882729310384835,0.5,0.021612638607621193,0.03349485248327255
A-equivariant,29,wavenumber 12,OOD frequency,30,8,0.9998267198059262,0.9949290060851925,0.4027777777777778,0.004368029534816742,0.03314509615302086
A-equivariant,29,wavenumber 12,OOD frequency,31,8,0.9997076308352012,0.9914430288244328,0.4305555555555556,0.012608042918145657,0.23759622871875763
A-equivariant,29,wavenumber 12,OOD frequency,32,8,0.9992971495509567,0.9815778827248486,0.5416666666666666,0.019587762653827667,0.21412864327430725
A-equivariant,29,wavenumber 12,OOD frequency,33,8,0.9996530372584604,0.9920646151993255,0.5277777777777778,0.01571030355989933,0.011878597550094128
A-equivariant,29,wavenumber 12,OOD frequency,34,8,0.9987714213709677,0.9640780249946761,0.4444444444444444,0.02750122733414173,0.06801439821720123
A-equivariant,29,wavenumber 12,OOD frequency,35,8,0.9992049659052686,0.9800522555373201,0.4583333333333333,0.021317463368177414,0.37366539239883423
analytic-Chebyshev,29,wavenumber 12,OOD frequency,24,8,0.9996426599096905,0.9883565470005335,0.4305555555555556,0.014284609816968441,0.006297636777162552
analytic-Chebyshev,29,wavenumber 12,OOD frequency,25,8,0.9991616364855802,0.9790873015873016,0.4166666666666667,0.021989760920405388,0.006769740954041481
analytic-Chebyshev,29,wavenumber 12,OOD frequency,26,8,0.9994797228839782,0.9835585419131307,0.5138888888888888,0.013853577896952629,0.009710228070616722
analytic-Chebyshev,29,wavenumber 12,OOD frequency,27,8,0.9991827333853412,0.973445477906262,0.375,0.02413853257894516,0.02370566688477993
analytic-Chebyshev,29,wavenumber 12,OOD frequency,28,8,0.9998015036101531,0.9956146834195616,0.5694444444444444,0.013253366574645042,0.0036468396428972483
analytic-Chebyshev,29,wavenumber 12,OOD frequency,29,8,0.9995501574448943,0.987523371955591,0.5,0.021612638607621193,0.0157434344291687
analytic-Chebyshev,29,wavenumber 12,OOD frequency,30,8,0.9998267198059262,0.9949290060851927,0.4027777777777778,0.004368029534816742,0.012856912799179554
analytic-Chebyshev,29,wavenumber 12,OOD frequency,31,8,0.999772601760712,0.9930564057048417,0.4305555555555556,0.022097544744610786,0.0149720823392272
analytic-Chebyshev,29,wavenumber 12,OOD frequency,32,8,0.9994273070415203,0.9849340362614514,0.5416666666666666,0.01522800698876381,0.01853586919605732
analytic-Chebyshev,29,wavenumber 12,OOD frequency,33,8,0.9996530372584606,0.9920646151993254,0.5277777777777778,0.01571030355989933,0.01129542849957943
analytic-Chebyshev,29,wavenumber 12,OOD frequency,34,8,0.9987714213709677,0.9640780249946761,0.4444444444444444,0.02750122733414173,0.01979820244014263
analytic-Chebyshev,29,wavenumber 12,OOD frequency,35,8,0.9992355441396814,0.9805153791752449,0.4583333333333333,0.022031940519809723,0.006626648362725973
exact,29,wavenumber 12,OOD frequency,24,0,0.9996426599096905,0.9883565470005335,0.4305555555555556,0.014284609816968441,1.6703264918760397e-05
exact,29,wavenumber 12,OOD frequency,25,0,0.9991616364855802,0.9790873015873016,0.4166666666666667,0.021989760920405388,1.4992200704000425e-05
exact,29,wavenumber 12,OOD frequency,26,0,0.9994797228839781,0.9835585419131312,0.5138888888888888,0.013853577896952629,1.3969461178930942e-05
exact,29,wavenumber 12,OOD frequency,27,0,0.9991827333853412,0.9734454779062618,0.375,0.02413853257894516,1.4903945157129783e-05
exact,29,wavenumber 12,OOD frequency,28,0,0.9998015036101532,0.9956146834195616,0.5694444444444444,0.013253366574645042,1.3107326594763435e-05
exact,29,wavenumber 12,OOD frequency,29,0,0.9995782726045883,0.9882729310384835,0.5,0.021612638607621193,1.3496174688043538e-05
exact,29,wavenumber 12,OOD frequency,30,0,0.9998267198059262,0.9949290060851925,0.4027777777777778,0.004368029534816742,1.4219514923752286e-05
exact,29,wavenumber 12,OOD frequency,31,0,0.9997726017607121,0.9930564057048418,0.4305555555555556,0.022097544744610786,1.330632312601665e-05
exact,29,wavenumber 12,OOD frequency,32,0,0.9994273070415203,0.9849340362614514,0.5416666666666666,0.01522800698876381,1.3054221199126914e-05
exact,29,wavenumber 12,OOD frequency,33,0,0.9996530372584604,0.9920646151993255,0.5277777777777778,0.01571030355989933,1.258322208741447e-05
exact,29,wavenumber 12,OOD frequency,34,0,0.9987714213709677,0.9640780249946761,0.4444444444444444,0.02750122733414173,1.4298879250418395e-05
exact,29,wavenumber 12,OOD frequency,35,0,0.9992355441396814,0.9805153791752449,0.4583333333333333,0.0191750880330801,1.3021273844060488e-05
identity,29,wavenumber 12,OOD frequency,36,8,0.9995195900501762,0.9880708247980727,0.5277777777777778,0.006456301081925631,2.030125141143799
identity,29,wavenumber 12,OOD frequency,37,8,0.9994652406417113,0.988010792552315,0.4722222222222222,0.01929898001253605,2.270364999771118
identity,29,wavenumber 12,OOD frequency,38,8,0.9994355317884729,0.9846013174770185,0.4722222222222222,0.012321621179580688,2.087327241897583
identity,29,wavenumber 12,OOD frequency,39,8,0.9988806455811532,0.967383434032553,0.5416666666666666,0.014112581498920918,2.503347396850586
identity,29,wavenumber 12,OOD frequency,40,8,0.9994918699186992,0.9886650827722256,0.5555555555555556,0.039255447685718536,1.2232778072357178
identity,29,wavenumber 12,OOD frequency,41,8,0.9996824532752676,0.984791179049552,0.3055555555555556,0.004516862332820892,0.3653036952018738
identity,29,wavenumber 12,OOD frequency,42,8,0.9989574241101736,0.9781546943436608,0.5833333333333334,0.004168577026575804,1.097906231880188
identity,29,wavenumber 12,OOD frequency,43,8,0.9994511050122779,0.9882086167800453,0.4861111111111111,0.0020408849231898785,2.5096287727355957
identity,29,wavenumber 12,OOD frequency,44,8,0.9997188484030589,0.9931827431827432,0.5,0.005911265034228563,2.0528531074523926
identity,29,wavenumber 12,OOD frequency,45,8,0.9996426599096905,0.9898539800558124,0.4305555555555556,0.014550059102475643,2.332531690597534
identity,29,wavenumber 12,OOD frequency,46,8,0.9993814664867297,0.9859160264926,0.5,0.0059112547896802425,2.913442850112915
identity,29,wavenumber 12,OOD frequency,47,8,0.9993066589628774,0.9776508810746274,0.4861111111111111,0.01591440849006176,2.4365832805633545
graph-small,29,wavenumber 12,OOD frequency,36,8,0.9995996583751467,0.9898828414707705,0.5277777777777778,0.006456301081925631,2.021674633026123
graph-small,29,wavenumber 12,OOD frequency,37,8,0.9995246583481877,0.989665251127189,0.4722222222222222,0.019330274313688278,2.296386480331421
graph-small,29,wavenumber 12,OOD frequency,38,8,0.9994355317884729,0.9846983752100116,0.4722222222222222,0.012321621179580688,2.070780038833618
graph-small,29,wavenumber 12,OOD frequency,39,8,0.9988806455811532,0.968950573543389,0.5416666666666666,0.014112581498920918,2.5172243118286133
graph-small,29,wavenumber 12,OOD frequency,40,8,0.9994918699186992,0.9888671029742458,0.5555555555555556,0.039255447685718536,1.223855972290039
graph-small,29,wavenumber 12,OOD frequency,41,8,0.9996824532752676,0.984791179049552,0.3055555555555556,0.004516862332820892,0.35556623339653015
graph-small,29,wavenumber 12,OOD frequency,42,8,0.9989331781592473,0.977760222544605,0.5833333333333334,0.004168577026575804,1.0648435354232788
graph-small,29,wavenumber 12,OOD frequency,43,8,0.9994511050122779,0.9878874793160507,0.4861111111111111,0.0020408849231898785,2.4636390209198
graph-small,29,wavenumber 12,OOD frequency,44,8,0.9996907332433648,0.9926290333267078,0.5,0.005068890750408173,1.9590834379196167
graph-small,29,wavenumber 12,OOD frequency,45,8,0.999610174446935,0.987737791406492,0.4305555555555556,0.014550059102475643,2.3179478645324707
graph-small,29,wavenumber 12,OOD frequency,46,8,0.999465811965812,0.9881301666289412,0.5,0.006800592876970768,2.9149677753448486
graph-small,29,wavenumber 12,OOD frequency,47,8,0.9993933265925177,0.9803771056053633,0.4861111111111111,0.01691439561545849,2.4780385494232178
graph-foundation,29,wavenumber 12,OOD frequency,36,8,0.9996263478168036,0.9907276939369364,0.5277777777777778,0.010407884605228901,1.9660519361495972
graph-foundation,29,wavenumber 12,OOD frequency,37,8,0.9995840760546643,0.9905710482286382,0.4722222222222222,0.020982880145311356,2.252775192260742
graph-foundation,29,wavenumber 12,OOD frequency,38,8,0.9994355317884729,0.9844544845502994,0.4722222222222222,0.012321621179580688,2.1025524139404297
graph-foundation,29,wavenumber 12,OOD frequency,39,8,0.9988546140830405,0.9676250999578534,0.5416666666666666,0.014112581498920918,2.514589548110962
graph-foundation,29,wavenumber 12,OOD frequency,40,8,0.9994410569105691,0.987532544731793,0.5555555555555556,0.039255447685718536,1.2005935907363892
graph-foundation,29,wavenumber 12,OOD frequency,41,8,0.9996824532752676,0.9847911790495523,0.3055555555555556,0.004321281798183918,0.3697066009044647
graph-foundation,29,wavenumber 12,OOD frequency,42,8,0.9989331781592473,0.9778522140048826,0.5833333333333334,0.004168577026575804,1.0790423154830933
graph-foundation,29,wavenumber 12,OOD frequency,43,8,0.9994511050122779,0.9878874793160508,0.4861111111111111,0.0020408849231898785,2.356543779373169
graph-foundation,29,wavenumber 12,OOD frequency,44,8,0.9996345029239766,0.9910858234501645,0.5,0.005911265034228563,1.7010325193405151
graph-foundation,29,wavenumber 12,OOD frequency,45,8,0.9997726017607121,0.9929499552880108,0.4305555555555556,0.010707459412515163,2.2866272926330566
graph-foundation,29,wavenumber 12,OOD frequency,46,8,0.9994095816464238,0.9868419524185258,0.5,0.006800592876970768,2.9037585258483887
graph-foundation,29,wavenumber 12,OOD frequency,47,8,0.9993355481727575,0.9790114252923144,0.4861111111111111,0.01691439561545849,2.4953601360321045
A-equivariant,29,wavenumber 12,OOD frequency,36,8,0.9994395217252054,0.9853095646500405,0.5277777777777778,0.012802491895854473,0.22539205849170685
A-equivariant,29,wavenumber 12,OOD frequency,37,8,0.999435531788473,0.9880162974280622,0.4722222222222222,0.01929898001253605,0.0797143504023552
A-equivariant,29,wavenumber 12,OOD frequency,38,8,0.9993166963755199,0.9824246855604988,0.4722222222222222,0.008932539261877537,0.021892597898840904
A-equivariant,29,wavenumber 12,OOD frequency,39,8,0.9983860471170116,0.9501032157216891,0.5416666666666666,0.01702592894434929,0.2485893964767456
A-equivariant,29,wavenumber 12,OOD frequency,40,8,0.999390243902439,0.9865030880773362,0.5555555555555556,0.03834693506360054,0.06493658572435379
A-equivariant,29,wavenumber 12,OOD frequency,41,8,0.9995463618218109,0.9801615494199226,0.3055555555555556,0.010427886620163918,0.00015067285858094692
A-equivariant,29,wavenumber 12,OOD frequency,42,8,0.9988361943555426,0.9754877891925366,0.5833333333333334,0.009593479335308075,0.229259192943573
A-equivariant,29,wavenumber 12,OOD frequency,43,8,0.9991622129134767,0.9836913380817321,0.4861111111111111,0.005629774648696184,0.39810746908187866
A-equivariant,29,wavenumber 12,OOD frequency,44,8,0.9996345029239766,0.9914772727272728,0.5,0.007060104049742222,0.05140213668346405
A-equivariant,29,wavenumber 12,OOD frequency,45,8,0.9994477471331579,0.9834657753593218,0.4305555555555556,0.01680532842874527,0.23543232679367065
A-equivariant,29,wavenumber 12,OOD frequency,46,8,0.9995501574448943,0.9891394005004939,0.5,0.007096396759152412,0.0005424999981187284
A-equivariant,29,wavenumber 12,OOD frequency,47,8,0.9992777697529973,0.9762223096460559,0.4861111111111111,0.015685776248574257,0.02455301024019718
analytic-Chebyshev,29,wavenumber 12,OOD frequency,36,8,0.9995729689334899,0.988856734768316,0.5277777777777778,0.010407884605228901,0.019343214109539986
analytic-Chebyshev,29,wavenumber 12,OOD frequency,37,8,0.999435531788473,0.9880162974280622,0.4722222222222222,0.01929898001253605,0.009656194597482681
analytic-Chebyshev,29,wavenumber 12,OOD frequency,38,8,0.9993166963755199,0.9824246855604988,0.4722222222222222,0.008932539261877537,0.016911029815673828
analytic-Chebyshev,29,wavenumber 12,OOD frequency,39,8,0.9983860471170116,0.9594925229429317,0.5416666666666666,0.007998618297278881,0.013871877454221249
analytic-Chebyshev,29,wavenumber 12,OOD frequency,40,8,0.999390243902439,0.9865030880773364,0.5555555555555556,0.03834693506360054,0.011149229481816292
analytic-Chebyshev,29,wavenumber 12,OOD frequency,41,8,0.9995463618218109,0.9801615494199226,0.3055555555555556,0.010427886620163918,0.017130497843027115
analytic-Chebyshev,29,wavenumber 12,OOD frequency,42,8,0.9991513917175832,0.9816741193752361,0.5833333333333334,0.004579768516123295,0.013424440287053585
analytic-Chebyshev,29,wavenumber 12,OOD frequency,43,8,0.9992777697529973,0.9855246340960627,0.4861111111111111,0.005258975084871054,0.011216089129447937
analytic-Chebyshev,29,wavenumber 12,OOD frequency,44,8,0.9996345029239766,0.9914772727272728,0.5,0.007060104049742222,0.008610286749899387
analytic-Chebyshev,29,wavenumber 12,OOD frequency,45,8,0.9995776889841795,0.9874124307592049,0.4305555555555556,0.01746271923184395,0.006055398844182491
analytic-Chebyshev,29,wavenumber 12,OOD frequency,46,8,0.9995501574448943,0.989139400500494,0.5,0.007096396759152412,0.006402959115803242
analytic-Chebyshev,29,wavenumber 12,OOD frequency,47,8,0.9992777697529973,0.9762223096460559,0.4861111111111111,0.015685776248574257,0.009417915716767311
exact,29,wavenumber 12,OOD frequency,36,0,0.9995729689334899,0.988856734768316,0.5277777777777778,0.010407884605228901,1.2859361049777362e-05
exact,29,wavenumber 12,OOD frequency,37,0,0.999435531788473,0.9880162974280622,0.4722222222222222,0.01929898001253605,1.5409870684379712e-05
exact,29,wavenumber 12,OOD frequency,38,0,0.9993166963755199,0.9824246855604988,0.4722222222222222,0.008932539261877537,1.5443160009454004e-05
exact,29,wavenumber 12,OOD frequency,39,0,0.9983860471170116,0.9594925229429317,0.5416666666666666,0.007998618297278881,1.3943777958047576e-05
exact,29,wavenumber 12,OOD frequency,40,0,0.999390243902439,0.9865030880773362,0.5555555555555556,0.03834693506360054,1.2777674783137627e-05
exact,29,wavenumber 12,OOD frequency,41,0,0.9995463618218109,0.9801615494199226,0.3055555555555556,0.010427886620163918,1.5628123946953565e-05
exact,29,wavenumber 12,OOD frequency,42,0,0.9991513917175832,0.9816741193752362,0.5833333333333334,0.004579768516123295,1.2845538549299818e-05
exact,29,wavenumber 12,OOD frequency,43,0,0.9992777697529972,0.9855246340960626,0.4861111111111111,0.005258975084871054,1.294937374041183e-05
exact,29,wavenumber 12,OOD frequency,44,0,0.9996345029239766,0.9914772727272728,0.5,0.007060104049742222,1.3579921869677491e-05
exact,29,wavenumber 12,OOD frequency,45,0,0.9995776889841795,0.9874124307592049,0.4305555555555556,0.01746271923184395,1.4175117030390538e-05
exact,29,wavenumber 12,OOD frequency,46,0,0.9995501574448943,0.9891394005004939,0.5,0.007096396759152412,1.4050459867576137e-05
exact,29,wavenumber 12,OOD frequency,47,0,0.9992777697529973,0.9762223096460559,0.4861111111111111,0.015685776248574257,1.4292251762526575e-05
identity,29,mirrored kites,lsmlab-inspired,0,8,0.9971096038230306,0.9244852404045326,0.3611111111111111,0.024279294535517693,0.8477471470832825
identity,29,mirrored kites,lsmlab-inspired,1,8,0.9971562241996147,0.9157399591465484,0.4583333333333333,0.00526045635342598,1.55681574344635
identity,29,mirrored kites,lsmlab-inspired,2,8,0.9982319660537482,0.8921281099852527,0.19444444444444445,0.01369532197713852,0.32796478271484375
identity,29,mirrored kites,lsmlab-inspired,3,8,0.9976666666666667,0.9382024530932807,0.3333333333333333,0.031156012788414955,1.099819302558899
identity,29,mirrored kites,lsmlab-inspired,4,8,0.9982717989002357,0.9216793245740614,0.2638888888888889,0.008176629431545734,0.6087978482246399
identity,29,mirrored kites,lsmlab-inspired,5,8,0.9992668237758576,0.9662053207006835,0.2638888888888889,0.025655902922153473,0.537192702293396
identity,29,mirrored kites,lsmlab-inspired,6,8,0.9954057679409792,0.8663384607916763,0.4166666666666667,0.027504852041602135,1.4595293998718262
identity,29,mirrored kites,lsmlab-inspired,7,8,0.9960692590065946,0.8980884364616337,0.4305555555555556,0.015008600428700447,1.1070770025253296
identity,29,mirrored kites,lsmlab-inspired,8,8,0.9963066551921973,0.8839523348304013,0.3888888888888889,0.003721994813531637,0.9705770611763
