model,seed,scenario,category,task,depth,auc,average_precision,iou_top7,centroid_error,relative_residual
identity,29,mirrored kites,lsmlab-inspired,9,8,0.9962762762762764,0.8981240498960468,0.3472222222222222,0.01221506018191576,1.17403244972229
identity,29,mirrored kites,lsmlab-inspired,10,8,0.9983765383608274,0.9278761720075848,0.2638888888888889,0.00985469575971365,0.4561600983142853
identity,29,mirrored kites,lsmlab-inspired,11,8,0.9960492115751169,0.8868354218809831,0.4027777777777778,0.013576015830039978,1.1752474308013916
graph-small,29,mirrored kites,lsmlab-inspired,0,8,0.9971866810544165,0.9272271900980542,0.3611111111111111,0.022232862189412117,0.8514232635498047
graph-small,29,mirrored kites,lsmlab-inspired,1,8,0.997370271840504,0.9209274316773962,0.4583333333333333,0.00526045635342598,1.5769740343093872
graph-small,29,mirrored kites,lsmlab-inspired,2,8,0.9983026874115983,0.8967068645640074,0.19444444444444445,0.01369532197713852,0.314811110496521
graph-small,29,mirrored kites,lsmlab-inspired,3,8,0.9974999999999999,0.9333676417147256,0.3333333333333333,0.031156012788414955,1.0794991254806519
graph-small,29,mirrored kites,lsmlab-inspired,4,8,0.9982717989002357,0.9216793245740614,0.2638888888888889,0.008176629431545734,0.6133317947387695
graph-small,29,mirrored kites,lsmlab-inspired,5,8,0.9993191935061535,0.9680775903075072,0.2638888888888889,0.025655902922153473,0.5372055768966675
graph-small,29,mirrored kites,lsmlab-inspired,6,8,0.9955063715627096,0.874477273861893,0.4166666666666667,0.030191054567694664,1.4510670900344849
graph-small,29,mirrored kites,lsmlab-inspired,7,8,0.9962316863203716,0.8965466651462565,0.4305555555555556,0.012611581943929195,1.0688179731369019
graph-small,29,mirrored kites,lsmlab-inspired,8,8,0.9964500860585198,0.8868365843156361,0.3888888888888889,0.003721994813531637,0.9828124046325684
graph-small,29,mirrored kites,lsmlab-inspired,9,8,0.9958358358358358,0.8864471842600796,0.3472222222222222,0.02264600247144699,1.1654167175292969
graph-small,29,mirrored kites,lsmlab-inspired,10,8,0.9983765383608275,0.9278761720075852,0.2638888888888889,0.00985469575971365,0.4780672490596771
graph-small,29,mirrored kites,lsmlab-inspired,11,8,0.9964650840408942,0.8973732258671122,0.4027777777777778,0.013576015830039978,1.1824344396591187
graph-foundation,29,mirrored kites,lsmlab-inspired,0,8,0.9970325265916448,0.9212533055069969,0.3611111111111111,0.024279294535517693,0.7924610376358032
graph-foundation,29,mirrored kites,lsmlab-inspired,1,8,0.9974008500749166,0.9223162962527172,0.4583333333333333,0.00526045635342598,1.535341501235962
graph-foundation,29,mirrored kites,lsmlab-inspired,2,8,0.9982319660537482,0.8921281099852527,0.19444444444444445,0.01369532197713852,0.30142682790756226
graph-foundation,29,mirrored kites,lsmlab-inspired,3,8,0.997875,0.9365505120850961,0.3333333333333333,0.031156012788414955,1.1081056594848633
graph-foundation,29,mirrored kites,lsmlab-inspired,4,8,0.9983241686305315,0.9247495000126579,0.2638888888888889,0.008176629431545734,0.5461775660514832
graph-foundation,29,mirrored kites,lsmlab-inspired,5,8,0.9993191935061535,0.9680775903075072,0.2638888888888889,0.025655902922153473,0.5341407656669617
graph-foundation,29,mirrored kites,lsmlab-inspired,6,8,0.9950368879946344,0.8629524165136242,0.4166666666666667,0.030191054567694664,1.4318097829818726
graph-foundation,29,mirrored kites,lsmlab-inspired,7,8,0.9963941136341486,0.9047144452503448,0.4305555555555556,0.010704097338020802,1.079656720161438
graph-foundation,29,mirrored kites,lsmlab-inspired,8,8,0.996342512908778,0.8849916394411345,0.3888888888888889,0.003721994813531637,0.9540857672691345
graph-foundation,29,mirrored kites,lsmlab-inspired,9,8,0.9960760760760761,0.8908160389106164,0.3472222222222222,0.02151399292051792,1.1502755880355835
graph-foundation,29,mirrored kites,lsmlab-inspired,10,8,0.9983765383608275,0.9278761720075852,0.2638888888888889,0.00985469575971365,0.45811861753463745
graph-foundation,29,mirrored kites,lsmlab-inspired,11,8,0.9965343961185237,0.8990737788351459,0.4027777777777778,0.012409994378685951,1.1760516166687012
A-equivariant,29,mirrored kites,lsmlab-inspired,0,8,0.9972252196701095,0.927896727025984,0.3611111111111111,0.014937753789126873,0.03728655353188515
A-equivariant,29,mirrored kites,lsmlab-inspired,1,8,0.9974008500749166,0.9251776719970872,0.4583333333333333,0.00526045635342598,0.2702421545982361
A-equivariant,29,mirrored kites,lsmlab-inspired,2,8,0.9982319660537482,0.8931354359925788,0.19444444444444445,0.012982634827494621,0.028301913291215897
A-equivariant,29,mirrored kites,lsmlab-inspired,3,8,0.996,0.8803985554286685,0.3333333333333333,0.024935519322752953,0.2596096992492676
A-equivariant,29,mirrored kites,lsmlab-inspired,4,8,0.9972244042943179,0.894777611246202,0.2638888888888889,0.010562374256551266,0.3739326298236847
A-equivariant,29,mirrored kites,lsmlab-inspired,5,8,0.9993715632364494,0.9708295682916833,0.2638888888888889,0.029040535911917686,0.06362062692642212
A-equivariant,29,mirrored kites,lsmlab-inspired,6,8,0.9954057679409792,0.8749585599129648,0.4166666666666667,0.027504852041602135,0.010748540982604027
A-equivariant,29,mirrored kites,lsmlab-inspired,7,8,0.9962966572458825,0.9013557618781818,0.4305555555555556,0.010704097338020802,0.21742850542068481
A-equivariant,29,mirrored kites,lsmlab-inspired,8,8,0.996521801491681,0.8912408239683229,0.3888888888888889,0.008154000155627728,0.01413413044065237
A-equivariant,29,mirrored kites,lsmlab-inspired,9,8,0.9961961961961961,0.8945638701712995,0.3472222222222222,0.007682049181312323,0.03502606600522995
A-equivariant,29,mirrored kites,lsmlab-inspired,10,8,0.9983765383608274,0.9296292235004147,0.2638888888888889,0.0026811212301254272,0.00934080220758915
A-equivariant,29,mirrored kites,lsmlab-inspired,11,8,0.9962224917691909,0.889746496675605,0.4027777777777778,0.013576015830039978,0.02544509246945381
analytic-Chebyshev,29,mirrored kites,lsmlab-inspired,0,8,0.9972252196701095,0.927896727025984,0.3611111111111111,0.014937753789126873,0.029468800872564316
analytic-Chebyshev,29,mirrored kites,lsmlab-inspired,1,8,0.9974314283093294,0.9264227497971889,0.4583333333333333,0.00526045635342598,0.00910533033311367
analytic-Chebyshev,29,mirrored kites,lsmlab-inspired,2,8,0.9982319660537482,0.8931354359925788,0.19444444444444445,0.012982634827494621,0.003682886715978384
analytic-Chebyshev,29,mirrored kites,lsmlab-inspired,3,8,0.9981666666666666,0.9479442905560804,0.3333333333333333,0.031156012788414955,0.008386179804801941
analytic-Chebyshev,29,mirrored kites,lsmlab-inspired,4,8,0.9985336475517151,0.9296041487117002,0.2638888888888889,0.0063267904333770275,0.005351158790290356
analytic-Chebyshev,29,mirrored kites,lsmlab-inspired,5,8,0.9993715632364494,0.970829568291683,0.2638888888888889,0.029040535911917686,0.08505474030971527
analytic-Chebyshev,29,mirrored kites,lsmlab-inspired,6,8,0.9954057679409792,0.8749585599129648,0.4166666666666667,0.027504852041602135,0.002212873660027981
analytic-Chebyshev,29,mirrored kites,lsmlab-inspired,7,8,0.9963291427086379,0.9024847941362465,0.4305555555555556,0.010704097338020802,0.015706049278378487
analytic-Chebyshev,29,mirrored kites,lsmlab-inspired,8,8,0.996521801491681,0.8912408239683229,0.3888888888888889,0.008154000155627728,0.0033961941953748465
analytic-Chebyshev,29,mirrored kites,lsmlab-inspired,9,8,0.9961961961961961,0.8945638701712995,0.3472222222222222,0.007682049181312323,0.06175466626882553
analytic-Chebyshev,29,mirrored kites,lsmlab-inspired,10,8,0.9983765383608274,0.9296292235004147,0.2638888888888889,0.0026811212301254272,0.0031018764711916447
analytic-Chebyshev,29,mirrored kites,lsmlab-inspired,11,8,0.9961878357303761,0.8890623149569405,0.4027777777777778,0.013576015830039978,0.020847365260124207
exact,29,mirrored kites,lsmlab-inspired,0,0,0.9972637582858024,0.9290668531961102,0.3611111111111111,0.014937753789126873,2.425459388177842e-05
exact,29,mirrored kites,lsmlab-inspired,1,0,0.9974314283093294,0.9264227497971886,0.4583333333333333,0.00526045635342598,2.3309565222007222e-05
exact,29,mirrored kites,lsmlab-inspired,2,0,0.9982319660537482,0.8931354359925787,0.19444444444444445,0.012982634827494621,2.8831611416535452e-05
exact,29,mirrored kites,lsmlab-inspired,3,0,0.9981666666666666,0.9479442905560804,0.3333333333333333,0.031156012788414955,2.3775850422680378e-05
exact,29,mirrored kites,lsmlab-inspired,4,0,0.9985336475517151,0.9296041487117002,0.2638888888888889,0.0063267904333770275,2.153526475012768e-05
exact,29,mirrored kites,lsmlab-inspired,5,0,0.9993715632364494,0.9708295682916833,0.2638888888888889,0.029040535911917686,2.7748994398280047e-05
exact,29,mirrored kites,lsmlab-inspired,6,0,0.9954057679409792,0.8749585599129648,0.4166666666666667,0.027504852041602135,2.2644730051979423e-05
exact,29,mirrored kites,lsmlab-inspired,7,0,0.9962966572458825,0.9013557618781818,0.4305555555555556,0.010704097338020802,2.1506339180632494e-05
exact,29,mirrored kites,lsmlab-inspired,8,0,0.996521801491681,0.8912408239683229,0.3888888888888889,0.008154000155627728,2.037768717855215e-05
exact,29,mirrored kites,lsmlab-inspired,9,0,0.9961961961961961,0.8945638701712995,0.3472222222222222,0.007682049181312323,2.4116608983604237e-05
exact,29,mirrored kites,lsmlab-inspired,10,0,0.9983765383608274,0.9296292235004147,0.2638888888888889,0.0026811212301254272,2.307319846295286e-05
exact,29,mirrored kites,lsmlab-inspired,11,0,0.9961878357303761,0.8890623149569405,0.4027777777777778,0.013576015830039978,2.3483220502384938e-05
identity,29,mirrored kites,lsmlab-inspired,12,8,0.9989526053940823,0.9435096192600567,0.2638888888888889,0.021962808445096016,0.5618612170219421
identity,29,mirrored kites,lsmlab-inspired,13,8,0.9954947149540807,0.863548909916541,0.4027777777777778,0.019901691004633904,1.3034883737564087
identity,29,mirrored kites,lsmlab-inspired,14,8,0.9975853486385081,0.9339182152365844,0.375,0.024124329909682274,0.9661344289779663
identity,29,mirrored kites,lsmlab-inspired,15,8,0.997955293709929,0.9302240335775797,0.4027777777777778,0.012964234687387943,1.4106926918029785
identity,29,mirrored kites,lsmlab-inspired,16,8,0.998860561173622,0.9539871143082144,0.2916666666666667,0.00684510450810194,0.6450992226600647
identity,29,mirrored kites,lsmlab-inspired,17,8,0.9983383183781988,0.9324169133147785,0.2916666666666667,0.006415752228349447,0.7023854851722717
identity,29,mirrored kites,lsmlab-inspired,18,8,0.9959798994974874,0.8731479521393581,0.4027777777777778,0.006167473737150431,1.2715249061584473
identity,29,mirrored kites,lsmlab-inspired,19,8,0.9978859816322995,0.9410571993975211,0.4027777777777778,0.007534750271588564,1.3890621662139893
identity,29,mirrored kites,lsmlab-inspired,20,8,0.9988478659334904,0.9488506267388457,0.2638888888888889,0.010773585177958012,0.5288227200508118
identity,29,mirrored kites,lsmlab-inspired,21,8,0.9942500730922912,0.8468705723359006,0.4305555555555556,0.017405051738023758,1.3770508766174316
identity,29,mirrored kites,lsmlab-inspired,22,8,0.9987977369165488,0.8901396222824793,0.19444444444444445,0.01915683224797249,0.26555970311164856
identity,29,mirrored kites,lsmlab-inspired,23,8,0.9969583333333333,0.9223865858376727,0.3333333333333333,0.03494943305850029,1.0761245489120483
graph-small,29,mirrored kites,lsmlab-inspired,12,8,0.9989526053940823,0.9435096192600567,0.2638888888888889,0.021962808445096016,0.5392452478408813
graph-small,29,mirrored kites,lsmlab-inspired,13,8,0.9954947149540807,0.8627660876796908,0.4027777777777778,0.023562274873256683,1.3033696413040161
graph-small,29,mirrored kites,lsmlab-inspired,14,8,0.9976596456034771,0.931427837654891,0.375,0.0262299831956625,0.9624893069267273
graph-small,29,mirrored kites,lsmlab-inspired,15,8,0.9979899497487437,0.933970284115431,0.4027777777777778,0.01380106620490551,1.4253334999084473
graph-small,29,mirrored kites,lsmlab-inspired,16,8,0.9989080377913877,0.9567882347563936,0.2916666666666667,0.00684510450810194,0.6789301037788391
graph-small,29,mirrored kites,lsmlab-inspired,17,8,0.9984332716137302,0.9357201220755967,0.2916666666666667,0.011433337815105915,0.7188818454742432
graph-small,29,mirrored kites,lsmlab-inspired,18,8,0.9961531796915613,0.8781921146063881,0.4027777777777778,0.006359861698001623,1.2534347772598267
graph-small,29,mirrored kites,lsmlab-inspired,19,8,0.9978859816322995,0.9409628294561198,0.4027777777777778,0.007394701708108187,1.3862093687057495
graph-small,29,mirrored kites,lsmlab-inspired,20,8,0.9988478659334904,0.9488506267388455,0.2638888888888889,0.010773585177958012,0.49656999111175537
graph-small,29,mirrored kites,lsmlab-inspired,21,8,0.994152616704025,0.843191909167174,0.4305555555555556,0.017405051738023758,1.3891901969909668
graph-small,29,mirrored kites,lsmlab-inspired,22,8,0.9987977369165488,0.8901396222824793,0.19444444444444445,0.01915683224797249,0.26034191250801086
graph-small,29,mirrored kites,lsmlab-inspired,23,8,0.9965833333333333,0.9120513335043303,0.3333333333333333,0.03141876682639122,1.0810672044754028
graph-foundation,29,mirrored kites,lsmlab-inspired,12,8,0.9989526053940823,0.9435096192600567,0.2638888888888889,0.021962808445096016,0.5237081050872803
graph-foundation,29,mirrored kites,lsmlab-inspired,13,8,0.9955293709928955,0.864286509031422,0.4027777777777778,0.011744008399546146,1.275172233581543
graph-foundation,29,mirrored kites,lsmlab-inspired,14,8,0.9974367547085701,0.9303050198979861,0.375,0.027582773938775063,0.9473714828491211
graph-foundation,29,mirrored kites,lsmlab-inspired,15,8,0.9979899497487438,0.9356277245550477,0.4027777777777778,0.016694707795977592,1.3745994567871094
graph-foundation,29,mirrored kites,lsmlab-inspired,16,8,0.9989555144091534,0.9580197618499895,0.2916666666666667,0.00684510450810194,0.6146292686462402
graph-foundation,29,mirrored kites,lsmlab-inspired,17,8,0.9984332716137302,0.9354450838306336,0.2916666666666667,0.006415752228349447,0.7083496451377869
graph-foundation,29,mirrored kites,lsmlab-inspired,18,8,0.9960145555363021,0.8753780060423559,0.4027777777777778,0.007087227422744036,1.2240095138549805
graph-foundation,29,mirrored kites,lsmlab-inspired,19,8,0.9978859816322994,0.9423360466195732,0.4027777777777778,0.007534750271588564,1.350172519683838
graph-foundation,29,mirrored kites,lsmlab-inspired,20,8,0.9988478659334904,0.9488506267388457,0.2638888888888889,0.010773585177958012,0.4772091507911682
graph-foundation,29,mirrored kites,lsmlab-inspired,21,8,0.9942825585550467,0.8446582106865175,0.4305555555555556,0.019814489409327507,1.3867875337600708
graph-foundation,29,mirrored kites,lsmlab-inspired,22,8,0.9987977369165488,0.8901396222824794,0.19444444444444445,0.009907511062920094,0.24590568244457245
graph-foundation,29,mirrored kites,lsmlab-inspired,23,8,0.9971249999999999,0.9249366471734893,0.3333333333333333,0.03500084578990936,1.0703274011611938
A-equivariant,29,mirrored kites,lsmlab-inspired,12,8,0.9987431264728986,0.9370683954275285,0.2638888888888889,0.020053599029779434,0.060621801763772964
A-equivariant,29,mirrored kites,lsmlab-inspired,13,8,0.9954254028764512,0.861879890909311,0.4027777777777778,0.014732255600392818,0.00589729705825448
A-equivariant,29,mirrored kites,lsmlab-inspired,14,8,0.9978453880158995,0.93681382875598,0.375,0.020667316392064095,0.07387623190879822
A-equivariant,29,mirrored kites,lsmlab-inspired,15,8,0.9978513255934847,0.9314942483114159,0.4027777777777778,0.013214015401899815,0.19416259229183197
A-equivariant,29,mirrored kites,lsmlab-inspired,16,8,0.998860561173622,0.9532533676238526,0.2916666666666667,0.0053730979561805725,0.24222105741500854
A-equivariant,29,mirrored kites,lsmlab-inspired,17,8,0.9982908417604329,0.9295545243400498,0.2916666666666667,0.003391809528693557,0.012828590348362923
A-equivariant,29,mirrored kites,lsmlab-inspired,18,8,0.9960492115751169,0.8784736129203409,0.4027777777777778,0.006167473737150431,0.008779614232480526
A-equivariant,29,mirrored kites,lsmlab-inspired,19,8,0.9976780453994109,0.9371508613824953,0.4027777777777778,0.002772936364635825,0.019401391968131065
A-equivariant,29,mirrored kites,lsmlab-inspired,20,8,0.9987954962031945,0.9455193791416702,0.2638888888888889,0.010773585177958012,0.026384349912405014
A-equivariant,29,mirrored kites,lsmlab-inspired,21,8,0.993925218464737,0.8381656326665898,0.4305555555555556,0.017405051738023758,0.1421411633491516
A-equivariant,29,mirrored kites,lsmlab-inspired,22,8,0.9987977369165488,0.8901396222824794,0.19444444444444445,0.004967500455677509,0.01913704164326191
A-equivariant,29,mirrored kites,lsmlab-inspired,23,8,0.9969583333333333,0.9238463316899344,0.3333333333333333,0.03149225935339928,0.03051452897489071
analytic-Chebyshev,29,mirrored kites,lsmlab-inspired,12,8,0.9987431264728986,0.9370683954275285,0.2638888888888889,0.020053599029779434,0.002387299435213208
analytic-Chebyshev,29,mirrored kites,lsmlab-inspired,13,8,0.9953907468376365,0.8613643679398988,0.4027777777777778,0.016787024214863777,0.008504107594490051
analytic-Chebyshev,29,mirrored kites,lsmlab-inspired,14,8,0.9978453880158995,0.93681382875598,0.375,0.020667316392064095,0.009149097837507725
