name,factor,rank,N,bs,L,final_train_error,final_test_error,min_loss,epochs_run,output_even_defect,last_layer_active_even_mean,mean_layer_active_even,mean_minima,mirror_distance_p20,mirror_mismatch_best20,mirror_corr_best20
rank10_f2_N512_bs4_L3,2,10,512,4,3,0.0005499189037587726,0.0005523800500668585,0.0005406386847823796,605,3.5368466342333704e-05,0.002224364783614874,1.0832547276901703,0.5333333333333333,0.017331264913082123,0.7507215977630812,0.2560316425828535
rank10_f2_N512_bs2_L4,2,10,512,2,4,0.0005516089357491261,0.0005535591044463217,0.0005444892893662345,729,8.588996570324525e-05,0.0001077220294973813,0.7799426220935857,0.875,0.01708667352795601,0.8832753232070869,0.11815203379918734
rank10_f2_N512_bs4_L2,2,10,512,4,2,0.0007830083183932857,0.0007853745482861996,0.0007824421213911137,644,6.341411790344864e-05,0.04505148157477379,1.0479104053229094,0.7,0.015865826234221458,0.8007403208307701,0.20271072320170583
rank10_f2_N512_bs16_L3,2,10,512,16,3,0.0009592327633072273,0.0009609145345166326,0.0009589807696102071,1022,0.00021306914277374744,0.000640994287095964,0.7383343274317061,0.5,0.017331264913082123,0.7807390070494971,0.22574947523520597
rank10_f2_N512_bs8_L3,2,10,512,8,3,0.0009921044565999182,0.0009942976757884026,0.000991381744370301,729,0.00011531321069924161,0.0006133342394605279,0.41757452693612623,0.3666666666666667,0.017331264913082123,0.7696279627704319,0.23761283149650614
rank10_f2_N512_bs8_L4,2,10,512,8,4,0.0010512266551359062,0.0010529359569773078,0.001048710034638134,863,0.00018866363097913563,0.000130702494061552,0.9196930457219423,0.45,0.01708667352795601,0.8952262938079769,0.10645985953779064
rank10_f2_N512_bs8_L2,2,10,512,8,2,0.001240403081965269,0.00124457071069628,0.0012394347106692294,662,6.131091504357755e-05,0.12302781641483307,1.363342173397541,0.44999999999999996,0.015865826234221458,0.830831783602179,0.1723117228549862
rank10_f2_N512_bs1_L1,2,10,512,1,1,0.0017647292708024166,0.0017701316392049193,0.00174582729006772,507,0.00028176046907901764,3.5700650215148926,3.5700650215148926,0.0,0.0184760931879282,0.8465415959824083,0.15488187340082132
rank10_f2_N256_bs2_L2,2,10,256,2,2,0.002104741960401668,0.0018406606977805495,0.001994614420699925,581,7.193895726231858e-05,0.02182268165051937,1.745693321339786,0.4,0.015865826234221458,0.8538134643650197,0.1500560858888393
rank10_f2_N512_bs1_L3,2,10,512,1,3,0.0018964302255465026,0.001881742151454091,0.0018820627195403703,1321,0.0015107705257833004,0.003751821117475629,0.299315877025947,1.6000000000000003,0.017331264913082123,0.8169465812212949,0.1898526852748357
rank10_f2_N256_bs1_L2,2,10,256,1,2,0.0026592321969972363,0.002361816121265292,0.0024749983469197767,442,0.00013405215577222407,0.08317997306585312,1.1606950871646404,0.9500000000000001,0.015865826234221458,0.9867363346077288,0.011152788074554287
rank10_f2_N256_bs2_L3,2,10,256,2,3,0.003203427563846617,0.0029895592015236616,0.003144778698811024,592,0.0005775731988251209,0.0009056641720235348,0.5238948717402915,0.3666666666666667,0.017331264913082123,0.8004273726503385,0.20577067575834537
rank10_f2_N256_bs4_L2,2,10,256,4,2,0.0033485729900348815,0.003124634036794305,0.003344750813084829,623,0.00099544960539788,0.10888966172933578,1.6617261581122875,0.7000000000000001,0.015865826234221458,0.8848040106697005,0.11759916198060205
rank10_f2_N512_bs16_L2,2,10,512,16,2,0.0033426716399844736,0.0033454932272434235,0.0033420799063605955,1181,0.000504013616591692,0.02773706056177616,0.5094139175489545,1.0,0.015865826234221458,0.8294586701482423,0.17360663341140325
rank10_f2_N128_bs1_L2,2,10,128,1,2,0.004560883842860436,0.003347917692735791,0.004386223302870834,746,0.0004611968470271677,0.02234673872590065,1.5256470460444689,0.39999999999999997,0.015865826234221458,0.908028939939421,0.09291316602179214
rank10_f2_N256_bs1_L1,2,10,256,1,1,0.00542437066438152,0.005110275000333786,0.005377702061602693,583,0.0003059805021621287,0.004059231374412775,0.004059231374412775,0.1,0.0184760931879282,0.6979796005601373,0.30524199608932284
rank10_f2_N512_bs2_L1,2,10,512,2,1,0.006331985378647875,0.006346828304231167,0.006078080932733543,639,0.0033562786411494017,3.0919013023376465,3.0919013023376465,0.0,0.0184760931879282,0.9983031391909549,0.0028583863095938285
rank10_f2_N256_bs4_L3,2,10,256,4,3,0.0069293744481910835,0.006688613444566727,0.006923001601535361,679,0.00040485934005118906,0.0013688504695892334,0.7366855641206106,1.5,0.017331264913082123,0.8348831194906614,0.16955644905832395
rank10_f2_N256_bs8_L2,2,10,256,8,2,0.008365556263015606,0.008126645348966122,0.008361454085388687,800,0.0015384850557893515,0.019783848896622658,1.6536942096427083,0.7,0.015865826234221458,0.8310923504829905,0.17255594459258905
rank10_f2_N512_bs4_L1,2,10,512,4,1,0.008236852421703134,0.008250752463936806,0.008164496342487837,680,0.0006956500583328307,4.720916271209717,4.720916271209717,0.2,0.0184760931879282,0.8140805203442316,0.1892801249715137
rank10_f2_N512_bs16_L4,2,10,512,16,4,0.008484021062031388,0.008480784483253956,0.008482220844598487,2622,0.001428066287189722,0.0005044470308348536,0.8093962266284507,0.3,0.01708667352795601,0.9324514159792227,0.06912253538673553
rank10_f2_N256_bs8_L3,2,10,256,8,3,0.00999315415538149,0.009843324311077595,0.009970398787118029,940,0.0006569329416379333,0.001419405685737729,0.6765862564401081,0.3,0.017331264913082123,0.8515862963624415,0.15227213658591235
rank10_f2_N256_bs2_L1,2,10,256,2,1,0.15881455648968767,0.15909793972969055,0.15875100902530903,595,0.0004776596324518323,3.313945770263672,3.313945770263672,0.1,0.0184760931879282,0.9933256538712589,0.0058227277550137735
rank10_f3_N768_bs4_L3,3,10,768,4,3,0.0012535599590843087,0.0013395847054198384,0.0012450773375813167,620,0.0004305736511014402,0.0001242996659129858,0.08288783696480095,0.5333333333333333,0.017331264913082123,0.653966189817135,0.3561523316598069
rank10_f3_N768_bs2_L3,3,10,768,2,3,0.0019521682549935155,0.0020733217243105173,0.001936793329964002,630,0.00031338632106781006,0.00018745884881354868,0.03522560670777845,0.5,0.017331264913082123,0.7028009924116118,0.30582689333627183
rank10_f3_N768_bs8_L3,3,10,768,8,3,0.002371384111484076,0.0024774610064923763,0.002360792007417937,764,0.0002967663458548486,0.0003044513869099319,0.6040958787586229,1.0999999999999999,0.017331264913082123,0.7095762292867913,0.2994988445655705
rank10_f3_N384_bs2_L2,3,10,384,2,2,0.003028678555168677,0.0028716069646179676,0.0029311851025012694,677,0.00021254149032756686,0.506200909614563,1.8405808806419373,0.45,0.015865826234221458,0.9072363517921427,0.09311567741599872
rank10_f3_N768_bs8_L2,3,10,768,8,2,0.003143717946992789,0.0033049953635782003,0.0031295629635981945,2178,0.00033013374195434153,0.010846889577805996,0.9485084596090019,1.0,0.015865826234221458,0.7908576453978751,0.21413873245420592
rank10_f3_N768_bs1_L1,3,10,768,1,1,0.0032848327169499084,0.0034160776995122433,0.003264166338579462,871,0.00045266043161973357,0.0003040354058612138,0.0003040354058612138,0.2,0.0184760931879282,0.5397795716992784,0.46460633394805956
rank10_f3_N768_bs2_L2,3,10,768,2,2,0.0038859851848688973,0.004147941246628761,0.0038130789555656706,460,5.726029849029146e-05,0.005773169919848442,1.7327471291646361,0.65,0.015865826234221458,0.8806186723672232,0.12205029496759952
rank10_f3_N768_bs4_L2,3,10,768,4,2,0.003928756232156161,0.004183465149253607,0.0037322625587800453,589,0.00011602364247664809,0.007298161741346121,1.333351696608588,1.05,0.015865826234221458,0.8305729605490382,0.17274947160020374
rank10_f3_N768_bs1_L2,3,10,768,1,2,0.004156010348369686,0.004416158888489008,0.00401581809116675,478,7.672484935028479e-05,0.004158379044383764,1.8906598694156855,0.75,0.015865826234221458,0.9020496413975457,0.09799159805259852
rank10_f3_N384_bs1_L2,3,10,384,1,2,0.004905173147208539,0.004691611509770155,0.004885637132088593,544,0.0002912575437221676,0.006870782468467951,1.8549776256550103,0.2,0.015865826234221458,0.9717478184215314,0.025739080707662614
