method,network_width,parameter_count,dataset_size,context_size,context_measurements,regime_class,n_tasks,n_seeds,training_seconds,average_precision_mean,average_precision_std,auc_mean,auc_std,iou_top7_mean,iou_top7_std,centroid_error_mean,centroid_error_std,area_matched_iou_mean,area_matched_iou_std,exact_score_correlation_mean,exact_score_correlation_std,relative_score_error_mean,relative_score_error_std,transformed_mean_relative_residual_mean,transformed_mean_relative_residual_std,transformed_covariance_relative_residual_mean,transformed_covariance_relative_residual_std,posterior_std_mean_mean,posterior_std_mean_std,uq_error_correlation_mean,uq_error_correlation_std,numerical_coverage_95_mean,numerical_coverage_95_std,average_precision_ci95,auc_ci95,iou_top7_ci95,centroid_error_ci95,area_matched_iou_ci95,exact_score_correlation_ci95,relative_score_error_ci95,transformed_mean_relative_residual_ci95,transformed_covariance_relative_residual_ci95,posterior_std_mean_ci95,uq_error_correlation_ci95,numerical_coverage_95_ci95,localization_risk_mean,localization_risk_ci95
context-PCG,512,1781764,16384,24,576,All,168,3,164.8355055290158,0.7781717007605738,0.1598721729574993,0.9828226568445831,0.015171479938261472,0.37729477134264516,0.13579863199509262,0.04258930321555535,0.03266370298859286,0.5640491253190107,0.21043302162262736,0.9999346051598663,0.00042201934003959635,0.0008650518149368044,0.0014492779865396314,0.02392616526551479,0.03304898217499135,0.003585710871448048,0.0045435156766093325,0.02781058888649563,0.011588465128466141,-0.012025862016056835,0.17482793033192603,0.9794931354089862,0.09588161068393923,0.024175435615999878,0.002294189974789288,0.020535100160369864,0.004939316417440539,0.03182110977543639,6.381661795856287e-05,0.00021915587938239306,0.004997577289189855,0.0006870580957159786,0.001752376210436385,0.026437004610812297,0.014498956653727068,0.22182829923942615,0.024175435615999878
context-PCG,512,1781764,16384,24,576,ID,48,3,164.8355055290158,0.8720787670875892,0.1612511704262604,0.9910215402793887,0.012839524889514339,0.2990107652706577,0.17719103122789592,0.026867993175983373,0.01874155716631634,0.7205834237820737,0.24860919967375733,0.9998119301302347,0.0007800129781684018,0.0010602223608770739,0.0021886553387952794,0.025863649367238343,0.04120283113984979,0.004798936332917896,0.006540075947234204,0.019162376091117,0.012078416692034343,0.023241645854446217,0.21811388448992763,0.9306707031403979,0.1709267720475822,0.0456182192598444,0.003632322544101722,0.05012763189293242,0.005302017106752695,0.070331948293784,0.00022066694442929497,0.0006191741670182153,0.011656348168483816,0.0018501981582415695,0.0034170037929799435,0.06170477386288479,0.04835546274815884,0.12792123291241075,0.0456182192598444
context-PCG,512,1781764,16384,24,576,OOD,120,3,164.8355055290158,0.7406088742297677,0.14359357853418156,0.9795431034706608,0.014830588953576373,0.4086083737714402,0.10009328531001403,0.04887782723138415,0.03491376369635381,0.5014354059337855,0.15458254017646253,0.9999836751717192,3.37687002146647e-05,0.0007869835965606965,0.0010169495963088635,0.023151171624825367,0.02932867628067891,0.0031004206868601087,0.003353470107091287,0.031269874004647084,0.009413076007852548,-0.026132865164258053,0.15297544637395408,0.9990221083164215,0.004046152794827226,0.025692151078179876,0.0026535290495805003,0.017908961071571083,0.006246864941673324,0.027658325788691738,6.041987089432457e-06,0.00018195536968975142,0.0052475660096935545,0.0006000119330338999,0.0016842129945704287,0.027370780222989263,0.0007239485912342182,0.25939112577023227,0.025692151078179876
context-PCG,512,1781764,16384,32,1024,All,168,3,164.8355055290158,0.7893386862766302,0.160261388127857,0.983188023275083,0.01663376590609605,0.39663343407019236,0.1401682159912582,0.04232007748353113,0.03746964248916625,0.5736181493693847,0.20540263078963378,0.9998061249282173,0.0010793959262011394,0.002111585593497859,0.002570911056796432,0.058831708705318786,0.053612636046150394,0.007509674973594576,0.006130174273481742,0.027514769277158367,0.011250319332256249,0.05746347583791527,0.1976602141606334,0.9404458161443472,0.15533666440403882,0.024234291676549294,0.0025153128857599346,0.021195856779947977,0.005666057530801081,0.03106042774142987,0.0001632233192013053,0.00038876618474790596,0.008107157155375019,0.0009269882977246724,0.0017012427218882156,0.029889640535226046,0.023489588335690818,0.21066131372336983,0.024234291676549294
context-PCG,512,1781764,16384,32,1024,ID,48,3,164.8355055290158,0.8948476694573402,0.11926766114775053,0.9930678618619989,0.007998392028194164,0.32556206515495,0.18230422739770638,0.02633844709392477,0.0202932540772761,0.7396973972365709,0.21901671589124122,0.9994590536321168,0.001985229052058219,0.0027230491385428443,0.0036323795860275132,0.06935696752043437,0.059106000131606246,0.010115192673159325,0.008396039835604649,0.019207520264899303,0.01186949858037038,0.08864627701524397,0.20329395243543458,0.831287196216484,0.2518356013338829,0.03374101597194271,0.0022627581573754084,0.05157416343361154,0.005740994695081925,0.061960186339649594,0.0005616245385283504,0.0010276061125780243,0.016721183892485413,0.0023752533710144513,0.0033579005182561325,0.057512190899978353,0.0712447025886078,0.10515233054265982,0.03374101597194271
context-PCG,512,1781764,16384,32,1024,OOD,120,3,164.8355055290158,0.7471350930043462,0.15536715493516143,0.9792360878403166,0.01754697364794034,0.4250619816362892,0.10767195978279721,0.048712729639373675,0.040784800662587224,0.5071864502225102,0.15712028798490024,0.9999449534466576,0.00010219576638942641,0.0018670001754798648,0.0019629952500435956,0.054621605179272545,0.05090530583366236,0.0064674678937686764,0.004589266957771666,0.030837668882061988,0.009110915339622768,0.04499035536698379,0.19482457599123157,0.9841092641154925,0.04566036846330974,0.027798711181440082,0.0031395519390890417,0.019264957986716846,0.007297326739908552,0.02811238648387234,1.8285142667452263e-05,0.0003512244143832946,0.009108114871920092,0.0008211240448269856,0.001630149591336869,0.0348585395754138,0.008169676505175066,0.2528649069956538,0.027798711181440082
context-PCG,512,1781764,16384,48,2304,All,168,3,164.8355055290158,0.8043853464891076,0.14683152359024693,0.9850836267180979,0.014042579608329515,0.39710995744545613,0.13989924844653434,0.043063095948171,0.031217607949166754,0.5906899401193625,0.20091102081734996,0.9996578170268255,0.0009093629608527394,0.004246623859563351,0.003451743793084164,0.13693261649348726,0.09142728917759196,0.012763696304145441,0.006189291354450564,0.027124163808323217,0.0112209492511668,0.17698307798667742,0.28590975624605963,0.8830250763733473,0.2124663517000431,0.022203464050612763,0.0021234807341611126,0.021155184238629644,0.004720641854672467,0.03038121868529227,0.00013751139616720382,0.0005219633178740694,0.013825386258094244,0.0009359278220854724,0.0016968014580254706,0.04323449651209989,0.03212858442510984,0.19561465351089236,0.022203464050612763
context-PCG,512,1781764,16384,48,2304,ID,48,3,164.8355055290158,0.8957071121615962,0.11154147208481993,0.9926941524738683,0.008991655371005818,0.31826780949695316,0.17956985325709418,0.02913264938494341,0.021767985308020377,0.7388439348515877,0.22546686577883415,0.9991884349912965,0.0015764060042875027,0.0054347585385887956,0.004855323773985815,0.14365935166521615,0.07538607075769145,0.014989396731834805,0.006722612277291984,0.01880912351771253,0.01193567899552804,0.11569238870542,0.20407663120518535,0.7320631281472743,0.3271580511100354,0.03155526447764918,0.002543753977966171,0.050800604526999214,0.006158198566877678,0.06378494426886805,0.00044596783115449074,0.0013735790190776151,0.021326842440099653,0.0019018379838964849,0.0033766230657042476,0.057733612001196616,0.09255354654920682,0.10429288783840385,0.03155526447764918
context-PCG,512,1781764,16384,48,2304,OOD,120,3,164.8355055290158,0.7678566402201121,0.14363995328381804,0.9820394164157896,0.014563460213553233,0.42864681662485726,0.10592684469093772,0.04863527457346204,0.0327245498884034,0.5314283422264725,0.15548032934035036,0.9998455698410372,0.00023364213754697673,0.0037713699879531725,0.002571462027464261,0.13424192242479566,0.09726512250792643,0.011873416133069695,0.005754309276441715,0.030450179924567493,0.009021486466127444,0.2014993536991804,0.3100752293412749,0.9434098556637764,0.09059691604937366,0.025700448573694898,0.002605733653602089,0.018952717278973824,0.005855164891640024,0.027818960651827124,4.1803882578613274e-05,0.0004600929343486472,0.017402938540990957,0.0010295765645656637,0.001614148735643685,0.05547949789370931,0.01620984502314363,0.23214335977988787,0.025700448573694898
context-PCG,512,1781764,32768,8,64,All,672,3,328.63862245401833,0.5160713641786382,0.28040970010226474,0.8956010976925457,0.11171747319941319,0.23350318732053918,0.11933841315505203,0.09779558438285238,0.06369949645946436,0.3679662570450192,0.26009732125597074,0.9999999999546865,1.3495098762913152e-10,1.4697784001511883e-06,1.3495712606472876e-06,3.480020370031208e-06,2.714589815742207e-06,3.6111507684650977e-07,1.637412420496387e-07,0.03589856536321648,0.016957007051086877,-0.10582094355299088,0.20606979818825594,1.0,0.0,0.021201396482946045,0.008446806378345143,0.009023015295202505,0.004816232390350944,0.019665605113121723,1.0203460841215229e-11,1.0203924959991558e-07,2.0524644814758016e-07,1.238025286585437e-08,0.001282096266723624,0.015580657491365453,0.0,0.4839286358213618,0.021201396482946045
context-PCG,512,1781764,32768,8,64,ID,192,3,328.63862245401833,0.7833874770662002,0.22167832348565228,0.9645143181236059,0.049589749639779475,0.2523461587444982,0.11538608716588425,0.05371180463286384,0.04828200538544762,0.6379253750919683,0.27814624618037964,0.9999999998751208,2.255185819188755e-10,1.6241425293180474e-06,1.4511205288984458e-06,2.6115175309667413e-06,2.33238819645469e-06,4.0980759215732593e-07,2.295300271081184e-07,0.01923347345048867,0.012204583170990328,-0.06067098114786439,0.13674277695975767,1.0,0.0,0.03135657973579684,0.007014510549375343,0.01632145617906042,0.0068295290575442705,0.0393440134760499,3.1899787424640736e-11,2.052621828565969e-07,3.299182135040662e-07,3.246720961980369e-08,0.0017263482478840184,0.019342377376425995,0.0,0.21661252293379984,0.03135657973579684
context-PCG,512,1781764,32768,8,64,OOD,480,3,328.63862245401833,0.4091449190236134,0.2246156196192882,0.8680358095201215,0.11763480251423566,0.22596599875095563,0.12017513310644559,0.1154290962828478,0.06053064680320515,0.2599826098262395,0.1517276876972646,0.9999999999865128,4.0979968638897805e-11,1.4080327484844445e-06,1.3032138150315085e-06,3.8274215056569956e-06,2.780335007588745e-06,3.4163807072218333e-07,1.2336908242912815e-07,0.0425646021283076,0.01369493438917894,-0.12388092851504148,0.22557961093049503,1.0,0.0,0.020094416800135736,0.010523768364503009,0.01075102977141907,0.005415153443500594,0.01357376393448218,3.666123360798506e-12,1.165872686117033e-07,2.487325261760166e-07,1.1036764793040793e-08,0.0012251673331227348,0.020180656765245605,0.0,0.5908550809763866,0.020094416800135736
context-PCG,512,1781764,32768,12,144,All,672,3,328.63862245401833,0.7404466609262963,0.1691578311230445,0.9788527891976099,0.018804367495113234,0.3649689289751294,0.12428628961615988,0.04830895254434875,0.03609714138384108,0.5291281390443997,0.19921834514872028,0.9999999998682865,5.597089556895889e-10,2.1463280703425457e-06,1.4584263270776786e-06,4.685367912992704e-06,3.259442198252678e-06,5.317826501689231e-07,3.857844405919182e-07,0.030955128427151365,0.01188542419564663,-0.11723837599887935,0.1614627400075018,1.0,0.0,0.012789793807157713,0.001421772680222979,0.009397117512644791,0.0027292558213951514,0.015062628434872381,4.2318833764676933e-11,1.1026963329108773e-07,2.464419965971146e-07,2.9168637457826458e-08,0.0008986407768633006,0.012207978421835745,0.0,0.2595533390737037,0.012789793807157713
context-PCG,512,1781764,32768,12,144,ID,192,3,328.63862245401833,0.8693180426835708,0.13497190461280187,0.9911416125092621,0.010204714893630416,0.3026574239598068,0.16504243489580261,0.02728397874307115,0.01932737757102457,0.6962962922128777,0.2267575005653814,0.9999999996019381,9.991819009797963e-10,3.0791195918903704e-06,1.835308118730875e-06,4.637547371899586e-06,3.5135829142020883e-06,7.056890583001518e-07,6.601929853305903e-07,0.021122626038656212,0.012672226289429208,-0.11023580928487868,0.15330248875951494,1.0,0.0,0.019091886038003224,0.0014434652482560215,0.023345387082626717,0.0027338733276233403,0.03207503347808647,1.4133509517752143e-10,2.596058309168182e-07,4.969991701269882e-07,9.338483646044115e-08,0.0017924967485612824,0.02168476212242266,0.0,0.13068195731642918,0.019091886038003224
context-PCG,512,1781764,32768,12,144,OOD,480,3,328.63862245401833,0.6888981082233865,0.15329731306461966,0.9739372598729489,0.01921124994692572,0.38989353098125845,0.09272791978179126,0.056718942064859786,0.037792559205062165,0.4622608777770086,0.13932377855717323,0.9999999999748259,3.065875629132282e-11,1.7732114617234155e-06,1.0715363403584802e-06,4.704496129429951e-06,3.1557083456094273e-06,4.622200869164317e-07,1.3310947898840327e-07,0.03488812938254943,0.008921931152176647,-0.12003940268447962,0.16468555865121223,1.0,0.0,0.013714184740502521,0.00171866437578752,0.008295564984586045,0.0033809734064688024,0.01246409346439433,2.742773759615786e-12,9.58610887174759e-08,2.8231393214694006e-07,1.1908153829085708e-08,0.0007981680149306838,0.014732992576872803,0.0,0.3111018917766135,0.013714184740502521
context-PCG,512,1781764,32768,16,256,All,672,3,328.63862245401833,0.7542890304319192,0.158965617112569,0.9807234489958747,0.016693093213343564,0.37331797788664217,0.12900138729104932,0.045837811589514,0.035183114030701804,0.5424534989054047,0.20234319952840643,0.9999999913356392,1.0612703143811102e-07,4.341793967402512e-06,1.3018878321539477e-05,6.152588858907997e-05,0.00038443165408395,3.522383223907721e-05,0.0002880450590545451,0.029061708372734838,0.011666616732702941,-0.14568613142312514,0.1360791678941051,1.0,0.0,0.012019174352137715,0.001262142099983703,0.009753619642295406,0.0026601474549474272,0.015298894429347731,8.024120671492059e-09,9.843397035035748e-07,2.9066355107744583e-05,2.1778695600551003e-05,0.000882097041844131,0.010288761018396035,0.0,0.2457109695680808,0.012019174352137715
context-PCG,512,1781764,32768,16,256,ID,192,3,328.63862245401833,0.8691756257708937,0.14090906988296098,0.9913137401413296,0.010264042533759826,0.30324369706842,0.16860040181641578,0.027599202804291612,0.01997029754545342,0.7146090689823476,0.2422288407231045,0.9999999698107552,1.9727057632387963e-07,9.276500383255182e-06,2.3617028607420826e-05,0.00019733697243158382,0.0007021661359025223,0.00011972125693541034,0.0005304727505493824,0.020112971573932204,0.012232783021909204,-0.10155467957438939,0.14024436558313508,1.0,0.0,0.019931702909905893,0.0014518571913608009,0.023848664406675747,0.0028248148825977914,0.03426346716725896,2.7904083984227207e-08,3.3406479668686094e-06,9.932197285689435e-05,7.503580340522457e-05,0.0017303371398062028,0.019837679944329077,0.0,0.1308243742291063,0.019931702909905893
context-PCG,512,1781764,32768,16,256,OOD,480,3,328.63862245401833,0.7083343922963293,0.1416865900414738,0.9764873325376927,0.016894082773964005,0.401347690213931,0.09602811553704858,0.053133255103602964,0.03726028882318998,0.4735912708746276,0.13162814664852113,0.9999999999455927,6.101756994012151e-11,2.3679114010614437e-06,1.1649203126823175e-06,7.201455052078421e-06,8.848229375844204e-06,1.4248623605439548e-06,3.5399687242717947e-06,0.03264120309225589,0.009276867765011874,-0.16333871216261947,0.1304006861797174,1.0,0.0,0.012675473772077997,0.0015113674698643909,0.008590804955611125,0.0033333557789777322,0.011775631836592198,5.458714245191104e-12,1.042153450488392e-07,7.915745544445221e-07,3.166903847805864e-07,0.0008299211238552911,0.011665821564681286,0.0,0.29166560770367067,0.012675473772077997
context-PCG,512,1781764,32768,24,576,All,672,3,328.63862245401833,0.7743524937301115,0.15737592290945437,0.9819957652772916,0.016501688260195244,0.38175414337051705,0.13288871326885063,0.04457331028541974,0.0354592693597994,0.5598334811143758,0.20684558632818725,0.999934573512254,0.00039129340736239525,0.0008619279647178718,0.0014622988793774512,0.026984365942379983,0.03310090669050741,0.0037518415747168996,0.004744860528847607,0.027908814057203274,0.011422524384119179,0.011779971953729927,0.18918799525942628,0.9743398459450829,0.10587358660077803,0.011898979733069321,0.0012476702315033427,0.010047535078472416,0.0026810271842183523,0.015639313778703062,2.958516295130854e-05,0.0001105624317095393,0.0025027145866726775,0.00035875245860500347,0.0008636415509717022,0.0143042473061595,0.00800495805165083,0.2256475062698885,0.011898979733069321
context-PCG,512,1781764,32768,24,576,ID,192,3,328.63862245401833,0.8780341701405914,0.13489872527041932,0.991748639272403,0.010221428636151882,0.30438711924976686,0.1693701602969397,0.02948968313603761,0.02344353428127709,0.7244571846407463,0.23700283211051604,0.9998029461281982,0.0007137880108200127,0.0012902564622075871,0.0022592409719190535,0.03346649033483113,0.039508632073706924,0.005438224227342845,0.0068832072271884795,0.019452657717920326,0.012130076120640045,0.0047091845341595134,0.14690228489889248,0.9139628464666506,0.18393738109510957,0.01908153476031242,0.0014458294207732854,0.02395754737183141,0.0033161070528726294,0.033524243984838976,0.00010096589654685915,0.0003195714789089159,0.005588528243951801,0.0009736352786487854,0.0017158091648178345,0.020779448064081937,0.02601809263987759,0.12196582985940863,0.01908153476031242
context-PCG,512,1781764,32768,24,576,OOD,480,3,328.63862245401833,0.7328798231659195,0.1463077508797279,0.978094615679247,0.01692387760283662,0.4127009530188171,0.09970149352584957,0.050606761145172596,0.03761020547716666,0.49398399970382767,0.14942845422348813,0.9999872244658764,4.000977446565526e-05,0.0006905965657219858,0.0009258517349790434,0.024391516185399528,0.029813692576763678,0.0030772885136665213,0.0033241557598687552,0.03129127659291645,0.009163742107267264,0.014608286921558094,0.203729449273812,0.998490645736456,0.012875676057235396,0.01308888906412997,0.0015140329555099119,0.008919430313440304,0.003364659795600593,0.013368071401517651,3.5793284792704863e-06,8.282794709170843e-05,0.0026671732179802386,0.00029738346540900443,0.0008198007496740003,0.018225911782577316,0.0011518753758805774,0.2671201768340805,0.01308888906412997
context-PCG,512,1781764,32768,32,1024,All,672,3,328.63862245401833,0.7875731019220202,0.15119251008305873,0.9835364688415266,0.015156676371029073,0.3903993735928595,0.1348122749539514,0.04213423352805309,0.03365651361240898,0.5712344779400746,0.20282896943577347,0.9998652576403677,0.0008745678007957725,0.001773248484082131,0.0021067428730933975,0.05921044001055024,0.05064998635644757,0.007252697486494801,0.0056705440974070395,0.027440262426223026,0.011347960904045454,0.09637842216886483,0.23167610628011523,0.9547421611135914,0.13742549847577387,0.011431460289546726,0.0011459757097871234,0.010192972964288605,0.0025447232712353315,0.015335622832116312,6.612488330156592e-05,0.000159287966585266,0.003829576659463713,0.00042874213566545974,0.0008580039075392006,0.017516715659545753,0.010390555244660909,0.21242689807797976,0.011431460289546726
context-PCG,512,1781764,32768,32,1024,ID,192,3,328.63862245401833,0.9011554243832111,0.10701852807709565,0.9934854236154097,0.0073701295835720436,0.3221004549723209,0.18146159768206463,0.025964677526038288,0.018936729926094038,0.7477529873777461,0.2133355999316565,0.9996430182290029,0.0016075806132622489,0.002178653385991866,0.003058365979998864,0.060011428957902006,0.04912888362220257,0.008929525156418046,0.007336931951279015,0.018995136808371126,0.011785022808132373,0.11592259473676796,0.19715998563483603,0.8630088701223334,0.2287599913262815,0.015137858118429232,0.0010425108432642472,0.0256678910559833,0.0026786158994984008,0.030176494681826687,0.00022739358945369085,0.00043260836334902075,0.006949320675144791,0.001037815011088742,0.0016670010922168706,0.027888440841025357,0.032358287430151046,0.09884457561678894,0.015137858118429232
context-PCG,512,1781764,32768,32,1024,OOD,480,3,328.63862245401833,0.742140172937544,0.14218116272162346,0.9795568869319732,0.01563974600094964,0.41771894104107493,0.09854683498104251,0.048602055928859,0.036015278552502916,0.5006270741650062,0.148312549661244,0.9999541534049138,0.00011510742887689547,0.001611086523318237,0.0015477285390134805,0.05889004443160952,0.051292653642800244,0.006581966418525502,0.004690552530420015,0.030818312673363785,0.009219047893323958,0.08856075314170359,0.24387226620094976,0.9914354775100946,0.029439880725444227,0.012719718912241145,0.0013991528074673173,0.008816133000009841,0.0032219754780795163,0.01326824107172619,1.0297666104275209e-05,0.00013846188617299232,0.004588710094295333,0.00041962316658541657,0.000824748480016022,0.021817142420200265,0.002633731504719268,0.257859827062456,0.012719718912241145
context-PCG,512,1781764,32768,48,2304,All,672,3,328.63862245401833,0.7975734500753484,0.1489103726460508,0.9844191909141708,0.014434429218576548,0.39431112028885656,0.1385335390713684,0.04324719102580617,0.033737437638784125,0.5829358049564141,0.20053579482313186,0.9997054290402381,0.0010153762837140962,0.004075651635199951,0.0032301976246719103,0.13676224457560146,0.0843518768417697,0.012932974204886658,0.006135071879657473,0.027150071343168613,0.011157579008378191,0.27456439847126796,0.3040563123982641,0.893396189469578,0.20833001247557542,0.011258910978260657,0.0010913675837763604,0.01047433268880008,0.0025508418269327635,0.015162239014974786,7.67712214040808e-05,0.00024423085411796923,0.006377730814414684,0.0004638644502117943,0.0008436093910451404,0.022989284714284516,0.015751549223086588,0.2024265499246516,0.011258910978260657
context-PCG,512,1781764,32768,48,2304,ID,192,3,328.63862245401833,0.8999711544944041,0.11540525877811414,0.9930889130754488,0.00908378057399187,0.3211188475316406,0.17850989864276465,0.027600539177001292,0.02221441918842184,0.747770783541835,0.22178365022198843,0.999248374611802,0.0017949625455415457,0.004802895508570704,0.004638779191717598,0.13474921535816972,0.0625734904517747,0.015002080980290535,0.006713028309937819,0.01891385119961337,0.011925965889789345,0.22346152844598544,0.23286122407312354,0.7450972495522971,0.31960648748589066,0.016324168019253443,0.0012849081741151563,0.02525037081843118,0.0031422477200900014,0.03137147828859309,0.0002538989166691583,0.0006561591016871006,0.008851071281334317,0.0009495633319459437,0.0016869376061199625,0.0329384101485987,0.045208598438258786,0.10002884550559588,0.016324168019253443
context-PCG,512,1781764,32768,48,2304,OOD,480,3,328.63862245401833,0.7566143683077262,0.1409533553761028,0.9809513020496595,0.014723634270206686,0.42358802939174295,0.10569551672762377,0.04950585176532812,0.03550060427331677,0.5170018135222457,0.14653724105422153,0.9998882508116124,0.00020566375091572435,0.0037847540858516504,0.0023957071079644243,0.1375674562625742,0.09167186231827198,0.012105331494725107,0.005688079755335192,0.03044455940059071,0.008922542336699644,0.295005546481381,0.3262211325979035,0.9527157654364904,0.08789351733665819,0.012609877608270485,0.0013171962143138916,0.009455663727351078,0.003175932021708115,0.013109419565194975,1.8398957020818776e-05,0.0002143231946205713,0.008201088657103481,0.00050886329984464,0.0007982226923238574,0.029184183266263417,0.00786307281028065,0.24338563169227379,0.012609877608270485
exact,0,0,0,8,64,All,672,3,0.0,0.5160688255619483,0.28040806312048905,0.8956008956060845,0.11171756559559551,0.23350318732053918,0.11933841315505203,0.09779558438285238,0.06369949645946436,0.36792374003821643,0.2600897347356198,1.0,0.0,0.0,0.0,9.53956808357774e-06,1.0716807362062519e-05,3.8970004628560046e-07,2.1998759262100731e-07,0.03589856421846581,0.016957012456574938,0.0,0.0,1.0,0.0,0.021201272712977857,0.008446813364294965,0.009023015295202505,0.004816232390350944,0.01966503150662442,0.0,0.0,8.102832456636813e-07,1.6632963020843524e-08,0.0012820966754252328,0.0,0.0,0.48393117443805167,0.021201272712977857
exact,0,0,0,8,64,ID,192,3,0.0,0.7833874770662002,0.2216783234856523,0.9645143181236059,0.049589749639779475,0.2523461587444982,0.11538608716588425,0.05371180463286384,0.04828200538544762,0.6379253750919683,0.27814624618037964,1.0,0.0,0.0,0.0,1.8076591416911942e-05,1.62277665246491e-05,5.65405041378734e-07,3.2365193721722764e-07,0.01923347515791339,0.012204577968663415,0.0,0.0,1.0,0.0,0.03135657973579684,0.007014510549375343,0.01632145617906042,0.0068295290575442705,0.0393440134760499,0.0,0.0,2.2954308159813768e-06,4.578083060364701e-08,0.0017263475120106316,0.0,0.0,0.21661252293379984,0.03135657973579684
exact,0,0,0,8,64,OOD,480,3,0.0,0.4091413649602476,0.22461106140482545,0.868035526599076,0.11763485900012507,0.22596599875095563,0.12017513310644559,0.1154290962828478,0.06053064680320515,0.2599230860167157,0.15166700332229946,1.0,0.0,0.0,0.0,6.12475875024406e-06,3.870544860330511e-06,3.19418048248347e-07,9.326950765842808e-08,0.04256459984268678,0.013694947561381371,0.0,0.0,1.0,0.0,0.020094009016111483,0.010523773417806992,0.01075102977141907,0.005415153443500594,0.013568335028309618,0.0,0.0,3.4626417254032155e-07,8.344016167747244e-09,0.0012251685115257606,0.0,0.0,0.5908586350397524,0.020094009016111483
exact,0,0,0,12,144,All,672,3,0.0,0.740448312931671,0.16915677637930446,0.9788529336081256,0.01880420075802628,0.3649689289751294,0.12428628961615988,0.04830895254434875,0.03609714138384108,0.5291281390443997,0.19921834514872028,1.0,0.0,0.0,0.0,2.086024868219738e-05,1.852317055677268e-05,6.761878548306164e-07,3.572310821621305e-07,0.030955139074302675,0.011885426379307154,0.0,0.0,1.0,0.0,0.012789714059416417,0.00142176007345835,0.009397117512644791,0.0027292558213951514,0.015062628434872381,0.0,0.0,1.4005117617263136e-06,2.7009756817218016e-08,0.0008986409419669063,0.0,0.0,0.259551687068329,0.012789714059416417
exact,0,0,0,12,144,ID,192,3,0.0,0.8693180426835708,0.1349719046128019,0.9911416125092621,0.010204714893630415,0.3026574239598068,0.16504243489580261,0.02728397874307115,0.01932737757102457,0.6962962922128777,0.2267575005653814,1.0,0.0,0.0,0.0,4.0291204153201456e-05,2.422442737441468e-05,1.0182084504428701e-06,4.515673164446045e-07,0.021122642649667445,0.012672237069776325,0.0,0.0,1.0,0.0,0.01909188603800323,0.0014434652482560213,0.023345387082626717,0.0027338733276233403,0.03207503347808647,0.0,0.0,3.4265650180678e-06,6.387456536809969e-08,0.0017924982734501783,0.0,0.0,0.13068195731642918,0.01909188603800323
exact,0,0,0,12,144,OOD,480,3,0.0,0.6889004210309111,0.15329646201257513,0.9739374620476712,0.019211073160437235,0.38989353098125845,0.09272791978179126,0.056718942064859786,0.037792559205062165,0.4622608777770086,0.13932377855717323,1.0,0.0,0.0,0.0,1.3087866493795748e-05,5.896377548312818e-06,5.39379616585715e-07,1.783590477948711e-07,0.03488813764415677,0.008921932809929494,0.0,0.0,1.0,0.0,0.013714108604236795,0.001718648560229411,0.008295564984586045,0.0033809734064688024,0.01246409346439433,0.0,0.0,5.274979018270631e-07,1.5956241389357516e-08,0.0007981681632354931,0.0,0.0,0.3110995789690889,0.013714108604236795
exact,0,0,0,16,256,All,672,3,0.0,0.7542863418746364,0.15896542852940987,0.9807232950823925,0.016692902063424275,0.37331797788664217,0.12900138729104932,0.045837811589514,0.035183114030701804,0.5424534989054047,0.20234319952840643,1.0,0.0,0.0,0.0,3.3421830178237146e-05,2.768396666706838e-05,1.0258442550029452e-06,4.5067176911557787e-07,0.02906156886768123,0.011666880282408941,0.0,0.0,1.0,0.0,0.012019160093621245,0.0012621276473979864,0.009753619642295406,0.0026601474549474272,0.015298894429347731,0.0,0.0,2.0931471105140943e-06,3.4074680216859284e-08,0.0008821169684793645,0.0,0.0,0.2457136581253636,0.012019160093621245
exact,0,0,0,16,256,ID,192,3,0.0,0.8691769115674705,0.14090810523907937,0.9913138631650761,0.010264007027206649,0.30324369706842,0.16860040181641578,0.027599202804291612,0.01997029754545342,0.7146090689823476,0.2422288407231045,1.0,0.0,0.0,0.0,6.053864735613887e-05,3.818631741504511e-05,1.455461271208473e-06,5.849439300789572e-07,0.02011248445099525,0.012233298436910506,0.0,0.0,1.0,0.0,0.01993156646024174,0.0014518521689298825,0.023848664406675747,0.0028248148825977914,0.03426346716725896,0.0,0.0,5.401485756539514e-06,8.274079619552128e-08,0.0017304100456786906,0.0,0.0,0.13082308843252954,0.01993156646024174
exact,0,0,0,16,256,OOD,480,3,0.0,0.7083301139975029,0.1416848677198278,0.976487067849319,0.01689372936840777,0.401347690213931,0.09602811553704858,0.053133255103602964,0.03726028882318998,0.4735912708746276,0.13162814664852113,1.0,0.0,0.0,0.0,2.2575103307076462e-05,8.916926056880821e-06,8.539974485207343e-07,2.109646434154122e-07,0.032641202634355625,0.009276872876453419,0.0,0.0,1.0,0.0,0.012675319690856588,0.0015113358537258582,0.008590804955611125,0.0033333557789777322,0.011775631836592198,0.0,0.0,7.977202523433391e-07,1.8873182025660312e-08,0.0008299215811317577,0.0,0.0,0.2916698860024971,0.012675319690856588
