seed,method,depth,context_size,context_measurements,batch_size,block_size,inference_ms
17,angular-Jacobi-PCG,8,8,64,8,4,3.4174346015788615
17,angular-Jacobi-PCG,8,12,144,8,4,3.4790787962265313
17,angular-Jacobi-PCG,8,16,256,8,4,3.504901600535959
17,angular-Jacobi-PCG,8,24,576,8,4,3.679911803919822
17,angular-Jacobi-PCG,8,32,1024,8,4,3.9579906035214663
17,angular-Jacobi-PCG,8,48,2304,8,4,6.4749192097224295
17,optimized-CG,16,8,64,8,4,4.3156928033567965
17,optimized-CG,16,12,144,8,4,4.376880603376776
17,optimized-CG,16,16,256,8,4,4.361745808273554
17,optimized-CG,16,24,576,8,4,4.494963597971946
17,optimized-CG,16,32,1024,8,4,4.569581407122314
17,optimized-CG,16,48,2304,8,4,6.623347802087665
17,Jacobi-PCG,16,8,64,8,4,4.342160397209227
17,Jacobi-PCG,16,12,144,8,4,4.415578593034297
17,Jacobi-PCG,16,16,256,8,4,4.407342209015042
17,Jacobi-PCG,16,24,576,8,4,4.5784246060065925
17,Jacobi-PCG,16,32,1024,8,4,4.58783459616825
17,Jacobi-PCG,16,48,2304,8,4,6.663920602295548
17,block-Jacobi-PCG,16,8,64,8,4,4.638731002341956
17,block-Jacobi-PCG,16,12,144,8,4,4.836759797763079
17,block-Jacobi-PCG,16,16,256,8,4,5.002790596336126
17,block-Jacobi-PCG,16,24,576,8,4,5.488286400213838
17,block-Jacobi-PCG,16,32,1024,8,4,6.054795393720269
17,block-Jacobi-PCG,16,48,2304,8,4,8.571772195864469
17,angular-Jacobi-PCG,16,8,64,8,4,4.667479998897761
17,angular-Jacobi-PCG,16,12,144,8,4,4.727434006053954
17,angular-Jacobi-PCG,16,16,256,8,4,4.6988589921966195
17,angular-Jacobi-PCG,16,24,576,8,4,4.88654839573428
17,angular-Jacobi-PCG,16,32,1024,8,4,5.1551309996284544
17,angular-Jacobi-PCG,16,48,2304,8,4,7.675464602652937
29,optimized-CG,1,8,64,8,4,2.1778961992822587
29,optimized-CG,1,12,144,8,4,2.2401778027415276
29,optimized-CG,1,16,256,8,4,2.2254797979258
29,optimized-CG,1,24,576,8,4,2.400055597536266
29,optimized-CG,1,32,1024,8,4,2.464526006951928
29,optimized-CG,1,48,2304,8,4,4.506176395807415
29,Jacobi-PCG,1,8,64,8,4,2.2034666035324335
29,Jacobi-PCG,1,12,144,8,4,2.2576941992156208
29,Jacobi-PCG,1,16,256,8,4,2.2490850067697465
29,Jacobi-PCG,1,24,576,8,4,2.4336418020538986
29,Jacobi-PCG,1,32,1024,8,4,2.4696458014659584
29,Jacobi-PCG,1,48,2304,8,4,4.528661805670708
29,block-Jacobi-PCG,1,8,64,8,4,2.496359799988568
29,block-Jacobi-PCG,1,12,144,8,4,2.7197126066312194
29,block-Jacobi-PCG,1,16,256,8,4,2.883273595944047
29,block-Jacobi-PCG,1,24,576,8,4,3.382165392395109
29,block-Jacobi-PCG,1,32,1024,8,4,3.730675799306482
29,block-Jacobi-PCG,1,48,2304,8,4,6.494754797313362
29,angular-Jacobi-PCG,1,8,64,8,4,2.4726624018512666
29,angular-Jacobi-PCG,1,12,144,8,4,2.5720509933307767
29,angular-Jacobi-PCG,1,16,256,8,4,2.571793005336076
29,angular-Jacobi-PCG,1,24,576,8,4,2.770042000338435
29,angular-Jacobi-PCG,1,32,1024,8,4,3.0557600082829595
29,angular-Jacobi-PCG,1,48,2304,8,4,5.4566106060519814
29,optimized-CG,2,8,64,8,4,2.3446563980542123
29,optimized-CG,2,12,144,8,4,2.4136157939210534
29,optimized-CG,2,16,256,8,4,2.393329201731831
29,optimized-CG,2,24,576,8,4,2.5556465960107744
29,optimized-CG,2,32,1024,8,4,2.6069337967783213
29,optimized-CG,2,48,2304,8,4,4.6778274001553655
29,Jacobi-PCG,2,8,64,8,4,2.37038501072675
29,Jacobi-PCG,2,12,144,8,4,2.409339393489063
29,Jacobi-PCG,2,16,256,8,4,2.416866598650813
29,Jacobi-PCG,2,24,576,8,4,2.583217795472592
29,Jacobi-PCG,2,32,1024,8,4,2.641463198233396
29,Jacobi-PCG,2,48,2304,8,4,4.688185197301209
29,block-Jacobi-PCG,2,8,64,8,4,2.6749873999506235
29,block-Jacobi-PCG,2,12,144,8,4,2.889362594578415
29,block-Jacobi-PCG,2,16,256,8,4,3.032875806093216
29,block-Jacobi-PCG,2,24,576,8,4,3.524190397001803
29,block-Jacobi-PCG,2,32,1024,8,4,3.9002959965728223
29,block-Jacobi-PCG,2,48,2304,8,4,6.6470331978052855
29,angular-Jacobi-PCG,2,8,64,8,4,2.6346269994974136
29,angular-Jacobi-PCG,2,12,144,8,4,2.734953595791012
29,angular-Jacobi-PCG,2,16,256,8,4,2.7586990036070347
29,angular-Jacobi-PCG,2,24,576,8,4,2.9139035963453352
29,angular-Jacobi-PCG,2,32,1024,8,4,3.234608401544392
29,angular-Jacobi-PCG,2,48,2304,8,4,5.602451402228326
29,optimized-CG,4,8,64,8,4,2.6675684028305113
29,optimized-CG,4,12,144,8,4,2.7317003929056227
29,optimized-CG,4,16,256,8,4,2.7178778080269694
29,optimized-CG,4,24,576,8,4,2.8850744012743235
29,optimized-CG,4,32,1024,8,4,2.913150400854647
29,optimized-CG,4,48,2304,8,4,4.967948398552835
29,Jacobi-PCG,4,8,64,8,4,2.702350600156933
29,Jacobi-PCG,4,12,144,8,4,2.747520210687071
29,Jacobi-PCG,4,16,256,8,4,2.722608798649162
29,Jacobi-PCG,4,24,576,8,4,2.9060135944746435
29,Jacobi-PCG,4,32,1024,8,4,2.950462407898158
29,Jacobi-PCG,4,48,2304,8,4,5.007143004331738
29,block-Jacobi-PCG,4,8,64,8,4,2.9783901991322637
29,block-Jacobi-PCG,4,12,144,8,4,3.1993113923817873
29,block-Jacobi-PCG,4,16,256,8,4,3.356226603500545
29,block-Jacobi-PCG,4,24,576,8,4,3.8493175990879536
29,block-Jacobi-PCG,4,32,1024,8,4,4.213693807832897
29,block-Jacobi-PCG,4,48,2304,8,4,6.970570201519877
29,angular-Jacobi-PCG,4,8,64,8,4,2.82529880059883
29,angular-Jacobi-PCG,4,12,144,8,4,2.895618206821382
29,angular-Jacobi-PCG,4,16,256,8,4,2.9083012021146715
29,angular-Jacobi-PCG,4,24,576,8,4,3.0984704033471644
29,angular-Jacobi-PCG,4,32,1024,8,4,3.370251599699259
29,angular-Jacobi-PCG,4,48,2304,8,4,5.79534659627825
29,optimized-CG,8,8,64,8,4,3.329844994004816
29,optimized-CG,8,12,144,8,4,3.378578193951398
29,optimized-CG,8,16,256,8,4,3.3634918043389916
29,optimized-CG,8,24,576,8,4,3.4851578064262867
29,optimized-CG,8,32,1024,8,4,3.5336064058355987
29,optimized-CG,8,48,2304,8,4,5.638315202668309
29,Jacobi-PCG,8,8,64,8,4,3.3528074040077627
29,Jacobi-PCG,8,12,144,8,4,3.403521399013698
29,Jacobi-PCG,8,16,256,8,4,3.391164797358215
29,Jacobi-PCG,8,24,576,8,4,3.492923395242542
29,Jacobi-PCG,8,32,1024,8,4,3.5609916085377336
29,Jacobi-PCG,8,48,2304,8,4,5.655212397687137
29,block-Jacobi-PCG,8,8,64,8,4,3.6564950016327202
29,block-Jacobi-PCG,8,12,144,8,4,3.852710605133325
29,block-Jacobi-PCG,8,16,256,8,4,4.008494201116264
29,block-Jacobi-PCG,8,24,576,8,4,4.470609000418335
29,block-Jacobi-PCG,8,32,1024,8,4,4.857618792448193
29,block-Jacobi-PCG,8,48,2304,8,4,7.6199613977223635
29,angular-Jacobi-PCG,8,8,64,8,4,3.615749394521117
29,angular-Jacobi-PCG,8,12,144,8,4,3.704566601663828
29,angular-Jacobi-PCG,8,16,256,8,4,3.715939598623663
29,angular-Jacobi-PCG,8,24,576,8,4,3.879422799218446
29,angular-Jacobi-PCG,8,32,1024,8,4,4.187384399119765
29,angular-Jacobi-PCG,8,48,2304,8,4,6.596397189423442
29,optimized-CG,16,8,64,8,4,4.622342006769031
29,optimized-CG,16,12,144,8,4,4.649222805164754
29,optimized-CG,16,16,256,8,4,4.654969391413033
29,optimized-CG,16,24,576,8,4,4.792936006560922
29,optimized-CG,16,32,1024,8,4,4.7797703999094665
29,optimized-CG,16,48,2304,8,4,6.884354806970805
29,Jacobi-PCG,16,8,64,8,4,4.641835601069033
29,Jacobi-PCG,16,12,144,8,4,4.683788598049432
29,Jacobi-PCG,16,16,256,8,4,4.666867002379149
29,Jacobi-PCG,16,24,576,8,4,4.7879045945592225
29,Jacobi-PCG,16,32,1024,8,4,4.842943197581917
29,Jacobi-PCG,16,48,2304,8,4,6.911603605840355
29,block-Jacobi-PCG,16,8,64,8,4,4.947970400098711
29,block-Jacobi-PCG,16,12,144,8,4,5.166357604321092
29,block-Jacobi-PCG,16,16,256,8,4,5.281330191064626
29,block-Jacobi-PCG,16,24,576,8,4,5.7384871994145215
29,block-Jacobi-PCG,16,32,1024,8,4,6.10309379408136
29,block-Jacobi-PCG,16,48,2304,8,4,8.83336199913174
29,angular-Jacobi-PCG,16,8,64,8,4,4.907533596269786
29,angular-Jacobi-PCG,16,12,144,8,4,4.992927797138691
29,angular-Jacobi-PCG,16,16,256,8,4,4.986257804557681
29,angular-Jacobi-PCG,16,24,576,8,4,5.155823996756226
29,angular-Jacobi-PCG,16,32,1024,8,4,5.436612805351615
29,angular-Jacobi-PCG,16,48,2304,8,4,7.855268195271492
43,optimized-CG,1,8,64,8,4,2.069519995711744
43,optimized-CG,1,12,144,8,4,2.1135959890671074
43,optimized-CG,1,16,256,8,4,2.1055580000393093
43,optimized-CG,1,24,576,8,4,2.277613803744316
43,optimized-CG,1,32,1024,8,4,2.3435645969584584
43,optimized-CG,1,48,2304,8,4,4.406012000981718
43,Jacobi-PCG,1,8,64,8,4,2.1035270066931844
43,Jacobi-PCG,1,12,144,8,4,2.13093200000003
43,Jacobi-PCG,1,16,256,8,4,2.1376059972681105
43,Jacobi-PCG,1,24,576,8,4,2.3069015936926007
43,Jacobi-PCG,1,32,1024,8,4,2.3653013980947435
43,Jacobi-PCG,1,48,2304,8,4,4.425937996711582
43,block-Jacobi-PCG,1,8,64,8,4,2.382845606189221
43,block-Jacobi-PCG,1,12,144,8,4,2.5724357925355434
43,block-Jacobi-PCG,1,16,256,8,4,2.738650795072317
43,block-Jacobi-PCG,1,24,576,8,4,3.250834601931274
43,block-Jacobi-PCG,1,32,1024,8,4,3.6550385993905365
43,block-Jacobi-PCG,1,48,2304,8,4,6.323567999061197
43,angular-Jacobi-PCG,1,8,64,8,4,2.3576819919981062
43,angular-Jacobi-PCG,1,12,144,8,4,2.4730287957936525
43,angular-Jacobi-PCG,1,16,256,8,4,2.441040799021721
43,angular-Jacobi-PCG,1,24,576,8,4,2.6467352057807148
43,angular-Jacobi-PCG,1,32,1024,8,4,2.945969591382891
43,angular-Jacobi-PCG,1,48,2304,8,4,5.445005209185183
43,optimized-CG,2,8,64,8,4,2.2142228088341653
43,optimized-CG,2,12,144,8,4,2.2568587912246585
43,optimized-CG,2,16,256,8,4,2.2696861997246742
43,optimized-CG,2,24,576,8,4,2.428045403212309
43,optimized-CG,2,32,1024,8,4,2.4903428042307496
43,optimized-CG,2,48,2304,8,4,4.531762399710715
43,Jacobi-PCG,2,8,64,8,4,2.2460886044427752
43,Jacobi-PCG,2,12,144,8,4,2.288147807121277
43,Jacobi-PCG,2,16,256,8,4,2.285876206588
43,Jacobi-PCG,2,24,576,8,4,2.4837448028847575
43,Jacobi-PCG,2,32,1024,8,4,2.5318010011687875
43,Jacobi-PCG,2,48,2304,8,4,4.575690208002925
43,block-Jacobi-PCG,2,8,64,8,4,2.551788790151477
43,block-Jacobi-PCG,2,12,144,8,4,2.734839008189738
43,block-Jacobi-PCG,2,16,256,8,4,2.890752803068608
43,block-Jacobi-PCG,2,24,576,8,4,3.3890016027726233
43,block-Jacobi-PCG,2,32,1024,8,4,3.7774721975438297
43,block-Jacobi-PCG,2,48,2304,8,4,6.4703222014941275
43,angular-Jacobi-PCG,2,8,64,8,4,2.503129793331027
43,angular-Jacobi-PCG,2,12,144,8,4,2.579334005713463
43,angular-Jacobi-PCG,2,16,256,8,4,2.6001154095865786
43,angular-Jacobi-PCG,2,24,576,8,4,2.7772027999162674
43,angular-Jacobi-PCG,2,32,1024,8,4,3.0851362040266395
43,angular-Jacobi-PCG,2,48,2304,8,4,5.590505397412926
43,optimized-CG,4,8,64,8,4,2.5292090023867786
43,optimized-CG,4,12,144,8,4,2.5673640077002347
43,optimized-CG,4,16,256,8,4,2.565485204104334
43,optimized-CG,4,24,576,8,4,2.740071201696992
43,optimized-CG,4,32,1024,8,4,2.7895650011487305
43,optimized-CG,4,48,2304,8,4,4.848289000801742
43,Jacobi-PCG,4,8,64,8,4,2.5607043993659317
43,Jacobi-PCG,4,12,144,8,4,2.605273004155606
43,Jacobi-PCG,4,16,256,8,4,2.5895193917676806
43,Jacobi-PCG,4,24,576,8,4,2.7750754030421376
43,Jacobi-PCG,4,32,1024,8,4,2.827253600116819
43,Jacobi-PCG,4,48,2304,8,4,4.880124796181917
43,block-Jacobi-PCG,4,8,64,8,4,2.839710400439799
43,block-Jacobi-PCG,4,12,144,8,4,3.0458229943178594
43,block-Jacobi-PCG,4,16,256,8,4,3.2052201917394996
43,block-Jacobi-PCG,4,24,576,8,4,3.678587800823152
43,block-Jacobi-PCG,4,32,1024,8,4,4.071879002731293
43,block-Jacobi-PCG,4,48,2304,8,4,6.795960199087858
43,angular-Jacobi-PCG,4,8,64,8,4,2.820025000255555
43,angular-Jacobi-PCG,4,12,144,8,4,2.8921670047566295
43,angular-Jacobi-PCG,4,16,256,8,4,2.891696395818144
43,angular-Jacobi-PCG,4,24,576,8,4,3.078181797172874
43,angular-Jacobi-PCG,4,32,1024,8,4,3.3940711989998817
43,angular-Jacobi-PCG,4,48,2304,8,4,5.907304200809449
43,optimized-CG,8,8,64,8,4,3.144669404719025
43,optimized-CG,8,12,144,8,4,3.173181996680796
43,optimized-CG,8,16,256,8,4,3.172154410276562
43,optimized-CG,8,24,576,8,4,3.313526592683047
43,optimized-CG,8,32,1024,8,4,3.3659351989626884
43,optimized-CG,8,48,2304,8,4,5.465426004957408
43,Jacobi-PCG,8,8,64,8,4,3.164833609480411
43,Jacobi-PCG,8,12,144,8,4,3.1990890041925013
43,Jacobi-PCG,8,16,256,8,4,3.2030370086431503
43,Jacobi-PCG,8,24,576,8,4,3.358129400294274
43,Jacobi-PCG,8,32,1024,8,4,3.4007252077572048
43,Jacobi-PCG,8,48,2304,8,4,5.519985791761428
43,block-Jacobi-PCG,8,8,64,8,4,3.458371595479548
43,block-Jacobi-PCG,8,12,144,8,4,3.6557395942509174
43,block-Jacobi-PCG,8,16,256,8,4,3.8024654029868543
43,block-Jacobi-PCG,8,24,576,8,4,4.272493999451399
43,block-Jacobi-PCG,8,32,1024,8,4,4.683898796793073
43,block-Jacobi-PCG,8,48,2304,8,4,7.396244199480861
43,angular-Jacobi-PCG,8,8,64,8,4,3.4187703975476325
43,angular-Jacobi-PCG,8,12,144,8,4,3.501370199956
43,angular-Jacobi-PCG,8,16,256,8,4,3.505752794444561
43,angular-Jacobi-PCG,8,24,576,8,4,3.6712447996251285
43,angular-Jacobi-PCG,8,32,1024,8,4,3.9834507973864675
43,angular-Jacobi-PCG,8,48,2304,8,4,6.523501791525632
43,optimized-CG,16,8,64,8,4,4.338905599433929
43,optimized-CG,16,12,144,8,4,4.39004220534116
43,optimized-CG,16,16,256,8,4,4.368618002627045
43,optimized-CG,16,24,576,8,4,4.503169795498252
43,optimized-CG,16,32,1024,8,4,4.582869203295559
43,optimized-CG,16,48,2304,8,4,6.665518798399717
43,Jacobi-PCG,16,8,64,8,4,4.372421593870968
43,Jacobi-PCG,16,12,144,8,4,4.413040599320084
43,Jacobi-PCG,16,16,256,8,4,4.395292000845075
43,Jacobi-PCG,16,24,576,8,4,4.525038402061909
43,Jacobi-PCG,16,32,1024,8,4,4.580637800972909
43,Jacobi-PCG,16,48,2304,8,4,6.674896797630936
43,block-Jacobi-PCG,16,8,64,8,4,4.668881988618523
43,block-Jacobi-PCG,16,12,144,8,4,4.896418994758278
43,block-Jacobi-PCG,16,16,256,8,4,5.028795194812119
43,block-Jacobi-PCG,16,24,576,8,4,5.4671004065312445
43,block-Jacobi-PCG,16,32,1024,8,4,5.84623459726572
43,block-Jacobi-PCG,16,48,2304,8,4,8.605464594438672
43,angular-Jacobi-PCG,16,8,64,8,4,4.635441803839058
43,angular-Jacobi-PCG,16,12,144,8,4,4.732229001820087
43,angular-Jacobi-PCG,16,16,256,8,4,4.73393740830943
43,angular-Jacobi-PCG,16,24,576,8,4,4.883766197599471
43,angular-Jacobi-PCG,16,32,1024,8,4,5.181949003599584
43,angular-Jacobi-PCG,16,48,2304,8,4,7.726044405717403
