method,network_width,parameter_count,dataset_size,depth,context_size,context_measurements,regime_class,n_tasks,average_precision_mean,average_precision_std,transformed_mean_relative_residual_mean,mean_relative_residual_mean,mean_relative_residual_std,covariance_relative_residual_mean,transformed_covariance_relative_residual_mean,relative_score_error_mean,numerical_coverage_95_mean,average_precision_ci95,mean_relative_residual_ci95
context-PCG,128,199684,32768,48,8,64,ID,48,0.7639285889874764,0.23405296095598863,2.3789616848309456e-06,4.3161523180398265e-05,4.1909005424204185e-05,1.2707316923155076e-06,4.3657998756903754e-07,1.6563240855897259e-06,1.0,0.06621396460615882,1.1856126025935548e-05
context-PCG,128,199684,32768,48,8,64,OOD,120,0.41030304098100384,0.22076269029903667,3.4532864719475734e-06,9.629058603384995e-06,6.641796038244645e-06,5.542495119451966e-07,3.379314180781042e-07,1.256578350172788e-06,1.0,0.03949945707522103,1.188368094081712e-06
context-PCG,128,199684,32768,48,12,144,All,168,0.738233445184776,0.165172497137825,4.010945318100312e-06,5.2215655119061085e-05,7.519695828548828e-05,1.5338148518903187e-06,5.360524155778854e-07,2.2045099637832015e-06,1.0,0.024976936237371027,1.1371079719002314e-05
context-PCG,128,199684,32768,48,12,144,ID,48,0.8500356493655407,0.1541485703770452,3.5218071422112493e-06,0.00012377186218749417,0.00011107499915103888,2.873052146412647e-06,6.199204657756733e-07,3.1949350625855764e-06,1.0,0.04360888211516768,3.142329852344398e-05
context-PCG,128,199684,32768,48,12,144,OOD,120,0.69351256351247,0.1477933060425541,4.206600588455937e-06,2.3593172291687854e-05,1.3080853335343165e-05,9.981199340813873e-07,5.025051954987702e-07,1.8083399242622515e-06,1.0,0.026443577672138677,2.3404616247734855e-06
context-PCG,128,199684,32768,48,16,256,All,168,0.7476047920544868,0.1702096706376575,5.097920150444138e-06,8.387193623720709e-05,0.0001119641027567197,2.3802909598067517e-06,7.24449750728289e-07,3.0876030363980956e-06,1.0,0.025738643927828164,1.6930907408244507e-05
context-PCG,128,199684,32768,48,16,256,ID,48,0.8611704376528427,0.14978076842939408,5.820478586808046e-06,0.00019369524128854898,0.00016258323360222475,4.393191723295331e-06,1.0038508424514703e-06,4.854554632061081e-06,1.0,0.04237322381634844,4.5995062106122494e-05
context-PCG,128,199684,32768,48,16,256,OOD,120,0.7021785338151445,0.15656803694187985,4.8088967758985746e-06,3.9942614216670334e-05,1.847780005780921e-05,1.57513065441132e-06,6.126893140390166e-07,2.380822398132902e-06,1.0,0.028013576235007453,3.3060979155459065e-06
context-PCG,128,199684,32768,48,24,576,All,168,0.7779587237045403,0.15965587770744413,0.0018192647707965456,0.01799907916990506,0.17142196882015465,0.0002827077092374082,0.0002821260927414073,3.896055193917555e-05,0.997661564321745,0.024142728035968765,0.025921964365126185
context-PCG,128,199684,32768,48,24,576,ID,48,0.8715532522193148,0.16139025519383407,0.006196456639263662,0.06235096917983657,0.3187340423679885,0.000945589257185004,0.0009418427973149679,0.00012655419640357276,0.9918154751261076,0.045657566567563826,0.09017038072891732
context-PCG,128,199684,32768,48,24,576,OOD,120,0.7405209122986304,0.14330908938921066,6.838802340969868e-05,0.0002583231659324622,0.0018179450946148976,1.7555090058369864e-05,1.8239410911983028e-05,3.923094153416666e-06,1.0,0.02564124951163834,0.00032527164863130467
context-PCG,128,199684,32768,48,32,1024,All,168,0.7900822642319506,0.16034490573983531,0.011688409501362282,0.06833309359661226,0.18312722246544622,0.0017388638199574032,0.0017824889781798648,0.00034962629595046565,0.9840257519057819,0.024246920982912198,0.02769200101775817
context-PCG,128,199684,32768,48,32,1024,ID,48,0.8951416510133249,0.11968848666413082,0.018628426362738492,0.16569641438157603,0.3151000763297915,0.002940311912273759,0.003088014500311397,0.0007182960787114464,0.944116705407699,0.03386006819727308,0.08914232580643161
context-PCG,128,199684,32768,48,32,1024,OOD,120,0.7480585095194009,0.15553222896346808,0.008912402756811799,0.029387765282626745,0.04994727074538129,0.001258284583030861,0.001260278769327252,0.0002021583828460733,0.999989370505015,0.027828246672634272,0.008936700645200647
context-PCG,128,199684,32768,48,48,2304,All,168,0.8034826586131734,0.14644766421161245,0.04416740875499917,0.21244970149321787,0.34861836967245574,0.0049157924303948036,0.004632849025212933,0.0011975566553051294,0.9632531555280799,0.02214541787833585,0.0527171226528072
context-PCG,128,199684,32768,48,48,2304,ID,48,0.8943973040017297,0.11304819737953441,0.049973352734620315,0.406298620859161,0.567415247690534,0.007449769291876342,0.006843711228915052,0.0014763535637787601,0.8843005914241076,0.031981519522353306,0.1605226995382497
context-PCG,128,199684,32768,48,48,2304,OOD,120,0.7671168004577509,0.14276797108829908,0.04184503116315071,0.13491013374684066,0.1489171476801624,0.003902201685802188,0.003748504143732086,0.0010860378919156771,0.9948341811696688,0.02554443116307355,0.026644658454692667
context-PCG,128,199684,32768,64,8,64,All,168,0.511338911839996,0.2753524096994199,3.146335412820701e-06,1.9209795295200604e-05,2.7506204197822172e-05,7.700793970753596e-07,3.8862131316160943e-07,1.3708384445365596e-06,1.0,0.0416380432520198,4.15941346341601e-06
context-PCG,128,199684,32768,64,8,64,ID,48,0.7639285889874764,0.23405296095598863,2.3789567382692667e-06,4.316160118141132e-05,4.190904271451476e-05,1.2838402205043546e-06,4.6331472732437834e-07,1.6563471811892327e-06,1.0,0.06621396460615882,1.1856136575425265e-05
context-PCG,128,199684,32768,64,8,64,OOD,120,0.41030304098100384,0.22076269029903667,3.4532868826412748e-06,9.629072940716317e-06,6.641827831595439e-06,5.645750677037616e-07,3.587439474965019e-07,1.2566349498754903e-06,1.0,0.03949945707522103,1.1883737826339454e-06
context-PCG,128,199684,32768,64,12,144,All,168,0.738233445184776,0.165172497137825,4.010929848569893e-06,5.2214288792750075e-05,7.519101662323074e-05,1.5722281313893898e-06,6.071735708498441e-07,2.2045608740010416e-06,1.0,0.024976936237371027,1.1370181236979445e-05
context-PCG,128,199684,32768,64,12,144,ID,48,0.8500356493655407,0.1541485703770452,3.521744332601884e-06,0.00012376702632837478,0.00011106391034706661,2.8947608884758815e-06,6.906389327099305e-07,3.194899703610569e-06,1.0,0.04360888211516768,3.142016148270437e-05
context-PCG,128,199684,32768,64,12,144,OOD,120,0.69351256351247,0.1477933060425541,4.2066040549570974e-06,2.3593193778500183e-05,1.3080826221861425e-05,1.043215028554793e-06,5.737874261058096e-07,1.8084253421572309e-06,1.0,0.026443577672138677,2.340456773556069e-06
context-PCG,128,199684,32768,64,16,256,All,168,0.7476047920544868,0.17020967063765746,4.86245449289007e-06,8.373592554886618e-05,0.00011162897493691863,2.410709090974078e-06,7.678343758059435e-07,3.0883254949355344e-06,1.0,0.02573864392782816,1.6880230289888922e-05
context-PCG,128,199684,32768,64,16,256,ID,48,0.8611704376528427,0.14978076842939408,4.947097361688672e-06,0.00019312782546873977,0.00016217244054808044,4.370732412439793e-06,9.05132425899069e-07,4.855150012398705e-06,1.0,0.04237322381634844,4.5878848080730686e-05
context-PCG,128,199684,32768,64,16,256,OOD,120,0.7021785338151445,0.15656803694187985,4.828597345370629e-06,3.997916558091674e-05,1.850315969655735e-05,1.6266997623877918e-06,7.129151557686934e-07,2.3815956879502663e-06,1.0,0.028013576235007453,3.310635330635469e-06
context-PCG,128,199684,32768,64,24,576,All,168,0.7779587237045403,0.15965587770744413,8.240294809931002e-06,0.00016605501352948729,0.00024840263504225923,4.2927193776774534e-06,1.2139234291637314e-06,4.243114270861627e-06,1.0,0.024142728035968765,3.756277155190289e-05
context-PCG,128,199684,32768,64,24,576,ID,48,0.8715532522193148,0.16139025519383407,1.3361253470141578e-05,0.00039119460355623633,0.00037866032302200065,7.931027814341482e-06,2.329603227953688e-06,6.918846864323314e-06,1.0,0.045657566567563826,0.00010712362331980953
context-PCG,128,199684,32768,64,24,576,OOD,120,0.7405209122986306,0.14330908938921066,6.191911345846771e-06,7.599917751878765e-05,3.6586783710657844e-05,2.837396003011842e-06,7.676515096477488e-07,3.172821233476952e-06,1.0,0.02564124951163834,6.54620620333069e-06
context-PCG,128,199684,32768,64,32,1024,All,168,0.7901004756741317,0.16035385601880908,0.001028464555170258,0.009602258781742815,0.06538534965877134,0.0001704636988580923,0.0001756901112465916,2.5037004237202167e-05,0.9989826285413334,0.02424827441978037,0.009887394920975318
context-PCG,128,199684,32768,64,32,1024,ID,48,0.8950748860580856,0.11943805686889969,0.0035474509856119867,0.033228621333667684,0.11996902975657477,0.0005717974131111088,0.0005949908212556757,7.594524683914051e-05,0.9964391998946667,0.033789221199525085,0.03393943429594457
context-PCG,128,199684,32768,64,32,1024,OOD,120,0.7481107115205501,0.1556535673360718,2.0869982993566648e-05,0.0001517137609728688,0.0001754326186537008,9.930213156885715e-06,7.969827242957982e-06,4.673707196426828e-06,1.0,0.02784995686213117,3.138887816921895e-05
context-PCG,128,199684,32768,64,48,2304,All,168,0.8037165190929069,0.1467845971155359,0.013442616839711213,0.0759632068946389,0.1581185911837801,0.0014257114452815845,0.0013758649374775835,0.00036983180126929786,0.9841320440173149,0.022196367956607937,0.023910263744724887
context-PCG,128,199684,32768,64,48,2304,ID,48,0.8951531456682921,0.1121899956233062,0.017525681846867234,0.17072540541509318,0.26144933159550465,0.0021385161533847047,0.002036217871894474,0.0006278388968894143,0.9452859212954839,0.0317387328450144,0.07396444256829506
context-PCG,128,199684,32768,64,48,2304,OOD,120,0.7671418684627528,0.14333157182409534,0.011809390836848807,0.03805832748645718,0.05493163827660409,0.0011405895620403362,0.001111723763710827,0.0002666289630212513,0.9996704931060473,0.025645272129638106,0.009828517152238021
context-PCG,128,199684,32768,96,8,64,All,168,0.511338911839996,0.2753524096994199,3.1463366033181373e-06,1.9209792388742463e-05,2.750620385629099e-05,7.938176917915165e-07,4.26906151825993e-07,1.3707748201715237e-06,1.0,0.0416380432520198,4.159413411770592e-06
context-PCG,128,199684,32768,96,8,64,ID,48,0.7639285889874764,0.23405296095598863,2.378957023670599e-06,4.316159967506072e-05,4.190904431198845e-05,1.3119109697849278e-06,5.262775060188574e-07,1.6563158270107199e-06,1.0,0.06621396460615882,1.1856137027353177e-05
context-PCG,128,199684,32768,96,8,64,OOD,120,0.41030304098100384,0.22076269029903667,3.4532884351771524e-06,9.629069474215157e-06,6.641819014310832e-06,5.86580380594152e-07,3.871576101488472e-07,1.2565584174358455e-06,1.0,0.03949945707522103,1.1883722050215583e-06
context-PCG,128,199684,32768,96,12,144,All,168,0.738233445184776,0.165172497137825,4.010930522570431e-06,5.221349361287042e-05,7.518937726399308e-05,1.6837540288165764e-06,7.779176236510921e-07,2.2045928313372898e-06,1.0,0.024976936237371027,1.1369933337529727e-05
context-PCG,128,199684,32768,96,12,144,ID,48,0.8500356493655407,0.1541485703770452,3.521743574689632e-06,0.00012376434434218598,0.00011106170154643119,2.9859943152151422e-06,8.321452048913139e-07,3.1949788628082842e-06,1.0,0.04360888211516768,3.141953660940007e-05
context-PCG,128,199684,32768,96,12,144,OOD,120,0.69351256351247,0.1477933060425541,4.2066053017227505e-06,2.35931533211442e-05,1.3080837195579424e-05,1.16285791425715e-06,7.562265911550033e-07,1.8084384187488923e-06,1.0,0.026443577672138677,2.3404587370033458e-06
context-PCG,128,199684,32768,96,16,256,All,168,0.7476047920544868,0.17020967063765746,4.863462960781276e-06,8.375843156369475e-05,0.00011171408019475251,2.5569098246099506e-06,1.0712327957594966e-06,3.0883653949553307e-06,1.0,0.02573864392782816,1.6893099675744416e-05
context-PCG,128,199684,32768,96,16,256,ID,48,0.8611704376528427,0.14978076842939408,4.950599143664173e-06,0.00019320686571212367,0.00016232605121349042,4.434302454114913e-06,1.1215486199015838e-06,4.855429118322263e-06,1.0,0.04237322381634844,4.592230478865286e-05
context-PCG,128,199684,32768,96,16,256,OOD,120,0.7021785338151445,0.15656803694187985,4.828608487628116e-06,3.997905790432317e-05,1.8503182877326532e-05,1.8059527728079654e-06,1.0511064661026618e-06,2.381539905608558e-06,1.0,0.028013576235007453,3.3106394782013283e-06
context-PCG,128,199684,32768,96,24,576,All,168,0.7779587237045403,0.15965587770744413,6.370272052165438e-06,0.00015776719355708373,0.0002069262141203052,4.2421963589352645e-06,1.1269447681916928e-06,4.222776291095713e-06,1.0,0.024142728035968765,3.129081987306149e-05
context-PCG,128,199684,32768,96,24,576,ID,48,0.8715532522193148,0.16139025519383407,6.1531160753247605e-06,0.00036128592766238916,0.0002991619164398386,7.458149449727595e-06,1.2282727522479793e-06,6.847139445653738e-06,1.0,0.045657566567563826,8.463339436403432e-05
context-PCG,128,199684,32768,96,24,576,OOD,120,0.7405209122986304,0.14330908938921066,6.4571344429017095e-06,7.635969991496155e-05,3.676724845833478e-05,2.9558151226183325e-06,1.0864135745691784e-06,3.1730310292725034e-06,1.0,0.02564124951163834,6.578495443622154e-06
context-PCG,128,199684,32768,96,32,1024,All,168,0.7901065806802366,0.16035521917602108,9.230867365637269e-06,0.00024339580099440295,0.00031350988241338456,5.837919596545016e-06,1.1629925034012125e-06,6.153936304204286e-06,1.0,0.02424848055271022,4.7408112600554624e-05
context-PCG,128,199684,32768,96,32,1024,ID,48,0.8950748860580856,0.1194380568688997,1.0482389299681927e-05,0.0005540563182269369,0.0004503362531549189,1.006904411345507e-05,1.5636498555219684e-06,1.0068139578341592e-05,1.0,0.033789221199525085,0.00012740086092257155
context-PCG,128,199684,32768,96,32,1024,OOD,120,0.7481192585290971,0.15565786303943233,8.730258592019406e-06,0.00011913159410138936,5.7757287959071406e-05,4.145469789780994e-06,1.00272956255291e-06,4.588254994549364e-06,1.0,0.027850725460983935,1.0334090028664943e-05
context-PCG,128,199684,32768,96,48,2304,All,168,0.803691998707789,0.14685052579133365,0.0005694435131729081,0.0049442532073866695,0.020483916950090664,0.00011399341167902547,0.00010225040718734334,1.8602790265594333e-05,1.0,0.02220633751183141,0.0030975222656293806
context-PCG,128,199684,32768,96,48,2304,ID,48,0.8954012003593008,0.11234439983832402,0.001465291311205857,0.015147404325640866,0.03632507748329673,0.00033017003225190765,0.0002995045635121927,3.620276296108199e-05,1.0,0.03178241404941563,0.010276423699024538
context-PCG,128,199684,32768,96,48,2304,OOD,120,0.7670083180471843,0.14328022760318643,0.00021110439395972852,0.0008629927600849911,0.002982913718669884,2.752276344987259e-05,2.3348744657403578e-05,1.1562801187399268e-05,1.0,0.025636085482894925,0.0005337109827303239
context-PCG,128,199684,32768,128,8,64,All,168,0.511338911839996,0.2753524096994199,3.1463375248243947e-06,1.9209788202292333e-05,2.7506199812622422e-05,7.983559276526973e-07,4.270969355111393e-07,1.3708056786618899e-06,1.0,0.0416380432520198,4.159412800298019e-06
context-PCG,128,199684,32768,128,8,64,ID,48,0.7639285889874764,0.23405296095598863,2.3789598581439955e-06,4.316158498458966e-05,4.190904284332607e-05,1.3320685070539184e-06,5.430436666268671e-07,1.6563147089421193e-06,1.0,0.06621396460615882,1.1856136611866196e-05
context-PCG,128,199684,32768,128,8,64,OOD,120,0.41030304098100384,0.22076269029903667,3.4532885914965543e-06,9.629069489373403e-06,6.6418205641904445e-06,5.848708958922089e-07,3.807182430648481e-07,1.2566020665497983e-06,1.0,0.03949945707522103,1.1883724823302065e-06
context-PCG,128,199684,32768,128,12,144,All,168,0.738233445184776,0.165172497137825,4.010935729833623e-06,5.221337504291195e-05,7.518825120719472e-05,1.732052470887744e-06,8.545966088442063e-07,2.2045676295706904e-06,1.0,0.024976936237371027,1.1369763058280218e-05
context-PCG,128,199684,32768,128,12,144,ID,48,0.8500356493655407,0.1541485703770452,3.5217458484263866e-06,0.0001237638731481379,0.00011105933377930908,2.9804083124436906e-06,8.871816620607357e-07,3.1949503925451004e-06,1.0,0.04360888211516768,3.1418866764217254e-05
context-PCG,128,199684,32768,128,12,144,OOD,120,0.69351256351247,0.1477933060425541,4.206611682396518e-06,2.359317580082158e-05,1.3080782908996041e-05,1.2327101342653652e-06,8.415625875575945e-07,1.8084145243809265e-06,1.0,0.026443577672138677,2.340449023901158e-06
context-PCG,128,199684,32768,128,16,256,All,168,0.7476047920544868,0.17020967063765746,4.8634702509497446e-06,8.375827389087781e-05,0.0001117142632770886,2.66749056874817e-06,1.2625210391634244e-06,3.088339243260764e-06,1.0,0.02573864392782816,1.689312736095784e-05
context-PCG,128,199684,32768,128,16,256,ID,48,0.8611704376528427,0.14978076842939408,4.950604212202355e-06,0.0001932066215506907,0.00016232660883831274,4.463963674557665e-06,1.2965831383363973e-06,4.855407233606002e-06,1.0,0.04237322381634844,4.592246254162508e-05
