method,network_width,parameter_count,dataset_size,depth,context_size,context_measurements,regime_class,n_tasks,average_precision_mean,average_precision_std,transformed_mean_relative_residual_mean,mean_relative_residual_mean,mean_relative_residual_std,covariance_relative_residual_mean,transformed_covariance_relative_residual_mean,relative_score_error_mean,numerical_coverage_95_mean,average_precision_ci95,mean_relative_residual_ci95
hybrid-PCG,128,182531,32768,8,8,64,All,168,0.5110897296009119,0.2757261414384915,0.054141732431786285,0.2361170727915321,0.5368962358556829,0.008394394510540922,0.008722403740911124,0.0023653057382814952,0.9348123151631582,0.04169455795015919,0.0811879900190779
hybrid-PCG,128,182531,32768,8,8,64,ID,48,0.7640545604908926,0.23393734466787763,0.062107363859752206,0.45936277783359714,0.7999886360866582,0.012812441728990806,0.01324541331869726,0.004115199875588441,0.8079028440018495,0.06618125656957766,0.2263180906527041
hybrid-PCG,128,182531,32768,8,8,64,OOD,120,0.4099037972449197,0.2212226550249761,0.05095547986059991,0.14681879077470603,0.3515955408487254,0.006627175623160966,0.006913199909796668,0.001665348083358717,0.9855761036276818,0.03958175520686524,0.06290842422141815
hybrid-PCG,128,182531,32768,8,12,144,All,168,0.7355822557690702,0.16421835023908768,0.3936335008059229,1.0597492527394068,0.5885118871060049,0.04730993777602197,0.047481215348289786,0.029785666219790286,0.6023217213916636,0.024832652735796535,0.0889931685595096
hybrid-PCG,128,182531,32768,8,12,144,ID,48,0.8463381931053044,0.15162319854419815,0.2907727311054865,1.4174382388591766,0.7802131735489976,0.05258711477896816,0.05180558822272962,0.025886908513105735,0.4342580665834248,0.042894450302493586,0.22072358002916492
hybrid-PCG,128,182531,32768,8,12,144,OOD,120,0.6912798808345765,0.14777780284036302,0.43477780868609744,0.9166736582914988,0.41638427090359015,0.0451990669748435,0.045751466198513856,0.0313451693024641,0.6695471833149592,0.02644080379731116,0.07450059886965119
hybrid-PCG,128,182531,32768,8,16,256,All,168,0.7461482037987454,0.1691195042432833,0.40715036541223526,1.3401461378449486,0.6041865584742657,0.06146334164908949,0.06233517804537851,0.029896103488724807,0.5442176770330185,0.025573791927693493,0.0913634497751536
hybrid-PCG,128,182531,32768,8,16,256,ID,48,0.8604571101479787,0.14306643537628708,0.34870404129227,1.6456888156632583,0.8218749165156627,0.06844628381077196,0.06734443060122426,0.028117180530292246,0.39458438909302157,0.04047372803848477,0.23250975510235436
hybrid-PCG,128,182531,32768,8,16,256,OOD,120,0.7004246412590521,0.15708393457704736,0.43052889506022135,1.2179290667176246,0.43906780882173996,0.05867016478441651,0.06033147702304021,0.03060767267209783,0.6040709922090173,0.028105882033908094,0.07855919876757068
hybrid-PCG,128,182531,32768,8,24,576,All,168,0.784848923563016,0.15556010631102737,0.5030779723255407,1.9829676339314097,1.596958785601843,0.07626895494537335,0.07843577123380129,0.030809063553100497,0.5019588070322892,0.023523376613765665,0.24148776856236331
hybrid-PCG,128,182531,32768,8,24,576,ID,48,0.8818973239092963,0.15096612005871896,0.5445714195569357,3.4320864205559096,2.3388477724092582,0.0976015833439305,0.09016160418589904,0.02674657932948317,0.38331737955256057,0.04270856172666323,0.6616638515870804
hybrid-PCG,128,182531,32768,8,24,576,OOD,120,0.7460295634245039,0.14014224435497494,0.4864805934329828,1.4033201192816098,0.4822930162367351,0.06773590358595048,0.07374543805296217,0.03243405724254743,0.5494153780241807,0.025074629040922794,0.08629316967788796
hybrid-PCG,128,182531,32768,8,32,1024,All,168,0.7969341186231981,0.1527031296596311,0.6281063049322083,2.3457702387656485,2.0055813209782465,0.08165235234247073,0.088038961669164,0.034924398098761786,0.45559249596581575,0.023091352367053217,0.30327855811937415
hybrid-PCG,128,182531,32768,8,32,1024,ID,48,0.8955538949494747,0.11562250757226462,0.7148020025342703,4.31936331341664,2.8375649260157707,0.10230782938500242,0.10226591009025769,0.028760957182384982,0.36354697433610755,0.032709796076901,0.8027517482003405
hybrid-PCG,128,182531,32768,8,32,1024,OOD,120,0.7574862080926875,0.14816090273536234,0.5934280258913834,1.5563330089052518,0.514915629551048,0.07339016152545805,0.08234818230072653,0.03738977446531252,0.492410704617699,0.026509349065705692,0.092130095802247
hybrid-PCG,128,182531,32768,8,48,2304,All,168,0.8043695373173596,0.14500205346885775,0.8380652627065068,2.6037375341568674,2.286695474124399,0.07750932231456746,0.09645308075206616,0.04451536314029774,0.3566113865180384,0.021926816549594576,0.34578787656053783
hybrid-PCG,128,182531,32768,8,48,2304,ID,48,0.8888742637679486,0.11509321806281647,0.958469291528066,4.666204822560151,3.3788480396676346,0.0661747138947248,0.09958028374239798,0.03710758852927631,0.2824192120072742,0.03256005921092902,0.9558816243739446
hybrid-PCG,128,182531,32768,8,48,2304,OOD,120,0.7705676467371242,0.14227482210733364,0.7899036511778832,1.7787506187955537,0.6533991921407866,0.08204316568250453,0.09520219955593343,0.04747847298470631,0.38628825632234415,0.0254561956148523,0.11690794901977929
hybrid-PCG,128,182531,32768,16,8,64,All,168,0.5113357206754252,0.2753507521621602,4.4574389999158235e-06,3.0575898263809266e-05,6.885497150645567e-05,1.2059067655979475e-06,8.099804707585787e-07,1.348914128628835e-06,1.0,0.04163779260373898,1.0412061709690686e-05
hybrid-PCG,128,182531,32768,16,8,64,ID,48,0.7639285889874764,0.23405296095598863,6.768337254510944e-06,8.274629783735506e-05,0.00011332765301888135,2.8373432202262925e-06,2.0249095668371333e-06,1.8522057555851272e-06,1.0,0.06621396460615882,3.2060577978769034e-05
hybrid-PCG,128,182531,32768,16,8,64,OOD,120,0.4102985733506047,0.22075772704567642,3.5330796980777754e-06,9.707738434390951e-06,6.6219459496045086e-06,5.533321837466095e-07,3.240088323271569e-07,1.1475974778463184e-06,1.0,0.03949856903651852,1.18481646258493e-06
hybrid-PCG,128,182531,32768,16,12,144,All,168,0.738456331320555,0.16527584072033066,0.009181961541135767,0.06069295690407387,0.26160521719269386,0.002882551756455482,0.0032598158187414636,0.00031527286707546596,0.9847470232773394,0.024992563573129182,0.03955923015278543
hybrid-PCG,128,182531,32768,16,12,144,ID,48,0.8506091651528723,0.154581282143163,0.02765413383665795,0.2013586572291691,0.46299536555273213,0.007536167688732789,0.008371057761590207,0.0009871965459282502,0.9466145814706882,0.043731296979946,0.13098214447835535
hybrid-PCG,128,182531,32768,16,12,144,OOD,120,0.693595197787628,0.1476268240111214,0.0017930926229268933,0.0044266767740358,0.014263568085554613,0.0010211053835445588,0.0012153190416019659,4.6503395534352286e-05,1.0,0.026413790257220585,0.0025520761437165525
hybrid-PCG,128,182531,32768,16,16,256,All,168,0.7481269732471144,0.17068243003516112,0.10102633201555966,0.4103526681345621,0.5299023832174811,0.015340137578840764,0.016029493439765157,0.005712434224170372,0.8615919496154502,0.025810133319413817,0.08013039862568644
hybrid-PCG,128,182531,32768,16,16,256,ID,48,0.8622339721057245,0.15205529890635738,0.11742335383314635,0.7586890021339059,0.8162195889538167,0.02288629145671919,0.024399689432660382,0.006259176631525961,0.6996173402294517,0.04301669220009428,0.2309098537061626
hybrid-PCG,128,182531,32768,16,16,256,OOD,120,0.7024841737036704,0.1562016724193368,0.09446752328852498,0.27101813453482465,0.2498237480324173,0.012321676027689393,0.012681415042607065,0.005493737261228137,0.9263817933698495,0.02794802530467375,0.044699140051294994
hybrid-PCG,128,182531,32768,16,24,576,All,168,0.7780574600720818,0.16175970283004584,0.1964401691442444,0.669664441829636,0.47155623527241775,0.022514849586600747,0.025125283287793704,0.010502572400755908,0.766847352585977,0.02446086275483758,0.07130745266208549
hybrid-PCG,128,182531,32768,16,24,576,ID,48,0.8738981037590356,0.16146675377566708,0.18801960457737243,0.8302772783984741,0.6010396353815058,0.02034741372820761,0.025601677111505173,0.010172875069353366,0.6331313651365539,0.04567920814120264,0.17003509368776198
hybrid-PCG,128,182531,32768,16,24,576,OOD,120,0.7397212025973002,0.1457272035629039,0.19980839497099318,0.6054193072021008,0.39346331611427177,0.023381823929958002,0.024934725758309118,0.010634451333316924,0.8203337475657463,0.026073905033626228,0.0703995197036137
hybrid-PCG,128,182531,32768,16,32,1024,All,168,0.7913852130847968,0.15853098491680176,0.27553787020345527,0.8375206946262291,0.4526763102641538,0.026500848177376905,0.03035823316756809,0.013924096103957144,0.7056608224021537,0.023972624804543326,0.06845248169979345
hybrid-PCG,128,182531,32768,16,32,1024,ID,48,0.8955117625705177,0.11629467991570498,0.2696749800816178,1.0321847889572382,0.512977456297043,0.02348786208312953,0.029631977357591155,0.013005759285685245,0.5541825971255699,0.03289995472978028,0.1451221595158406
hybrid-PCG,128,182531,32768,16,32,1024,OOD,120,0.7497345932905084,0.15428887604979566,0.27788302625219025,0.7596550568938255,0.40279074268774223,0.027706042615075855,0.030648735491558866,0.014291430831265902,0.7662521125127871,0.02760578260963327,0.07206840806994959
hybrid-PCG,128,182531,32768,16,48,2304,All,168,0.8065638591772338,0.14627988128880332,0.46624136467774707,1.4360667334071227,0.9772138018502979,0.03959700406440307,0.04092795527096656,0.020671872593950254,0.6021015450491437,0.022120046200621087,0.147771615989599
hybrid-PCG,128,182531,32768,16,48,2304,ID,48,0.894234292130843,0.10912770304065571,0.4697325633217891,2.0095193535089493,1.4094428609991136,0.0429781551744478,0.044710104508946295,0.018424060700150787,0.4273224835439275,0.030872405276018377,0.398733685450565
hybrid-PCG,128,182531,32768,16,48,2304,OOD,120,0.7714956859957901,0.1448618802475797,0.4648448852201303,1.206685685366392,0.6081426970430315,0.03824454362038518,0.039415095575774654,0.021570997351470046,0.6720131696512301,0.02591907904784241,0.10881053462848289
hybrid-PCG,128,182531,32768,32,8,64,All,168,0.5113357206754252,0.2753507521621602,3.081933620477241e-06,2.5156728637074404e-05,4.416264068604153e-05,8.833017135078166e-07,3.6586706303729615e-07,1.3317350890622898e-06,1.0,0.04163779260373898,6.678154533007817e-06
hybrid-PCG,128,182531,32768,32,8,64,ID,48,0.7639285889874764,0.23405296095598863,2.048789009260569e-06,6.389954284219655e-05,6.837913744456832e-05,1.6944833080382675e-06,4.3353763867770567e-07,1.7951856491708422e-06,1.0,0.06621396460615882,1.934456957118221e-05
hybrid-PCG,128,182531,32768,32,8,64,OOD,120,0.4102985733506047,0.22075772704567642,3.4951914649639095e-06,9.659602955025549e-06,6.534203856460382e-06,5.588290756956364e-07,3.3879883278113234e-07,1.146354865018869e-06,1.0,0.03949856903651852,1.1691174101900626e-06
hybrid-PCG,128,182531,32768,32,12,144,All,168,0.738233445184776,0.165172497137825,4.362460005933956e-06,5.4097406551323965e-05,7.612312903627308e-05,1.652418979636834e-06,5.485826403087014e-07,2.296171077022434e-06,1.0,0.024976936237371027,1.1511132743495655e-05
hybrid-PCG,128,182531,32768,32,12,144,ID,48,0.8500356493655409,0.15414857037704524,4.4879476466993156e-06,0.0001311541191928929,0.00010799918143413943,3.308878402682088e-06,8.195309799674533e-07,3.5365894390793073e-06,1.0,0.04360888211516769,3.055314467189722e-05
hybrid-PCG,128,182531,32768,32,12,144,OOD,120,0.69351256351247,0.1477933060425541,4.312264949627812e-06,2.3274721494696376e-05,1.3126541663985723e-05,9.898352104187325e-07,4.4020330444520063e-07,1.8000037321996843e-06,1.0,0.026443577672138677,2.348636303989484e-06
hybrid-PCG,128,182531,32768,32,16,256,All,168,0.7476055091003566,0.17021002502134674,4.238610157174024e-05,0.0003005178694073492,0.0016320885440716563,1.3084160960779285e-05,1.4116682890407418e-05,3.957768038377805e-06,1.0,0.02573869751676678,0.0002467999951893096
hybrid-PCG,128,182531,32768,32,16,256,ID,48,0.8611704376528427,0.14978076842939408,0.00013425743522787003,0.0009475227149474841,0.0029773201421959897,4.127590726217433e-05,4.725691469135049e-05,7.730946739078112e-06,1.0,0.04237322381634844,0.0008422887269246693
hybrid-PCG,128,182531,32768,32,16,256,OOD,120,0.702179537679362,0.15656887130564356,5.637568109288319e-06,4.1715931191295266e-05,2.6036770549653624e-05,1.8074624402212672e-06,8.60590170030188e-07,2.4484965580976827e-06,1.0,0.028013725521626606,4.658569341179614e-06
hybrid-PCG,128,182531,32768,32,24,576,All,168,0.7780919496048361,0.1599945821583875,0.02955692578715176,0.12767354682416351,0.23559024823039662,0.003940308744003663,0.004021958712655711,0.0009764198409513725,0.9749984786446605,0.024193946002767846,0.03562531722994397
hybrid-PCG,128,182531,32768,32,24,576,ID,48,0.8720568170096739,0.16147386880518683,0.035978025262011167,0.22308308184437917,0.38869110318456185,0.004879787639765658,0.005040621528981571,0.001206265596617073,0.9211309487000108,0.04568122099466482,0.1099613473970575
hybrid-PCG,128,182531,32768,32,24,576,OOD,120,0.740506002642901,0.14366469947724367,0.026988485997207996,0.08950973281607726,0.11436507913433479,0.003564517185698865,0.0036144935861253677,0.0008844815386850924,0.9965454906225204,0.02570487622948975,0.020462508986694595
hybrid-PCG,128,182531,32768,32,32,1024,All,168,0.7894695816921902,0.15958509608609325,0.07584352724855606,0.3144980597495478,0.45750887609111446,0.008452301423988326,0.00850016926865676,0.0024955867657981733,0.93524507264651,0.024132024631504382,0.06918324917388556
hybrid-PCG,128,182531,32768,32,32,1024,ID,48,0.8949560211989739,0.11863899584068908,0.09851487244789796,0.5911960944067687,0.7223173912236718,0.011001748125029992,0.011248375422534637,0.00289797777713824,0.8393919955318173,0.03356316553065428,0.20434476872903423
hybrid-PCG,128,182531,32768,32,32,1024,OOD,120,0.7472750058894768,0.15458702955214657,0.06677498916881931,0.20381884588665947,0.21081381948655942,0.00743252274357166,0.00740088680710561,0.002334630361262147,0.9735863034923872,0.027659129039919943,0.03771937822642618
hybrid-PCG,128,182531,32768,32,48,2304,All,168,0.8048292345843344,0.14679199714373245,0.18447383908954046,0.6301697079934889,0.5700345366464714,0.014499375764335944,0.014445227200797313,0.005687821355552659,0.8346999439721307,0.022197486968765667,0.08619907382666658
hybrid-PCG,128,182531,32768,32,48,2304,ID,48,0.8960303415761026,0.11147006127613872,0.21544525935314593,1.0193977632249396,0.7478147351685039,0.016991897403689366,0.017049972365687865,0.00621913470361803,0.699803349096328,0.031535062243337755,0.21155800894021717
hybrid-PCG,128,182531,32768,32,48,2304,OOD,120,0.768348791787627,0.14364844340697586,0.1720852709840983,0.4744784859009087,0.3867611060606745,0.013502367108594574,0.013403329134841092,0.005475296016326511,0.8886585819224516,0.025701967649471615,0.06920034217065929
hybrid-PCG,128,182531,32768,48,8,64,All,168,0.5113357206754252,0.2753507521621602,3.0819324913909983e-06,2.5156744344128707e-05,4.416268530083453e-05,9.151480032612437e-07,4.2133772745888195e-07,1.3317080652188094e-06,1.0,0.04163779260373898,6.678161279535594e-06
hybrid-PCG,128,182531,32768,48,8,64,ID,48,0.7639285889874764,0.23405296095598863,2.048777839528763e-06,6.389961437963777e-05,6.837919947672534e-05,1.7077610288869967e-06,4.867793895376357e-07,1.7951671808328722e-06,1.0,0.06621396460615882,1.9344587120180662e-05
hybrid-PCG,128,182531,32768,48,8,64,OOD,120,0.4102985733506047,0.22075772704567642,3.4951943521358923e-06,9.65959632992508e-06,6.534183698419314e-06,5.981027930109424e-07,3.951610626273805e-07,1.1463244189731843e-06,1.0,0.03949856903651852,1.1691138034588853e-06
hybrid-PCG,128,182531,32768,48,12,144,All,168,0.738233445184776,0.165172497137825,4.07794070427025e-06,5.373531482853823e-05,7.516911284790471e-05,1.635629687817592e-06,5.476101262182792e-07,2.2977615680628915e-06,1.0,0.024976936237371027,1.1366869007588016e-05
hybrid-PCG,128,182531,32768,48,12,144,ID,48,0.8500356493655407,0.1541485703770452,3.459379473251071e-06,0.00012981192336759402,0.00010659589148222481,3.1688767130333417e-06,6.377592303152824e-07,3.542807942125137e-06,1.0,0.04360888211516768,3.0156151654467613e-05
hybrid-PCG,128,182531,32768,48,12,144,OOD,120,0.69351256351247,0.1477933060425541,4.325365196677922e-06,2.3304671412915922e-05,1.3169801351153519e-05,1.0223308777312923e-06,5.115504845794779e-07,1.7997430184379936e-06,1.0,0.026443577672138677,2.3563764441103405e-06
hybrid-PCG,128,182531,32768,48,16,256,All,168,0.7476055091003566,0.1702100250213467,4.889467088478991e-06,8.14960290567509e-05,0.000104256147805443,2.392707904231797e-06,7.110227936582955e-07,3.0544069956035745e-06,1.0,0.02573869751676677,1.5765331403312394e-05
hybrid-PCG,128,182531,32768,48,16,256,ID,48,0.8611704376528427,0.1497807684293941,5.565770171263769e-06,0.00018538526016221958,0.000149370763196872,4.385082194839167e-06,1.0189014515068113e-06,4.640056388893754e-06,1.0,0.04237322381634845,4.2257232666979215e-05
hybrid-PCG,128,182531,32768,48,16,256,OOD,120,0.702179537679362,0.15656887130564356,4.618945855365079e-06,3.994033661456342e-05,1.8617421110946276e-05,1.5957581879888494e-06,5.878713305188891e-07,2.420147238287503e-06,1.0,0.028013725521626606,3.3310792916458005e-06
hybrid-PCG,128,182531,32768,48,24,576,All,168,0.7779604408665607,0.15965252548528217,0.0001061995787624997,0.0008143058736485138,0.004517821985303595,5.627533365559946e-05,5.271829300365006e-05,5.854849685790534e-06,1.0,0.024142221122041545,0.0006831727655274388
hybrid-PCG,128,182531,32768,48,24,576,ID,48,0.8715584233602116,0.16137542907219682,0.000332300714191536,0.002589982370106222,0.008243248777780834,0.00017795394507420128,0.00016974841840658718,1.174233127206388e-05,1.0,0.04565337223355786,0.002332028531415921
hybrid-PCG,128,182531,32768,48,24,576,OOD,120,0.7405212478691003,0.1433091687771422,1.5759124590885175e-05,0.00010403527506543056,0.00015882980289105101,7.603889088158729e-06,5.906242842475223e-06,3.4998570512811966e-06,1.0,0.02564126371594157,2.8418257510192445e-05
hybrid-PCG,128,182531,32768,48,32,1024,All,168,0.7901103219988037,0.16026687729295389,0.015375259165305457,0.07755669924953115,0.22067502111793916,0.0018101846974318226,0.0018409162012074324,0.00035859370619830484,0.9868121344063964,0.024235121733180976,0.03336987711122432
hybrid-PCG,128,182531,32768,48,32,1024,ID,48,0.8952784745057422,0.11923132524899707,0.025697381610977222,0.18713282442028378,0.38065273232343344,0.0033137829985510343,0.003189081257914901,0.0006253163206034825,0.9539221903930107,0.0337307364868887,0.10768727916260343
hybrid-PCG,128,182531,32768,48,32,1024,OOD,120,0.7480430609960284,0.15551653778179464,0.01124641018703675,0.03372624918123009,0.06581585682565179,0.0012087453769841381,0.0013016501785244445,0.00025190466043623376,0.9999681120117505,0.02782543916400983,0.011775950945480349
hybrid-PCG,128,182531,32768,48,48,2304,All,168,0.8035245364454927,0.14661453991043294,0.06879650738569792,0.24962334586251966,0.3269685520410895,0.005276849971951762,0.005206104995782573,0.0017004799248773728,0.9531705494792688,0.02217065236810401,0.04944329605395079
hybrid-PCG,128,182531,32768,48,48,2304,ID,48,0.8946192318836054,0.11294802838979764,0.07987452051020223,0.41843751550186425,0.47294964174786774,0.006737647143988044,0.006720998157106754,0.0017379911178825626,0.8861341346055269,0.03195318155169071,0.13379822545837158
hybrid-PCG,128,182531,32768,48,48,2304,OOD,120,0.7670866582702477,0.14297468316489428,0.06436530213589621,0.18209767800678187,0.21352589725969226,0.004692531103137249,0.004600147731252901,0.001685475447675297,0.9799851154287657,0.02558141664637846,0.03820463050995024
hybrid-PCG,128,182531,32768,64,8,64,All,168,0.5113357206754252,0.2753507521621602,3.0819374118994435e-06,2.5156688637578223e-05,4.4162699018896973e-05,9.628070373984038e-07,4.901703575519551e-07,1.3316688765876334e-06,1.0,0.04163779260373898,6.6781633539437245e-06
hybrid-PCG,128,182531,32768,64,8,64,ID,48,0.7639285889874764,0.23405296095598863,2.0487956196764876e-06,6.389961476333085e-05,6.837919879441778e-05,1.7283081354217227e-06,5.340726974741491e-07,1.7951651027914295e-06,1.0,0.06621396460615882,1.934458692715474e-05
hybrid-PCG,128,182531,32768,64,8,64,OOD,120,0.4102985733506047,0.22075772704567642,3.4951941287886257e-06,9.659518187277172e-06,6.5341288266141565e-06,6.566065981890764e-07,4.726094215830775e-07,1.1462703861061149e-06,1.0,0.03949856903651852,1.1691039856472364e-06
hybrid-PCG,128,182531,32768,64,12,144,All,168,0.738233445184776,0.165172497137825,4.077999445176569e-06,5.373157776353074e-05,7.516116892757929e-05,1.6987853025660742e-06,6.535969486689975e-07,2.2976814235792495e-06,1.0,0.024976936237371027,1.1365667749540331e-05
hybrid-PCG,128,182531,32768,64,12,144,ID,48,0.8500356493655407,0.1541485703770452,3.4595779870490637e-06,0.0001297988717396645,0.00010658548980674778,3.227122647331271e-06,7.373567291561282e-07,3.5426576860212813e-06,1.0,0.04360888211516768,3.0153209003500637e-05
hybrid-PCG,128,182531,32768,64,12,144,OOD,120,0.69351256351247,0.1477933060425541,4.325368028427571e-06,2.3304660173077232e-05,1.3169807484644776e-05,1.0874503646599957e-06,6.200930364741453e-07,1.7996909186024367e-06,1.0,0.026443577672138677,2.3563775415311694e-06
hybrid-PCG,128,182531,32768,64,16,256,All,168,0.7476055091003566,0.1702100250213467,4.721119920992307e-06,8.118243302608483e-05,0.00010344593656310391,2.411548699060837e-06,7.31643966152736e-07,3.053860793789638e-06,1.0,0.02573869751676677,1.564281346061992e-05
hybrid-PCG,128,182531,32768,64,16,256,ID,48,0.8611704376528427,0.1497807684293941,4.94306482560584e-06,0.00018422068721214894,0.0001481889943264783,4.3714925202683235e-06,8.806907250876369e-07,4.639825540664333e-06,1.0,0.04237322381634845,4.192290832501276e-05
hybrid-PCG,128,182531,32768,64,16,256,OOD,120,0.702179537679362,0.15656887130564356,4.632341959146894e-06,3.996713135165919e-05,1.8675443954931987e-05,1.6275711705778424e-06,6.720252625787755e-07,2.41947489503976e-06,1.0,0.028013725521626606,3.3414608956763154e-06
hybrid-PCG,128,182531,32768,64,24,576,All,168,0.7779604408665607,0.15965252548528217,8.295412250108568e-06,0.00014583911522656569,0.00018058073655552456,3.952995466452844e-06,1.1018360872583344e-06,4.219276888423315e-06,1.0,0.024142221122041545,2.7306928337356642e-05
hybrid-PCG,128,182531,32768,64,24,576,ID,48,0.8715584233602116,0.16137542907219682,1.3603375307978041e-05,0.0003205851799823939,0.0002628208336645761,6.755497996853895e-06,2.0186381467131773e-06,6.664412675642477e-06,1.0,0.04565337223355786,7.435244274179358e-05
hybrid-PCG,128,182531,32768,64,24,576,OOD,120,0.7405212478691003,0.1433091687771422,6.172227026960779e-06,7.594068932423442e-05,3.517343205605248e-05,2.831994454292423e-06,7.351152634763972e-07,3.2412225735356514e-06,1.0,0.02564126371594157,6.29332550624525e-06
hybrid-PCG,128,182531,32768,64,32,1024,All,168,0.7901139433674154,0.16035031162431404,0.000953938921308383,0.006560086410207124,0.036178644019295575,0.00017511648546462923,0.00020268204509898047,1.5830893297044936e-05,0.9999696303691182,0.02424773844607508,0.0054708362498780425
hybrid-PCG,128,182531,32768,64,32,1024,ID,48,0.8950928663079206,0.11940175865558245,0.0033069529134005728,0.022650983423166755,0.06542588013226734,0.00059748605611767,0.0007000427001055087,4.404052153005644e-05,0.999893706291914,0.03377895237574248,0.018509088258103042
hybrid-PCG,128,182531,32768,64,32,1024,OOD,120,0.7481223741912133,0.15565772346835563,1.2733324471507027e-05,0.0001237276050232723,6.304138005758594e-05,6.168657203412901e-06,3.737783096369185e-06,4.547042003840337e-06,1.0,0.027850700488549755,1.1279534065173408e-05
hybrid-PCG,128,182531,32768,64,48,2304,All,168,0.8038032448170286,0.1466545984605483,0.023558054877477273,0.09311042791679414,0.16550603170532063,0.0019250685494127502,0.0018539959076925678,0.0005429018020370871,0.9816037998312995,0.022176709913211887,0.025027372428441906
hybrid-PCG,128,182531,32768,64,48,2304,ID,48,0.8952811166085334,0.11257787335725755,0.030806874122693697,0.17915166227127577,0.26000914205607606,0.002464357907835271,0.0023444853762460104,0.0006952918609688729,0.9389880883196989,0.03184846408892804,0.0735570105973412
hybrid-PCG,128,182531,32768,64,48,2304,OOD,120,0.7672120961004267,0.1430094826692514,0.020658527179390707,0.05869393417500149,0.08694602872674913,0.0017093528060437419,0.0016578001202711904,0.0004819457784643727,0.9986500844359398,0.025587643067730415,0.015556618398250007
hybrid-PCG,128,182531,32768,96,8,64,All,168,0.5113357206754252,0.2753507521621602,3.081950879898646e-06,2.5156653979333677e-05,4.416268870559638e-05,1.0198145219303137e-06,5.69513094123273e-07,1.3316582672118216e-06,1.0,0.04163779260373898,6.678161794394431e-06
hybrid-PCG,128,182531,32768,96,8,64,ID,48,0.7639285889874764,0.23405296095598863,2.0487755758580306e-06,6.389961590493611e-05,6.837916295036649e-05,1.7505774128068197e-06,6.184250572379332e-07,1.7951635539562953e-06,1.0,0.06621396460615882,1.9344576786814135e-05
hybrid-PCG,128,182531,32768,96,8,64,OOD,120,0.4102985733506047,0.22075772704567642,3.495221001514892e-06,9.6594692090927e-06,6.534059286012238e-06,7.275093655797112e-07,5.49948308877409e-07,1.146256152514032e-06,1.0,0.03949856903651852,1.1690915432548342e-06
hybrid-PCG,128,182531,32768,96,12,144,All,168,0.738233445184776,0.165172497137825,4.0780051795948e-06,5.373178481974532e-05,7.5161867262075e-05,1.8479600808315614e-06,8.658070956053214e-07,2.2977026647468048e-06,1.0,0.024976936237371027,1.1365773349785373e-05
hybrid-PCG,128,182531,32768,96,12,144,ID,48,0.8500356493655407,0.1541485703770452,3.4595730771987596e-06,0.00012979968509320119,0.00010658663517488441,3.3389610424687057e-06,9.144021309026584e-07,3.5425539467818603e-06,1.0,0.04360888211516768,3.0153533030015618e-05
hybrid-PCG,128,182531,32768,96,12,144,OOD,120,0.69351256351247,0.1477933060425541,4.325378020553216e-06,2.3304624710362988e-05,1.3169761841041145e-05,1.2515596961767035e-06,8.463690814863867e-07,1.7997621519327823e-06,1.0,0.026443577672138677,2.3563693748542735e-06
hybrid-PCG,128,182531,32768,96,16,256,All,168,0.7476055091003566,0.1702100250213467,4.722992181476522e-06,8.115271811263297e-05,0.00010335557433070294,2.5508594950181194e-06,9.722650321667255e-07,3.0536918064258532e-06,1.0,0.02573869751676677,1.562914912935379e-05
hybrid-PCG,128,182531,32768,96,16,256,ID,48,0.8611704376528427,0.1497807684293941,4.949595253359955e-06,0.00018411738911554903,0.00014803802643056753,4.465894001270954e-06,1.0537390622289422e-06,4.6394963698996134e-06,1.0,0.04237322381634845,4.188019926089466e-05
hybrid-PCG,128,182531,32768,96,16,256,OOD,120,0.702179537679362,0.15656887130564356,4.632350952723148e-06,3.996684971146654e-05,1.8675394607640333e-05,1.7848456925169861e-06,9.396754201418389e-07,2.4193699810363495e-06,1.0,0.028013725521626606,3.3414520663255504e-06
hybrid-PCG,128,182531,32768,96,24,576,All,168,0.7779604408665607,0.15965252548528217,6.867873883904741e-06,0.0001413162501107358,0.00016196285318680206,3.847717543354043e-06,9.775067917010866e-07,4.149368895885648e-06,1.0,0.024142221122041545,2.449158259981919e-05
hybrid-PCG,128,182531,32768,96,24,576,ID,48,0.8715584233602116,0.16137542907219682,7.970785494156493e-06,0.0003039511562595169,0.00022848651947688338,6.272417005940649e-06,1.1920475249856584e-06,6.419581329926889e-06,1.0,0.04565337223355786,6.463920922782786e-05
hybrid-PCG,128,182531,32768,96,24,576,OOD,120,0.7405212478691003,0.1433091687771422,6.42670923980404e-06,7.626228765122337e-05,3.545674450547256e-05,2.8778377583194015e-06,8.91690498387258e-07,3.241283922269152e-06,1.0,0.02564126371594157,6.34401653523926e-06
hybrid-PCG,128,182531,32768,96,32,1024,All,168,0.7901122197049775,0.16034970385300545,1.1866854035382449e-05,0.00021354519961794104,0.0002597229400674984,5.3090566054725924e-06,1.1936152857639995e-06,5.85853229108038e-06,1.0,0.024247646540549138,3.927459732013025e-05
hybrid-PCG,128,182531,32768,96,32,1024,ID,48,0.8950868334893878,0.11940427534307153,1.8562284414731427e-05,0.0004556171656985917,0.0003862044363183619,8.488547431776775e-06,1.863094216976909e-06,9.286409820674635e-06,1.0,0.03377966435074013,0.00010925786528261062
