task,label,rank,target_rank,test_mse,recovery_slope,high_low_ratio,full_mse,full_recovery_slope
strong_sobolev,strong Sobolev,4,40.0,0.16324053107130362,-0.44696048632218843,0.521978434221424,0.115,-1.48
strong_sobolev,strong Sobolev,5,40.0,0.15303618558056956,-0.4467871485943775,0.5322973136891405,0.115,-1.48
strong_sobolev,strong Sobolev,6,40.0,0.14409688299573092,-0.4465986394557823,0.5367077568546216,0.115,-1.48
strong_sobolev,strong Sobolev,7,40.0,0.13580742192531953,-0.4463931469792606,0.5385928461200594,0.115,-1.48
strong_sobolev,strong Sobolev,8,40.0,0.12795538100565051,-0.44616858237547896,0.5393985614201638,0.115,-1.48
strong_sobolev,strong Sobolev,9,40.0,0.1205281831195013,-0.4459225280326198,0.539742936170328,0.115,-1.48
strong_sobolev,strong Sobolev,10,40.0,0.11355348143214292,-0.44565217391304346,0.5398901270807343,0.115,-1.48
strong_sobolev,strong Sobolev,11,40.0,0.10699695084534593,-0.4453542392566783,0.539953038673689,0.115,-1.48
strong_sobolev,strong Sobolev,12,40.0,0.10074803920620513,-0.4450248756218905,0.5399799280279106,0.115,-1.48
strong_sobolev,strong Sobolev,13,40.0,0.09468089899354551,-0.4446595460614152,0.5399914209394154,0.115,-1.48
strong_sobolev,strong Sobolev,14,40.0,0.08873315840878594,-0.44425287356321835,0.539996333181404,0.115,-1.48
strong_sobolev,strong Sobolev,15,40.0,0.08293957699874165,-0.4437984496124031,0.5399984327469793,0.115,-1.48
strong_sobolev,strong Sobolev,16,40.0,0.0773959399086909,-0.4432885906040268,0.5399993301326569,0.115,-1.48
strong_sobolev,strong Sobolev,17,40.0,0.07218185722791108,-0.44271402550091077,0.5399997136886951,0.115,-1.48
strong_sobolev,strong Sobolev,18,40.0,0.06730036261434451,-0.44206349206349205,0.5399998776262731,0.115,-1.48
strong_sobolev,strong Sobolev,19,40.0,0.062677419576156,-0.4413232104121475,0.5399999476956419,0.115,-1.48
strong_sobolev,strong Sobolev,20,40.0,0.058218653801480384,-0.44047619047619047,0.5399999776443364,0.115,-1.48
strong_sobolev,strong Sobolev,21,40.0,0.053878840074052144,-0.439501312335958,0.52719427394072,0.115,-1.48
strong_sobolev,strong Sobolev,22,40.0,0.04969234941506974,-0.43837209302325586,0.5090133276290489,0.115,-1.48
strong_sobolev,strong Sobolev,23,40.0,0.04574377140154633,-0.43705501618122977,0.4885594269918425,0.115,-1.48
strong_sobolev,strong Sobolev,24,40.0,0.042102861961159276,-0.4355072463768116,0.46687443597080436,0.115,-1.48
strong_sobolev,strong Sobolev,25,40.0,0.03877323686648376,-0.4336734693877551,0.444562364351076,0.115,-1.48
strong_sobolev,strong Sobolev,26,40.0,0.03569207762904603,-0.43148148148148147,0.4220291044508819,0.115,-1.48
strong_sobolev,strong Sobolev,27,40.0,0.03277900411239131,-0.4288359788359788,0.3995665864344744,0.115,-1.48
strong_sobolev,strong Sobolev,28,40.0,0.029996068081985808,-0.425609756097561,0.37739201348065265,0.115,-1.48
strong_sobolev,strong Sobolev,29,40.0,0.027374090250533622,-0.42163120567375884,0.35566946051033577,0.115,-1.48
strong_sobolev,strong Sobolev,30,40.0,0.024987132210906014,-0.41666666666666663,0.33452318312148477,0.115,-1.48
strong_sobolev,strong Sobolev,31,40.0,0.02289591083802015,-0.4103960396039604,0.3140465195439547,0.115,-1.48
strong_sobolev,strong Sobolev,32,40.0,0.021103167990700424,-0.4023809523809524,0.2943082244185153,0.115,-1.48
strong_sobolev,strong Sobolev,33,40.0,0.019553614428460032,-0.3920289855072464,0.2753571934446489,0.115,-1.48
strong_sobolev,strong Sobolev,34,40.0,0.01817691795864586,-0.37857142857142856,0.2572261181129181,0.115,-1.48
strong_sobolev,strong Sobolev,35,40.0,0.016940382245880542,-0.3611111111111111,0.2399343927560327,0.115,-1.48
strong_sobolev,strong Sobolev,36,40.0,0.015871923762466805,-0.3388888888888889,0.22349047661465965,0.115,-1.48
strong_sobolev,strong Sobolev,37,40.0,0.01503729462943867,-0.3120689655172414,0.2078938442037994,0.115,-1.48
strong_sobolev,strong Sobolev,38,40.0,0.01448995773917677,-0.2833333333333333,0.1931366151340943,0.115,-1.48
strong_sobolev,strong Sobolev,39,40.0,0.014231708676991578,-0.25952380952380955,0.17920492797083692,0.115,-1.48
strong_sobolev,strong Sobolev,40,40.0,0.014212944194920658,-0.25,0.1660801053793937,0.115,-1.48
strong_sobolev,strong Sobolev,41,40.0,0.014721134074535236,-0.27152380952380956,0.15373964614827876,0.115,-1.48
strong_sobolev,strong Sobolev,42,40.0,0.015454425971480253,-0.30603871685474765,0.14215807161865868,0.115,-1.48
strong_sobolev,strong Sobolev,43,40.0,0.016396473068972888,-0.3450400172202744,0.1313076483249968,0.115,-1.48
strong_sobolev,strong Sobolev,44,40.0,0.017595789744985876,-0.3818500922934316,0.12115900448544466,0.115,-1.48
strong_sobolev,strong Sobolev,45,40.0,0.019094621156059123,-0.4138624698035645,0.11168165487555591,0.115,-1.48
strong_sobolev,strong Sobolev,46,40.0,0.020890615314532138,-0.44095645973990727,0.1028444462514477,0.115,-1.48
strong_sobolev,strong Sobolev,47,40.0,0.022936420232232364,-0.4639194753618476,0.09461593364384145,0.115,-1.48
strong_sobolev,strong Sobolev,48,40.0,0.025174145504405655,-0.483668502367755,0.08696469637724506,0.115,-1.48
strong_sobolev,strong Sobolev,49,40.0,0.027577377270262583,-0.5009868938043001,0.0798596014790671,0.115,-1.48
strong_sobolev,strong Sobolev,50,40.0,0.03016896648745839,-0.5164783191989871,0.07327002116202595,0.115,-1.48
