case,family,beta,n_tokens,geometry,count,fraction
mixed_positive_dominant,indefinite,8.0,8,bipolar,61,0.953125
mixed_positive_dominant,indefinite,8.0,8,consensus,3,0.046875
mixed_positive_dominant,indefinite,8.0,20,bipolar,63,0.984375
mixed_positive_dominant,indefinite,8.0,20,consensus,1,0.015625
mixed_single_positive,indefinite,0.03,2,consensus,63,0.984375
mixed_single_positive,indefinite,0.03,2,nonconverged,1,0.015625
mixed_single_positive,indefinite,0.03,3,consensus,64,1.0
mixed_single_positive,indefinite,0.03,4,consensus,64,1.0
mixed_single_positive,indefinite,0.03,5,consensus,64,1.0
mixed_single_positive,indefinite,0.03,8,consensus,64,1.0
mixed_single_positive,indefinite,0.03,20,consensus,64,1.0
mixed_single_positive,indefinite,0.1,2,bipolar,4,0.0625
mixed_single_positive,indefinite,0.1,2,consensus,60,0.9375
mixed_single_positive,indefinite,0.1,3,consensus,64,1.0
mixed_single_positive,indefinite,0.1,4,consensus,64,1.0
mixed_single_positive,indefinite,0.1,5,consensus,64,1.0
mixed_single_positive,indefinite,0.1,8,consensus,64,1.0
mixed_single_positive,indefinite,0.1,20,consensus,64,1.0
mixed_single_positive,indefinite,0.3,2,bipolar,13,0.203125
mixed_single_positive,indefinite,0.3,2,consensus,51,0.796875
mixed_single_positive,indefinite,0.3,3,bipolar,2,0.03125
mixed_single_positive,indefinite,0.3,3,consensus,62,0.96875
mixed_single_positive,indefinite,0.3,4,bipolar,11,0.171875
mixed_single_positive,indefinite,0.3,4,consensus,53,0.828125
mixed_single_positive,indefinite,0.3,5,consensus,64,1.0
mixed_single_positive,indefinite,0.3,8,bipolar,3,0.046875
mixed_single_positive,indefinite,0.3,8,consensus,61,0.953125
mixed_single_positive,indefinite,0.3,20,bipolar,9,0.140625
mixed_single_positive,indefinite,0.3,20,consensus,55,0.859375
mixed_single_positive,indefinite,0.7,2,bipolar,35,0.546875
mixed_single_positive,indefinite,0.7,2,consensus,29,0.453125
mixed_single_positive,indefinite,0.7,3,bipolar,34,0.53125
mixed_single_positive,indefinite,0.7,3,consensus,30,0.46875
mixed_single_positive,indefinite,0.7,4,bipolar,41,0.640625
mixed_single_positive,indefinite,0.7,4,consensus,23,0.359375
mixed_single_positive,indefinite,0.7,5,bipolar,42,0.65625
mixed_single_positive,indefinite,0.7,5,consensus,22,0.34375
mixed_single_positive,indefinite,0.7,8,bipolar,49,0.765625
mixed_single_positive,indefinite,0.7,8,consensus,15,0.234375
mixed_single_positive,indefinite,0.7,20,bipolar,61,0.953125
mixed_single_positive,indefinite,0.7,20,consensus,3,0.046875
mixed_single_positive,indefinite,1.5,2,bipolar,47,0.734375
mixed_single_positive,indefinite,1.5,2,consensus,17,0.265625
mixed_single_positive,indefinite,1.5,3,bipolar,44,0.6875
mixed_single_positive,indefinite,1.5,3,consensus,16,0.25
mixed_single_positive,indefinite,1.5,3,mixed_extreme_stationary,1,0.015625
mixed_single_positive,indefinite,1.5,3,nonconverged,3,0.046875
mixed_single_positive,indefinite,1.5,4,bipolar,56,0.875
mixed_single_positive,indefinite,1.5,4,consensus,8,0.125
mixed_single_positive,indefinite,1.5,5,bipolar,60,0.9375
mixed_single_positive,indefinite,1.5,5,consensus,4,0.0625
mixed_single_positive,indefinite,1.5,8,bipolar,63,0.984375
mixed_single_positive,indefinite,1.5,8,consensus,1,0.015625
mixed_single_positive,indefinite,1.5,20,bipolar,64,1.0
mixed_single_positive,indefinite,3.0,2,bipolar,40,0.625
mixed_single_positive,indefinite,3.0,2,consensus,24,0.375
mixed_single_positive,indefinite,3.0,3,bipolar,45,0.703125
mixed_single_positive,indefinite,3.0,3,consensus,5,0.078125
mixed_single_positive,indefinite,3.0,3,mixed_extreme_stationary,14,0.21875
mixed_single_positive,indefinite,3.0,4,bipolar,59,0.921875
mixed_single_positive,indefinite,3.0,4,consensus,1,0.015625
mixed_single_positive,indefinite,3.0,4,mixed_extreme_stationary,4,0.0625
mixed_single_positive,indefinite,3.0,5,bipolar,56,0.875
mixed_single_positive,indefinite,3.0,5,consensus,2,0.03125
mixed_single_positive,indefinite,3.0,5,mixed_extreme_stationary,5,0.078125
mixed_single_positive,indefinite,3.0,5,nonconverged,1,0.015625
mixed_single_positive,indefinite,3.0,8,bipolar,63,0.984375
mixed_single_positive,indefinite,3.0,8,mixed_extreme_stationary,1,0.015625
mixed_single_positive,indefinite,3.0,20,bipolar,64,1.0
mixed_single_positive,indefinite,8.0,2,bipolar,50,0.78125
mixed_single_positive,indefinite,8.0,2,consensus,14,0.21875
mixed_single_positive,indefinite,8.0,3,bipolar,46,0.71875
mixed_single_positive,indefinite,8.0,3,consensus,5,0.078125
mixed_single_positive,indefinite,8.0,3,mixed_extreme_stationary,13,0.203125
mixed_single_positive,indefinite,8.0,4,bipolar,49,0.765625
mixed_single_positive,indefinite,8.0,4,mixed_extreme_stationary,15,0.234375
mixed_single_positive,indefinite,8.0,5,bipolar,44,0.6875
mixed_single_positive,indefinite,8.0,5,consensus,1,0.015625
mixed_single_positive,indefinite,8.0,5,mixed_extreme_stationary,19,0.296875
mixed_single_positive,indefinite,8.0,8,bipolar,41,0.640625
mixed_single_positive,indefinite,8.0,8,mixed_extreme_stationary,23,0.359375
mixed_single_positive,indefinite,8.0,20,bipolar,52,0.8125
mixed_single_positive,indefinite,8.0,20,mixed_extreme_stationary,12,0.1875
mixed_two_positive,indefinite,0.03,2,consensus,64,1.0
mixed_two_positive,indefinite,0.03,3,consensus,64,1.0
mixed_two_positive,indefinite,0.03,4,consensus,64,1.0
mixed_two_positive,indefinite,0.03,5,consensus,64,1.0
mixed_two_positive,indefinite,0.03,8,consensus,64,1.0
mixed_two_positive,indefinite,0.03,20,consensus,63,0.984375
mixed_two_positive,indefinite,0.03,20,nonconverged,1,0.015625
mixed_two_positive,indefinite,0.1,2,consensus,64,1.0
mixed_two_positive,indefinite,0.1,3,consensus,64,1.0
mixed_two_positive,indefinite,0.1,4,consensus,64,1.0
mixed_two_positive,indefinite,0.1,5,consensus,64,1.0
mixed_two_positive,indefinite,0.1,8,consensus,64,1.0
mixed_two_positive,indefinite,0.1,20,consensus,64,1.0
mixed_two_positive,indefinite,0.3,2,bipolar,1,0.015625
mixed_two_positive,indefinite,0.3,2,consensus,63,0.984375
mixed_two_positive,indefinite,0.3,3,consensus,64,1.0
mixed_two_positive,indefinite,0.3,4,bipolar,1,0.015625
mixed_two_positive,indefinite,0.3,4,consensus,63,0.984375
mixed_two_positive,indefinite,0.3,5,consensus,64,1.0
mixed_two_positive,indefinite,0.3,8,bipolar,1,0.015625
mixed_two_positive,indefinite,0.3,8,consensus,63,0.984375
mixed_two_positive,indefinite,0.3,20,bipolar,2,0.03125
mixed_two_positive,indefinite,0.3,20,consensus,62,0.96875
mixed_two_positive,indefinite,0.7,2,bipolar,12,0.1875
mixed_two_positive,indefinite,0.7,2,consensus,51,0.796875
mixed_two_positive,indefinite,0.7,2,nonconverged,1,0.015625
mixed_two_positive,indefinite,0.7,3,bipolar,8,0.125
mixed_two_positive,indefinite,0.7,3,consensus,56,0.875
mixed_two_positive,indefinite,0.7,4,bipolar,23,0.359375
mixed_two_positive,indefinite,0.7,4,consensus,41,0.640625
mixed_two_positive,indefinite,0.7,5,bipolar,30,0.46875
mixed_two_positive,indefinite,0.7,5,consensus,34,0.53125
mixed_two_positive,indefinite,0.7,8,bipolar,35,0.546875
mixed_two_positive,indefinite,0.7,8,consensus,28,0.4375
mixed_two_positive,indefinite,0.7,8,nonconverged,1,0.015625
mixed_two_positive,indefinite,0.7,20,bipolar,57,0.890625
mixed_two_positive,indefinite,0.7,20,consensus,7,0.109375
mixed_two_positive,indefinite,1.5,2,bipolar,20,0.3125
mixed_two_positive,indefinite,1.5,2,consensus,44,0.6875
mixed_two_positive,indefinite,1.5,3,bipolar,32,0.5
mixed_two_positive,indefinite,1.5,3,consensus,18,0.28125
mixed_two_positive,indefinite,1.5,3,mixed_extreme_stationary,7,0.109375
mixed_two_positive,indefinite,1.5,3,nonconverged,7,0.109375
mixed_two_positive,indefinite,1.5,4,bipolar,30,0.46875
mixed_two_positive,indefinite,1.5,4,consensus,18,0.28125
mixed_two_positive,indefinite,1.5,4,mixed_extreme_stationary,11,0.171875
mixed_two_positive,indefinite,1.5,4,nonconverged,5,0.078125
mixed_two_positive,indefinite,1.5,5,bipolar,38,0.59375
mixed_two_positive,indefinite,1.5,5,consensus,5,0.078125
mixed_two_positive,indefinite,1.5,5,mixed_extreme_stationary,8,0.125
mixed_two_positive,indefinite,1.5,5,nonconverged,13,0.203125
mixed_two_positive,indefinite,1.5,8,bipolar,48,0.75
mixed_two_positive,indefinite,1.5,8,consensus,5,0.078125
mixed_two_positive,indefinite,1.5,8,mixed_extreme_stationary,6,0.09375
mixed_two_positive,indefinite,1.5,8,nonconverged,5,0.078125
mixed_two_positive,indefinite,1.5,20,bipolar,61,0.953125
mixed_two_positive,indefinite,1.5,20,mixed_extreme_stationary,3,0.046875
mixed_two_positive,indefinite,3.0,2,bipolar,36,0.5625
mixed_two_positive,indefinite,3.0,2,consensus,28,0.4375
mixed_two_positive,indefinite,3.0,3,bipolar,32,0.5
mixed_two_positive,indefinite,3.0,3,consensus,13,0.203125
mixed_two_positive,indefinite,3.0,3,mixed_extreme_stationary,14,0.21875
mixed_two_positive,indefinite,3.0,3,nonconverged,5,0.078125
mixed_two_positive,indefinite,3.0,4,bipolar,26,0.40625
mixed_two_positive,indefinite,3.0,4,consensus,7,0.109375
mixed_two_positive,indefinite,3.0,4,mixed_extreme_stationary,27,0.421875
mixed_two_positive,indefinite,3.0,4,nonconverged,4,0.0625
mixed_two_positive,indefinite,3.0,5,bipolar,22,0.34375
mixed_two_positive,indefinite,3.0,5,consensus,4,0.0625
mixed_two_positive,indefinite,3.0,5,mixed_extreme_stationary,24,0.375
mixed_two_positive,indefinite,3.0,5,nonconverged,14,0.21875
mixed_two_positive,indefinite,3.0,8,bipolar,13,0.203125
mixed_two_positive,indefinite,3.0,8,mixed_extreme_stationary,38,0.59375
mixed_two_positive,indefinite,3.0,8,nonconverged,13,0.203125
mixed_two_positive,indefinite,3.0,20,bipolar,15,0.234375
mixed_two_positive,indefinite,3.0,20,mixed_extreme_stationary,38,0.59375
mixed_two_positive,indefinite,3.0,20,nonconverged,11,0.171875
mixed_two_positive,indefinite,8.0,2,bipolar,30,0.46875
mixed_two_positive,indefinite,8.0,2,consensus,34,0.53125
mixed_two_positive,indefinite,8.0,3,bipolar,36,0.5625
mixed_two_positive,indefinite,8.0,3,consensus,14,0.21875
mixed_two_positive,indefinite,8.0,3,mixed_extreme_stationary,7,0.109375
mixed_two_positive,indefinite,8.0,3,nonconverged,7,0.109375
mixed_two_positive,indefinite,8.0,4,bipolar,31,0.484375
mixed_two_positive,indefinite,8.0,4,consensus,5,0.078125
mixed_two_positive,indefinite,8.0,4,mixed_extreme_stationary,21,0.328125
mixed_two_positive,indefinite,8.0,4,nonconverged,7,0.109375
mixed_two_positive,indefinite,8.0,5,bipolar,21,0.328125
mixed_two_positive,indefinite,8.0,5,consensus,2,0.03125
mixed_two_positive,indefinite,8.0,5,mixed_extreme_stationary,30,0.46875
mixed_two_positive,indefinite,8.0,5,nonconverged,11,0.171875
mixed_two_positive,indefinite,8.0,8,bipolar,11,0.171875
mixed_two_positive,indefinite,8.0,8,mixed_extreme_stationary,38,0.59375
mixed_two_positive,indefinite,8.0,8,nonconverged,15,0.234375
mixed_two_positive,indefinite,8.0,20,bipolar,6,0.09375
mixed_two_positive,indefinite,8.0,20,mixed_extreme_stationary,39,0.609375
mixed_two_positive,indefinite,8.0,20,nonconverged,19,0.296875
mixed_with_zero,indefinite,0.03,2,consensus,64,1.0
mixed_with_zero,indefinite,0.03,3,consensus,64,1.0
mixed_with_zero,indefinite,0.03,4,consensus,64,1.0
mixed_with_zero,indefinite,0.03,5,consensus,64,1.0
mixed_with_zero,indefinite,0.03,8,consensus,64,1.0
mixed_with_zero,indefinite,0.03,20,consensus,64,1.0
mixed_with_zero,indefinite,0.1,2,bipolar,3,0.046875
mixed_with_zero,indefinite,0.1,2,consensus,61,0.953125
mixed_with_zero,indefinite,0.1,3,consensus,64,1.0
mixed_with_zero,indefinite,0.1,4,consensus,64,1.0
mixed_with_zero,indefinite,0.1,5,consensus,64,1.0
mixed_with_zero,indefinite,0.1,8,consensus,64,1.0
mixed_with_zero,indefinite,0.1,20,consensus,64,1.0
mixed_with_zero,indefinite,0.3,2,bipolar,6,0.09375
mixed_with_zero,indefinite,0.3,2,consensus,58,0.90625
mixed_with_zero,indefinite,0.3,3,bipolar,9,0.140625
mixed_with_zero,indefinite,0.3,3,consensus,55,0.859375
mixed_with_zero,indefinite,0.3,4,bipolar,6,0.09375
mixed_with_zero,indefinite,0.3,4,consensus,58,0.90625
mixed_with_zero,indefinite,0.3,5,bipolar,4,0.0625
mixed_with_zero,indefinite,0.3,5,consensus,60,0.9375
mixed_with_zero,indefinite,0.3,8,bipolar,5,0.078125
mixed_with_zero,indefinite,0.3,8,consensus,57,0.890625
mixed_with_zero,indefinite,0.3,8,nonconverged,2,0.03125
mixed_with_zero,indefinite,0.3,20,bipolar,11,0.171875
mixed_with_zero,indefinite,0.3,20,consensus,53,0.828125
mixed_with_zero,indefinite,0.7,2,bipolar,26,0.40625
mixed_with_zero,indefinite,0.7,2,consensus,38,0.59375
mixed_with_zero,indefinite,0.7,3,bipolar,24,0.375
mixed_with_zero,indefinite,0.7,3,consensus,40,0.625
mixed_with_zero,indefinite,0.7,4,bipolar,38,0.59375
mixed_with_zero,indefinite,0.7,4,consensus,25,0.390625
mixed_with_zero,indefinite,0.7,4,mixed_extreme_stationary,1,0.015625
mixed_with_zero,indefinite,0.7,5,bipolar,40,0.625
mixed_with_zero,indefinite,0.7,5,consensus,24,0.375
mixed_with_zero,indefinite,0.7,8,bipolar,53,0.828125
mixed_with_zero,indefinite,0.7,8,consensus,11,0.171875
mixed_with_zero,indefinite,0.7,20,bipolar,62,0.96875
mixed_with_zero,indefinite,0.7,20,consensus,2,0.03125
mixed_with_zero,indefinite,1.5,2,bipolar,35,0.546875
mixed_with_zero,indefinite,1.5,2,consensus,29,0.453125
mixed_with_zero,indefinite,1.5,3,bipolar,44,0.6875
mixed_with_zero,indefinite,1.5,3,consensus,10,0.15625
mixed_with_zero,indefinite,1.5,3,mixed_extreme_stationary,10,0.15625
mixed_with_zero,indefinite,1.5,4,bipolar,41,0.640625
mixed_with_zero,indefinite,1.5,4,consensus,8,0.125
mixed_with_zero,indefinite,1.5,4,mixed_extreme_stationary,15,0.234375
mixed_with_zero,indefinite,1.5,5,bipolar,40,0.625
mixed_with_zero,indefinite,1.5,5,consensus,5,0.078125
mixed_with_zero,indefinite,1.5,5,mixed_extreme_stationary,19,0.296875
mixed_with_zero,indefinite,1.5,8,bipolar,58,0.90625
mixed_with_zero,indefinite,1.5,8,consensus,1,0.015625
mixed_with_zero,indefinite,1.5,8,mixed_extreme_stationary,5,0.078125
mixed_with_zero,indefinite,1.5,20,bipolar,63,0.984375
mixed_with_zero,indefinite,1.5,20,mixed_extreme_stationary,1,0.015625
mixed_with_zero,indefinite,3.0,2,bipolar,43,0.671875
mixed_with_zero,indefinite,3.0,2,consensus,21,0.328125
mixed_with_zero,indefinite,3.0,3,bipolar,42,0.65625
mixed_with_zero,indefinite,3.0,3,consensus,9,0.140625
mixed_with_zero,indefinite,3.0,3,mixed_extreme_stationary,13,0.203125
mixed_with_zero,indefinite,3.0,4,bipolar,39,0.609375
mixed_with_zero,indefinite,3.0,4,consensus,6,0.09375
mixed_with_zero,indefinite,3.0,4,mixed_extreme_stationary,19,0.296875
mixed_with_zero,indefinite,3.0,5,bipolar,36,0.5625
mixed_with_zero,indefinite,3.0,5,mixed_extreme_stationary,28,0.4375
mixed_with_zero,indefinite,3.0,8,bipolar,30,0.46875
mixed_with_zero,indefinite,3.0,8,mixed_extreme_stationary,34,0.53125
mixed_with_zero,indefinite,3.0,20,bipolar,31,0.484375
mixed_with_zero,indefinite,3.0,20,mixed_extreme_stationary,33,0.515625
mixed_with_zero,indefinite,8.0,2,bipolar,41,0.640625
mixed_with_zero,indefinite,8.0,2,consensus,23,0.359375
mixed_with_zero,indefinite,8.0,3,bipolar,39,0.609375
mixed_with_zero,indefinite,8.0,3,consensus,9,0.140625
mixed_with_zero,indefinite,8.0,3,mixed_extreme_stationary,16,0.25
mixed_with_zero,indefinite,8.0,4,bipolar,30,0.46875
mixed_with_zero,indefinite,8.0,4,consensus,2,0.03125
mixed_with_zero,indefinite,8.0,4,mixed_extreme_stationary,32,0.5
mixed_with_zero,indefinite,8.0,5,bipolar,27,0.421875
mixed_with_zero,indefinite,8.0,5,consensus,1,0.015625
mixed_with_zero,indefinite,8.0,5,mixed_extreme_stationary,36,0.5625
mixed_with_zero,indefinite,8.0,8,bipolar,31,0.484375
mixed_with_zero,indefinite,8.0,8,mixed_extreme_stationary,33,0.515625
mixed_with_zero,indefinite,8.0,20,bipolar,25,0.390625
mixed_with_zero,indefinite,8.0,20,mixed_extreme_stationary,39,0.609375
nd_flat_bottom,negative_definite,0.03,2,bipolar,64,1.0
nd_flat_bottom,negative_definite,0.03,3,nonconverged,60,0.9375
nd_flat_bottom,negative_definite,0.03,3,subspace_stationary,4,0.0625
nd_flat_bottom,negative_definite,0.03,4,bipolar,64,1.0
nd_flat_bottom,negative_definite,0.03,5,nonconverged,64,1.0
nd_flat_bottom,negative_definite,0.03,8,bipolar,64,1.0
nd_flat_bottom,negative_definite,0.03,20,bipolar,62,0.96875
nd_flat_bottom,negative_definite,0.03,20,nonconverged,2,0.03125
nd_flat_bottom,negative_definite,0.1,2,bipolar,64,1.0
nd_flat_bottom,negative_definite,0.1,3,bipolar,25,0.390625
nd_flat_bottom,negative_definite,0.1,3,nonconverged,16,0.25
nd_flat_bottom,negative_definite,0.1,3,subspace_stationary,23,0.359375
nd_flat_bottom,negative_definite,0.1,4,bipolar,64,1.0
nd_flat_bottom,negative_definite,0.1,5,bipolar,64,1.0
nd_flat_bottom,negative_definite,0.1,8,bipolar,64,1.0
nd_flat_bottom,negative_definite,0.1,20,bipolar,64,1.0
nd_flat_bottom,negative_definite,0.3,2,bipolar,64,1.0
nd_flat_bottom,negative_definite,0.3,3,bipolar,64,1.0
nd_flat_bottom,negative_definite,0.3,4,bipolar,64,1.0
nd_flat_bottom,negative_definite,0.3,5,bipolar,64,1.0
nd_flat_bottom,negative_definite,0.3,8,bipolar,64,1.0
nd_flat_bottom,negative_definite,0.3,20,bipolar,64,1.0
nd_flat_bottom,negative_definite,0.7,2,bipolar,64,1.0
nd_flat_bottom,negative_definite,0.7,3,bipolar,64,1.0
nd_flat_bottom,negative_definite,0.7,4,bipolar,64,1.0
nd_flat_bottom,negative_definite,0.7,5,bipolar,64,1.0
nd_flat_bottom,negative_definite,0.7,8,bipolar,64,1.0
nd_flat_bottom,negative_definite,0.7,20,bipolar,64,1.0
nd_flat_bottom,negative_definite,1.5,2,bipolar,64,1.0
nd_flat_bottom,negative_definite,1.5,3,bipolar,64,1.0
nd_flat_bottom,negative_definite,1.5,4,bipolar,64,1.0
nd_flat_bottom,negative_definite,1.5,5,bipolar,64,1.0
nd_flat_bottom,negative_definite,1.5,8,bipolar,64,1.0
nd_flat_bottom,negative_definite,1.5,20,bipolar,64,1.0
nd_flat_bottom,negative_definite,3.0,2,bipolar,64,1.0
nd_flat_bottom,negative_definite,3.0,3,bipolar,64,1.0
nd_flat_bottom,negative_definite,3.0,4,bipolar,59,0.921875
nd_flat_bottom,negative_definite,3.0,4,nonconverged,4,0.0625
nd_flat_bottom,negative_definite,3.0,4,subspace_stationary,1,0.015625
nd_flat_bottom,negative_definite,3.0,5,bipolar,59,0.921875
nd_flat_bottom,negative_definite,3.0,5,nonconverged,5,0.078125
nd_flat_bottom,negative_definite,3.0,8,bipolar,47,0.734375
nd_flat_bottom,negative_definite,3.0,8,nonconverged,16,0.25
nd_flat_bottom,negative_definite,3.0,8,subspace_stationary,1,0.015625
nd_flat_bottom,negative_definite,3.0,20,bipolar,31,0.484375
nd_flat_bottom,negative_definite,3.0,20,nonconverged,31,0.484375
nd_flat_bottom,negative_definite,3.0,20,subspace_stationary,2,0.03125
nd_flat_bottom,negative_definite,8.0,2,bipolar,64,1.0
nd_flat_bottom,negative_definite,8.0,3,bipolar,64,1.0
nd_flat_bottom,negative_definite,8.0,4,bipolar,60,0.9375
nd_flat_bottom,negative_definite,8.0,4,nonconverged,1,0.015625
nd_flat_bottom,negative_definite,8.0,4,subspace_stationary,3,0.046875
nd_flat_bottom,negative_definite,8.0,5,bipolar,51,0.796875
nd_flat_bottom,negative_definite,8.0,5,subspace_stationary,13,0.203125
nd_flat_bottom,negative_definite,8.0,8,bipolar,38,0.59375
nd_flat_bottom,negative_definite,8.0,8,nonconverged,4,0.0625
nd_flat_bottom,negative_definite,8.0,8,subspace_stationary,22,0.34375
nd_flat_bottom,negative_definite,8.0,20,bipolar,1,0.015625
nd_flat_bottom,negative_definite,8.0,20,nonconverged,12,0.1875
nd_flat_bottom,negative_definite,8.0,20,subspace_stationary,51,0.796875
nd_simple,negative_definite,0.03,2,bipolar,64,1.0
nd_simple,negative_definite,0.03,3,nonconverged,64,1.0
nd_simple,negative_definite,0.03,4,bipolar,63,0.984375
nd_simple,negative_definite,0.03,4,nonconverged,1,0.015625
nd_simple,negative_definite,0.03,5,nonconverged,64,1.0
nd_simple,negative_definite,0.03,8,bipolar,64,1.0
nd_simple,negative_definite,0.03,20,bipolar,64,1.0
nd_simple,negative_definite,0.1,2,bipolar,64,1.0
nd_simple,negative_definite,0.1,3,bipolar,37,0.578125
nd_simple,negative_definite,0.1,3,nonconverged,27,0.421875
nd_simple,negative_definite,0.1,4,bipolar,64,1.0
nd_simple,negative_definite,0.1,5,bipolar,64,1.0
nd_simple,negative_definite,0.1,8,bipolar,64,1.0
nd_simple,negative_definite,0.1,20,bipolar,64,1.0
nd_simple,negative_definite,0.3,2,bipolar,64,1.0
nd_simple,negative_definite,0.3,3,bipolar,64,1.0
nd_simple,negative_definite,0.3,4,bipolar,64,1.0
nd_simple,negative_definite,0.3,5,bipolar,64,1.0
nd_simple,negative_definite,0.3,8,bipolar,64,1.0
nd_simple,negative_definite,0.3,20,bipolar,64,1.0
nd_simple,negative_definite,0.7,2,bipolar,64,1.0
nd_simple,negative_definite,0.7,3,bipolar,64,1.0
nd_simple,negative_definite,0.7,4,bipolar,64,1.0
nd_simple,negative_definite,0.7,5,bipolar,64,1.0
nd_simple,negative_definite,0.7,8,bipolar,64,1.0
nd_simple,negative_definite,0.7,20,bipolar,64,1.0
nd_simple,negative_definite,1.5,2,bipolar,64,1.0
nd_simple,negative_definite,1.5,3,bipolar,64,1.0
nd_simple,negative_definite,1.5,4,bipolar,64,1.0
nd_simple,negative_definite,1.5,5,bipolar,64,1.0
nd_simple,negative_definite,1.5,8,bipolar,64,1.0
nd_simple,negative_definite,1.5,20,bipolar,64,1.0
nd_simple,negative_definite,3.0,2,bipolar,64,1.0
nd_simple,negative_definite,3.0,3,bipolar,64,1.0
nd_simple,negative_definite,3.0,4,bipolar,64,1.0
nd_simple,negative_definite,3.0,5,bipolar,64,1.0
nd_simple,negative_definite,3.0,8,bipolar,64,1.0
nd_simple,negative_definite,3.0,20,bipolar,64,1.0
nd_simple,negative_definite,8.0,2,bipolar,64,1.0
nd_simple,negative_definite,8.0,3,bipolar,64,1.0
nd_simple,negative_definite,8.0,4,bipolar,64,1.0
nd_simple,negative_definite,8.0,5,bipolar,64,1.0
nd_simple,negative_definite,8.0,8,bipolar,64,1.0
nd_simple,negative_definite,8.0,20,bipolar,64,1.0
nsd_kernel,negative_semidefinite,0.03,2,bipolar,62,0.96875
nsd_kernel,negative_semidefinite,0.03,2,nonconverged,2,0.03125
nsd_kernel,negative_semidefinite,0.03,3,nonconverged,64,1.0
nsd_kernel,negative_semidefinite,0.03,4,bipolar,63,0.984375
nsd_kernel,negative_semidefinite,0.03,4,nonconverged,1,0.015625
nsd_kernel,negative_semidefinite,0.03,5,nonconverged,64,1.0
nsd_kernel,negative_semidefinite,0.03,8,bipolar,63,0.984375
nsd_kernel,negative_semidefinite,0.03,8,nonconverged,1,0.015625
nsd_kernel,negative_semidefinite,0.03,20,bipolar,64,1.0
nsd_kernel,negative_semidefinite,0.1,2,bipolar,64,1.0
nsd_kernel,negative_semidefinite,0.1,3,bipolar,21,0.328125
nsd_kernel,negative_semidefinite,0.1,3,mixed_extreme_stationary,31,0.484375
nsd_kernel,negative_semidefinite,0.1,3,nonconverged,12,0.1875
nsd_kernel,negative_semidefinite,0.1,4,bipolar,64,1.0
nsd_kernel,negative_semidefinite,0.1,5,bipolar,64,1.0
nsd_kernel,negative_semidefinite,0.1,8,bipolar,64,1.0
nsd_kernel,negative_semidefinite,0.1,20,bipolar,64,1.0
nsd_kernel,negative_semidefinite,0.3,2,bipolar,64,1.0
nsd_kernel,negative_semidefinite,0.3,3,bipolar,64,1.0
nsd_kernel,negative_semidefinite,0.3,4,bipolar,64,1.0
nsd_kernel,negative_semidefinite,0.3,5,bipolar,64,1.0
nsd_kernel,negative_semidefinite,0.3,8,bipolar,64,1.0
nsd_kernel,negative_semidefinite,0.3,20,bipolar,64,1.0
nsd_kernel,negative_semidefinite,0.7,2,bipolar,64,1.0
nsd_kernel,negative_semidefinite,0.7,3,bipolar,64,1.0
nsd_kernel,negative_semidefinite,0.7,4,bipolar,64,1.0
nsd_kernel,negative_semidefinite,0.7,5,bipolar,64,1.0
nsd_kernel,negative_semidefinite,0.7,8,bipolar,64,1.0
nsd_kernel,negative_semidefinite,0.7,20,bipolar,64,1.0
nsd_kernel,negative_semidefinite,1.5,2,bipolar,64,1.0
nsd_kernel,negative_semidefinite,1.5,3,bipolar,64,1.0
nsd_kernel,negative_semidefinite,1.5,4,bipolar,64,1.0
nsd_kernel,negative_semidefinite,1.5,5,bipolar,64,1.0
nsd_kernel,negative_semidefinite,1.5,8,bipolar,64,1.0
nsd_kernel,negative_semidefinite,1.5,20,bipolar,64,1.0
nsd_kernel,negative_semidefinite,3.0,2,bipolar,64,1.0
nsd_kernel,negative_semidefinite,3.0,3,bipolar,64,1.0
nsd_kernel,negative_semidefinite,3.0,4,bipolar,64,1.0
nsd_kernel,negative_semidefinite,3.0,5,bipolar,64,1.0
nsd_kernel,negative_semidefinite,3.0,8,bipolar,64,1.0
nsd_kernel,negative_semidefinite,3.0,20,bipolar,64,1.0
nsd_kernel,negative_semidefinite,8.0,2,bipolar,64,1.0
nsd_kernel,negative_semidefinite,8.0,3,bipolar,64,1.0
nsd_kernel,negative_semidefinite,8.0,4,bipolar,64,1.0
nsd_kernel,negative_semidefinite,8.0,5,bipolar,64,1.0
nsd_kernel,negative_semidefinite,8.0,8,bipolar,64,1.0
nsd_kernel,negative_semidefinite,8.0,20,bipolar,64,1.0
pd_flat_top,positive_definite,0.03,2,consensus,64,1.0
pd_flat_top,positive_definite,0.03,3,consensus,64,1.0
pd_flat_top,positive_definite,0.03,4,consensus,64,1.0
pd_flat_top,positive_definite,0.03,5,consensus,64,1.0
pd_flat_top,positive_definite,0.03,8,consensus,64,1.0
pd_flat_top,positive_definite,0.03,20,consensus,64,1.0
pd_flat_top,positive_definite,0.1,2,consensus,64,1.0
pd_flat_top,positive_definite,0.1,3,consensus,64,1.0
pd_flat_top,positive_definite,0.1,4,consensus,64,1.0
pd_flat_top,positive_definite,0.1,5,consensus,64,1.0
pd_flat_top,positive_definite,0.1,8,consensus,64,1.0
pd_flat_top,positive_definite,0.1,20,consensus,64,1.0
pd_flat_top,positive_definite,0.3,2,consensus,64,1.0
pd_flat_top,positive_definite,0.3,3,consensus,64,1.0
