budget,optimizer,depth_bin,gradient_norm,control_norm,polygon_gap
1.0,newton_schulz_5,1,3.596012037317691e-13,0.0009069350083160437,1.6709651403286802e-08
1.0,newton_schulz_5,2,7.161675267050589e-13,0.001806213793677824,7.313395744557027e-08
1.0,newton_schulz_5,3,1.4262909113872754e-12,0.0035971675122556017,2.971364852684862e-07
1.0,newton_schulz_5,4,2.840544568456281e-12,0.007163846865835431,1.1856344675672166e-06
1.0,newton_schulz_5,5,5.657116278602202e-12,0.014266209910078482,4.70946298780639e-06
1.0,newton_schulz_5,6,1.1266489350046548e-11,0.02840393030261739,1.868225192965441e-05
1.0,newton_schulz_5,7,2.2437895802119565e-11,0.056504288339569185,7.404266687346024e-05
1.0,newton_schulz_5,8,4.4686430074884167e-11,0.11202867660689639,0.00029267779689423623
1.0,newton_schulz_5,9,8.899574081638024e-11,0.21918163709149377,0.001145218720671859
1.0,newton_schulz_5,10,1.77240443011908e-10,0.40678997217939344,0.004306291158962676
1.0,newton_schulz_5,11,3.529852008473155e-10,0.6127549366162214,0.01383077595941029
1.0,newton_schulz_5,12,7.029918202947578e-10,0.4471795149548638,0.029344874931557574
1.0,newton_schulz_5,13,1.4000521297307344e-09,0.4920155297822115,0.11113638454579629
1.0,newton_schulz_5,14,2.7882928885728855e-09,0.559074735487243,0.21931213914163158
1.0,newton_schulz_5,15,5.55306764575457e-09,0.4483238071265041,0.27094557750010595
1.0,newton_schulz_5,16,1.1059312768904628e-08,0.3915769729630922,0.2950019930990648
1.0,newton_schulz_5,17,2.202542289792723e-08,0.36843922058670375,0.30810586103692134
1.0,newton_schulz_5,18,4.3865373399540206e-08,0.5880126295092383,0.32290983255453687
1.0,newton_schulz_5,19,8.736182035306122e-08,0.4234091750905356,0.32561895133090996
1.0,newton_schulz_5,20,1.7399030450051429e-07,0.3622477697278187,0.327239288244542
1.0,newton_schulz_5,21,3.4652447184470374e-07,0.3622477697278188,0.32980269386688393
1.0,newton_schulz_5,22,6.901624243929937e-07,0.3622477697278188,0.33227178537266316
1.0,newton_schulz_5,23,1.374617907521913e-06,0.36224776972781875,0.33440970865933567
1.0,newton_schulz_5,24,2.7379995282657505e-06,0.36224776972781875,0.3362033988593029
1.0,newton_schulz_5,25,5.454023052995707e-06,0.3622477697278187,0.3376958656781593
1.0,newton_schulz_5,26,1.0865528206097261e-05,0.3622477697278187,0.33893902194782005
1.0,newton_schulz_5,27,2.1650268372876572e-05,0.3622477697278188,0.3399821374524011
1.0,newton_schulz_5,28,4.315179322464013e-05,0.3622477697278187,0.3408706809301955
1.0,newton_schulz_5,29,8.604550255775525e-05,0.36224776972781875,0.34164828714385803
1.0,newton_schulz_5,30,0.0001716976503094499,0.36224776972781875,0.34236001428012547
1.0,newton_schulz_5,31,0.00034299746002959465,0.36224776972781875,0.34305669195287763
1.0,newton_schulz_5,32,0.0006864535599705292,0.3622477697278185,0.34380061144600016
1.0,newton_schulz_5,33,0.0013779637343479395,0.36224776972781847,0.34467269687996077
1.0,newton_schulz_5,34,0.0027800839554473805,0.3622477697278185,0.3457803286148195
1.0,newton_schulz_5,35,0.005657624864881185,0.3622477697278186,0.3472619110447422
1.0,newton_schulz_5,36,0.011687318748325808,0.3622477697278185,0.34927654285239584
1.0,newton_schulz_5,37,0.024770199053687485,0.36224776972781847,0.35195353648450256
1.0,newton_schulz_5,38,0.05472496629546344,0.3622477697278185,0.3552738712988665
1.0,newton_schulz_5,39,0.12835793899063833,0.3622477697278185,0.35892790006745273
