name,model,optimizer,dim,target,freq,depth,width,rank,steps,batch_size,lr,seed,fix_wb,nparams,ntrainable,final_train_mse,test_mse,test_max_error,grad_effective_rank,grad_top_singular,grad_spectral_slope,weight_effective_rank,weight_spectral_slope,elapsed_sec
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s1,mmnn,ht_muon,1,sumcos,16,6,512,10,20000,1024,0.003,1,True,66109,31293,0.0030861306004226208,0.002473491011187434,0.239182710647583,2.48002346729402,0.21340736161385263,-1.7114990560663752,7.043834932621261,-0.2761981272847475,143.7695026397705
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s1,mmnn,ht_muon,1,sumcos,16,6,512,10,20000,1024,0.003,1,False,66109,66109,0.003012303728610277,0.015069494023919106,0.8671870231628418,2.7565690504452007,0.1336949199571141,-1.4144210256027654,7.966681538301603,-0.15554939855560304,264.12048745155334
mmnn_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s2,mmnn,muon,1,chirp1d,16,6,512,10,20000,1024,0.003,2,True,66109,31293,0.004868525080382824,0.0012613937724381685,0.13758309185504913,1.9859714989074726,0.24194846887673652,-1.6851190055673577,7.181963690631027,-0.2688272617590567,103.28081488609314
mmnn_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s2,mmnn,muon,1,chirp1d,16,6,512,10,20000,1024,0.003,2,False,66109,66109,0.0018474755343049765,0.0016577765345573425,0.13485261797904968,1.7724292204662664,0.0694456610695592,-1.955930060402198,7.634475560877348,-0.20402674758486047,189.60190725326538
mmnn_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s2,mmnn,muon,1,sumcos,16,6,512,10,20000,1024,0.003,2,True,66109,31293,0.0021461830474436283,0.0037409430369734764,0.3276793956756592,1.69796712123923,0.13431056109922274,-2.054596784719513,6.900584567855835,-0.3175149046699178,107.90645861625671
mmnn_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s2,mmnn,muon,1,sumcos,16,6,512,10,20000,1024,0.003,2,False,66109,66109,0.0017036477802321315,0.005973966792225838,0.35944247245788574,1.8062777621798236,0.06247351849119046,-1.7330924399834833,7.444737339359144,-0.25465441363568836,193.71889996528625
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s2,mmnn,ht_muon,1,chirp1d,16,6,512,10,20000,1024,0.003,2,True,66109,31293,0.0031233439221978188,0.004844030365347862,0.33923858404159546,1.88607763259139,0.28893587631838663,-1.8758540031973665,7.057952908494434,-0.27143967018003184,139.28792357444763
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s2,mmnn,ht_muon,1,chirp1d,16,6,512,10,20000,1024,0.003,2,False,66109,66109,0.002236680593341589,0.003712877631187439,0.1962141990661621,2.2042328297997895,0.09417906789375204,-1.5764524493418897,7.94390982322371,-0.1600954494657186,264.40783190727234
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s2,mmnn,ht_muon,1,sumcos,16,6,512,10,20000,1024,0.003,2,True,66109,31293,0.0034786956384778023,0.005738564766943455,0.3524990677833557,2.223163085909674,0.21256772641624724,-1.7927011710621656,7.0979795516597735,-0.25915798099586435,144.5103702545166
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s2,mmnn,ht_muon,1,sumcos,16,6,512,10,20000,1024,0.003,2,False,66109,66109,0.006571102887392044,0.009169206023216248,0.47122669219970703,2.132753570799525,0.1618623278502907,-1.8528056455979636,7.74504948398793,-0.18145440069438692,262.5045557022095
